denovo_avg_total	denovo_avg_homolog	denovo_avg_nonhomolog	frac_nonhomolog	nonhom_median_viral_prob	nonhom_median_avglike_prob	nonhom_frac_ground_truth_viral
16853	10987	5866	0.34806859312881977	1.0	0.48305	0.9220934197067848
