tool	seq_type	value	ecdf
DRAM-V	Mixed metagenomes	286	0.2779694
DRAM-V	Mixed metagenomes	286	0.27846932
DRAM-V	Mixed metagenomes	286	0.27896926
DRAM-V	Mixed metagenomes	286	0.27946922
DRAM-V	Mixed metagenomes	286	0.27996916
DRAM-V	Mixed metagenomes	286	0.2804691
DRAM-V	Mixed metagenomes	286	0.28096905
DRAM-V	Mixed metagenomes	286	0.281469
DRAM-V	Mixed metagenomes	286	0.28196892
DRAM-V	Mixed metagenomes	286	0.2824689
DRAM-V	Mixed metagenomes	286	0.28296882
DRAM-V	Mixed metagenomes	286	0.28346875
DRAM-V	Mixed metagenomes	286	0.28396872
DRAM-V	Mixed metagenomes	286	0.28446865
DRAM-V	Mixed metagenomes	286	0.28496858
DRAM-V	Mixed metagenomes	286	0.28546855
DRAM-V	Mixed metagenomes	286	0.28596848
DRAM-V	Mixed metagenomes	286	0.28646842
DRAM-V	Mixed metagenomes	286	0.28696838
DRAM-V	Mixed metagenomes	286	0.2874683
DRAM-V	Mixed metagenomes	286	0.28796825
DRAM-V	Mixed metagenomes	286	0.2884682
DRAM-V	Mixed metagenomes	286	0.28896815
DRAM-V	Mixed metagenomes	286	0.2894681
DRAM-V	Mixed metagenomes	286	0.28996804
DRAM-V	Mixed metagenomes	286	0.29046798
DRAM-V	Mixed metagenomes	286	0.29096794
DRAM-V	Mixed metagenomes	286	0.29146788
DRAM-V	Mixed metagenomes	286	0.2919678
DRAM-V	Mixed metagenomes	286	0.29246777
DRAM-V	Mixed metagenomes	286	0.2929677
DRAM-V	Mixed metagenomes	286	0.29346764
DRAM-V	Mixed metagenomes	286	0.2939676
DRAM-V	Mixed metagenomes	286	0.29446754
DRAM-V	Mixed metagenomes	286	0.29496747
DRAM-V	Mixed metagenomes	286	0.29546744
DRAM-V	Mixed metagenomes	286	0.29596737
DRAM-V	Mixed metagenomes	286	0.2964673
DRAM-V	Mixed metagenomes	286	0.29696727
DRAM-V	Mixed metagenomes	286	0.2974672
DRAM-V	Mixed metagenomes	286	0.29796714
DRAM-V	Mixed metagenomes	286	0.2984671
DRAM-V	Mixed metagenomes	286	0.29896703
DRAM-V	Mixed metagenomes	286	0.29946697
DRAM-V	Mixed metagenomes	286	0.29996693
DRAM-V	Mixed metagenomes	286	0.30046687
DRAM-V	Mixed metagenomes	286	0.3009668
DRAM-V	Mixed metagenomes	286	0.30146676
DRAM-V	Mixed metagenomes	286	0.3019667
DRAM-V	Mixed metagenomes	286	0.30246663
DRAM-V	Mixed metagenomes	286	0.3029666
DRAM-V	Mixed metagenomes	287	0.30346653
DRAM-V	Mixed metagenomes	287	0.30396646
DRAM-V	Mixed metagenomes	287	0.30446643
DRAM-V	Mixed metagenomes	287	0.30496636
DRAM-V	Mixed metagenomes	287	0.3054663
DRAM-V	Mixed metagenomes	287	0.30596626
DRAM-V	Mixed metagenomes	287	0.3064662
DRAM-V	Mixed metagenomes	287	0.30696613
DRAM-V	Mixed metagenomes	287	0.3074661
DRAM-V	Mixed metagenomes	287	0.30796602
DRAM-V	Mixed metagenomes	287	0.30846596
DRAM-V	Mixed metagenomes	287	0.30896592
DRAM-V	Mixed metagenomes	287	0.30946586
DRAM-V	Mixed metagenomes	287	0.3099658
DRAM-V	Mixed metagenomes	287	0.31046575
DRAM-V	Mixed metagenomes	287	0.3109657
DRAM-V	Mixed metagenomes	287	0.31146562
DRAM-V	Mixed metagenomes	287	0.31196558
DRAM-V	Mixed metagenomes	287	0.31246552
DRAM-V	Mixed metagenomes	287	0.31296545
DRAM-V	Mixed metagenomes	287	0.31346542
DRAM-V	Mixed metagenomes	287	0.31396535
DRAM-V	Mixed metagenomes	287	0.3144653
DRAM-V	Mixed metagenomes	287	0.31496525
DRAM-V	Mixed metagenomes	287	0.31546518
DRAM-V	Mixed metagenomes	287	0.31596515
DRAM-V	Mixed metagenomes	287	0.31646508
DRAM-V	Mixed metagenomes	287	0.316965
DRAM-V	Mixed metagenomes	287	0.31746498
DRAM-V	Mixed metagenomes	287	0.3179649
DRAM-V	Mixed metagenomes	287	0.31846485
DRAM-V	Mixed metagenomes	287	0.3189648
DRAM-V	Mixed metagenomes	287	0.31946474
DRAM-V	Mixed metagenomes	287	0.31996468
DRAM-V	Mixed metagenomes	287	0.32046464
DRAM-V	Mixed metagenomes	287	0.32096457
DRAM-V	Mixed metagenomes	287	0.3214645
DRAM-V	Mixed metagenomes	287	0.32196447
DRAM-V	Mixed metagenomes	287	0.3224644
DRAM-V	Mixed metagenomes	287	0.32296434
DRAM-V	Mixed metagenomes	287	0.3234643
DRAM-V	Mixed metagenomes	287	0.32396424
DRAM-V	Mixed metagenomes	287	0.32446417
DRAM-V	Mixed metagenomes	287	0.32496414
DRAM-V	Mixed metagenomes	287	0.32546407
DRAM-V	Mixed metagenomes	287	0.325964
DRAM-V	Mixed metagenomes	287	0.32646397
DRAM-V	Mixed metagenomes	287	0.3269639
DRAM-V	Mixed metagenomes	287	0.32746384
DRAM-V	Mixed metagenomes	287	0.3279638
DRAM-V	Mixed metagenomes	287	0.32846373
DRAM-V	Mixed metagenomes	287	0.32896367
DRAM-V	Mixed metagenomes	287	0.32946363
DRAM-V	Mixed metagenomes	287	0.32996356
DRAM-V	Mixed metagenomes	287	0.3304635
DRAM-V	Mixed metagenomes	287	0.33096346
DRAM-V	Mixed metagenomes	287	0.3314634
DRAM-V	Mixed metagenomes	287	0.33196333
DRAM-V	Mixed metagenomes	287	0.3324633
DRAM-V	Mixed metagenomes	287	0.33296323
DRAM-V	Mixed metagenomes	287	0.33346316
DRAM-V	Mixed metagenomes	287	0.33396313
DRAM-V	Mixed metagenomes	287	0.33446306
DRAM-V	Mixed metagenomes	287	0.334963
DRAM-V	Mixed metagenomes	287	0.33546296
DRAM-V	Mixed metagenomes	287	0.3359629
DRAM-V	Mixed metagenomes	287	0.33646283
DRAM-V	Mixed metagenomes	287	0.3369628
DRAM-V	Mixed metagenomes	287	0.33746272
DRAM-V	Mixed metagenomes	287	0.33796266
DRAM-V	Mixed metagenomes	287	0.33846262
DRAM-V	Mixed metagenomes	287	0.33896255
DRAM-V	Mixed metagenomes	287	0.3394625
DRAM-V	Mixed metagenomes	287	0.33996245
DRAM-V	Mixed metagenomes	287	0.3404624
DRAM-V	Mixed metagenomes	287	0.34096235
DRAM-V	Mixed metagenomes	287	0.34146228
DRAM-V	Mixed metagenomes	287	0.34196222
DRAM-V	Mixed metagenomes	287	0.34246218
DRAM-V	Mixed metagenomes	287	0.34296212
DRAM-V	Mixed metagenomes	287	0.34346205
DRAM-V	Mixed metagenomes	287	0.343962
DRAM-V	Mixed metagenomes	287	0.34446195
DRAM-V	Mixed metagenomes	287	0.34496188
DRAM-V	Mixed metagenomes	287	0.34546185
DRAM-V	Mixed metagenomes	288	0.34596178
DRAM-V	Mixed metagenomes	288	0.3464617
DRAM-V	Mixed metagenomes	288	0.34696168
DRAM-V	Mixed metagenomes	288	0.3474616
DRAM-V	Mixed metagenomes	288	0.34796154
DRAM-V	Mixed metagenomes	288	0.3484615
DRAM-V	Mixed metagenomes	288	0.34896144
DRAM-V	Mixed metagenomes	288	0.34946138
DRAM-V	Mixed metagenomes	288	0.34996134
DRAM-V	Mixed metagenomes	288	0.35046127
DRAM-V	Mixed metagenomes	288	0.3509612
DRAM-V	Mixed metagenomes	288	0.35146117
DRAM-V	Mixed metagenomes	288	0.3519611
DRAM-V	Mixed metagenomes	288	0.35246104
DRAM-V	Mixed metagenomes	288	0.352961
DRAM-V	Mixed metagenomes	288	0.35346094
DRAM-V	Mixed metagenomes	288	0.35396087
DRAM-V	Mixed metagenomes	288	0.35446084
DRAM-V	Mixed metagenomes	288	0.35496077
DRAM-V	Mixed metagenomes	288	0.3554607
DRAM-V	Mixed metagenomes	288	0.35596067
DRAM-V	Mixed metagenomes	288	0.3564606
DRAM-V	Mixed metagenomes	288	0.35696054
DRAM-V	Mixed metagenomes	288	0.3574605
DRAM-V	Mixed metagenomes	288	0.35796043
DRAM-V	Mixed metagenomes	288	0.35846037
DRAM-V	Mixed metagenomes	288	0.35896033
DRAM-V	Mixed metagenomes	288	0.35946026
DRAM-V	Mixed metagenomes	288	0.3599602
DRAM-V	Mixed metagenomes	288	0.36046016
DRAM-V	Mixed metagenomes	288	0.3609601
DRAM-V	Mixed metagenomes	288	0.36146003
DRAM-V	Mixed metagenomes	288	0.36196
DRAM-V	Mixed metagenomes	288	0.36245993
DRAM-V	Mixed metagenomes	288	0.36295986
DRAM-V	Mixed metagenomes	288	0.36345983
DRAM-V	Mixed metagenomes	288	0.36395976
DRAM-V	Mixed metagenomes	288	0.3644597
DRAM-V	Mixed metagenomes	288	0.36495966
DRAM-V	Mixed metagenomes	288	0.3654596
DRAM-V	Mixed metagenomes	288	0.36595955
DRAM-V	Mixed metagenomes	288	0.3664595
DRAM-V	Mixed metagenomes	288	0.36695942
DRAM-V	Mixed metagenomes	288	0.3674594
DRAM-V	Mixed metagenomes	288	0.36795932
DRAM-V	Mixed metagenomes	288	0.36845925
DRAM-V	Mixed metagenomes	288	0.36895922
DRAM-V	Mixed metagenomes	288	0.36945915
DRAM-V	Mixed metagenomes	288	0.3699591
DRAM-V	Mixed metagenomes	288	0.37045905
DRAM-V	Mixed metagenomes	288	0.37095898
DRAM-V	Mixed metagenomes	288	0.37145892
DRAM-V	Mixed metagenomes	288	0.37195888
DRAM-V	Mixed metagenomes	288	0.37245882
DRAM-V	Mixed metagenomes	288	0.37295875
DRAM-V	Mixed metagenomes	288	0.3734587
DRAM-V	Mixed metagenomes	288	0.37395865
DRAM-V	Mixed metagenomes	288	0.37445858
DRAM-V	Mixed metagenomes	288	0.37495854
DRAM-V	Mixed metagenomes	288	0.37545848
DRAM-V	Mixed metagenomes	288	0.3759584
DRAM-V	Mixed metagenomes	288	0.37645838
DRAM-V	Mixed metagenomes	288	0.3769583
DRAM-V	Mixed metagenomes	288	0.37745824
DRAM-V	Mixed metagenomes	288	0.3779582
DRAM-V	Mixed metagenomes	288	0.37845814
DRAM-V	Mixed metagenomes	288	0.37895808
DRAM-V	Mixed metagenomes	288	0.37945804
DRAM-V	Mixed metagenomes	288	0.37995797
DRAM-V	Mixed metagenomes	288	0.3804579
DRAM-V	Mixed metagenomes	288	0.38095787
DRAM-V	Mixed metagenomes	288	0.3814578
DRAM-V	Mixed metagenomes	288	0.38195774
DRAM-V	Mixed metagenomes	288	0.3824577
DRAM-V	Mixed metagenomes	288	0.38295764
DRAM-V	Mixed metagenomes	288	0.38345757
DRAM-V	Mixed metagenomes	288	0.38395754
DRAM-V	Mixed metagenomes	288	0.38445747
DRAM-V	Mixed metagenomes	288	0.3849574
DRAM-V	Mixed metagenomes	288	0.38545737
DRAM-V	Mixed metagenomes	288	0.3859573
DRAM-V	Mixed metagenomes	288	0.38645723
DRAM-V	Mixed metagenomes	288	0.3869572
DRAM-V	Mixed metagenomes	288	0.38745713
DRAM-V	Mixed metagenomes	288	0.38795707
DRAM-V	Mixed metagenomes	288	0.38845703
DRAM-V	Mixed metagenomes	288	0.38895696
DRAM-V	Mixed metagenomes	288	0.3894569
DRAM-V	Mixed metagenomes	288	0.38995686
DRAM-V	Mixed metagenomes	288	0.3904568
DRAM-V	Mixed metagenomes	288	0.39095673
DRAM-V	Mixed metagenomes	288	0.3914567
DRAM-V	Mixed metagenomes	288	0.39195663
DRAM-V	Mixed metagenomes	288	0.3924566
DRAM-V	Mixed metagenomes	288	0.39295653
DRAM-V	Mixed metagenomes	288	0.39345646
DRAM-V	Mixed metagenomes	288	0.39395642
DRAM-V	Mixed metagenomes	288	0.39445636
DRAM-V	Mixed metagenomes	288	0.3949563
DRAM-V	Mixed metagenomes	288	0.39545625
DRAM-V	Mixed metagenomes	288	0.3959562
DRAM-V	Mixed metagenomes	288	0.39645612
DRAM-V	Mixed metagenomes	288	0.3969561
DRAM-V	Mixed metagenomes	288	0.39745602
DRAM-V	Mixed metagenomes	288	0.39795595
DRAM-V	Mixed metagenomes	288	0.39845592
DRAM-V	Mixed metagenomes	288	0.39895585
DRAM-V	Mixed metagenomes	288	0.3994558
DRAM-V	Mixed metagenomes	288	0.39995575
DRAM-V	Mixed metagenomes	288	0.40045568
DRAM-V	Mixed metagenomes	288	0.40095562
DRAM-V	Mixed metagenomes	288	0.40145558
DRAM-V	Mixed metagenomes	288	0.40195552
DRAM-V	Mixed metagenomes	288	0.40245545
DRAM-V	Mixed metagenomes	288	0.4029554
DRAM-V	Mixed metagenomes	288	0.40345535
DRAM-V	Mixed metagenomes	289	0.40395528
DRAM-V	Mixed metagenomes	289	0.40445524
DRAM-V	Mixed metagenomes	289	0.40495518
DRAM-V	Mixed metagenomes	289	0.4054551
DRAM-V	Mixed metagenomes	289	0.40595508
DRAM-V	Mixed metagenomes	289	0.406455
DRAM-V	Mixed metagenomes	289	0.40695494
DRAM-V	Mixed metagenomes	289	0.4074549
DRAM-V	Mixed metagenomes	289	0.40795484
DRAM-V	Mixed metagenomes	289	0.40845478
DRAM-V	Mixed metagenomes	289	0.40895474
DRAM-V	Mixed metagenomes	289	0.40945467
DRAM-V	Mixed metagenomes	289	0.4099546
DRAM-V	Mixed metagenomes	289	0.41045457
DRAM-V	Mixed metagenomes	289	0.4109545
DRAM-V	Mixed metagenomes	289	0.41145444
DRAM-V	Mixed metagenomes	289	0.4119544
DRAM-V	Mixed metagenomes	289	0.41245434
DRAM-V	Mixed metagenomes	289	0.41295427
DRAM-V	Mixed metagenomes	289	0.41345423
DRAM-V	Mixed metagenomes	289	0.41395417
DRAM-V	Mixed metagenomes	289	0.4144541
DRAM-V	Mixed metagenomes	289	0.41495407
DRAM-V	Mixed metagenomes	289	0.415454
DRAM-V	Mixed metagenomes	289	0.41595393
DRAM-V	Mixed metagenomes	289	0.4164539
DRAM-V	Mixed metagenomes	289	0.41695383
DRAM-V	Mixed metagenomes	289	0.4174538
DRAM-V	Mixed metagenomes	289	0.41795373
DRAM-V	Mixed metagenomes	289	0.41845366
DRAM-V	Mixed metagenomes	289	0.41895363
DRAM-V	Mixed metagenomes	289	0.41945356
DRAM-V	Mixed metagenomes	289	0.4199535
DRAM-V	Mixed metagenomes	289	0.42045346
DRAM-V	Mixed metagenomes	289	0.4209534
DRAM-V	Mixed metagenomes	289	0.42145333
DRAM-V	Mixed metagenomes	289	0.4219533
DRAM-V	Mixed metagenomes	289	0.42245322
DRAM-V	Mixed metagenomes	289	0.42295316
DRAM-V	Mixed metagenomes	289	0.42345312
DRAM-V	Mixed metagenomes	289	0.42395306
DRAM-V	Mixed metagenomes	289	0.424453
DRAM-V	Mixed metagenomes	289	0.42495295
DRAM-V	Mixed metagenomes	289	0.4254529
DRAM-V	Mixed metagenomes	289	0.42595282
DRAM-V	Mixed metagenomes	289	0.4264528
DRAM-V	Mixed metagenomes	289	0.42695272
DRAM-V	Mixed metagenomes	289	0.42745265
DRAM-V	Mixed metagenomes	289	0.42795262
DRAM-V	Mixed metagenomes	289	0.42845255
DRAM-V	Mixed metagenomes	289	0.4289525
DRAM-V	Mixed metagenomes	289	0.42945245
DRAM-V	Mixed metagenomes	289	0.42995238
DRAM-V	Mixed metagenomes	289	0.43045232
DRAM-V	Mixed metagenomes	289	0.43095228
DRAM-V	Mixed metagenomes	289	0.4314522
DRAM-V	Mixed metagenomes	289	0.43195215
DRAM-V	Mixed metagenomes	289	0.4324521
DRAM-V	Mixed metagenomes	289	0.43295205
DRAM-V	Mixed metagenomes	289	0.43345198
DRAM-V	Mixed metagenomes	289	0.43395194
DRAM-V	Mixed metagenomes	289	0.43445188
DRAM-V	Mixed metagenomes	289	0.4349518
DRAM-V	Mixed metagenomes	289	0.43545178
DRAM-V	Mixed metagenomes	289	0.4359517
DRAM-V	Mixed metagenomes	289	0.43645164
DRAM-V	Mixed metagenomes	289	0.4369516
DRAM-V	Mixed metagenomes	289	0.43745154
DRAM-V	Mixed metagenomes	289	0.43795148
DRAM-V	Mixed metagenomes	289	0.43845144
DRAM-V	Mixed metagenomes	289	0.43895137
DRAM-V	Mixed metagenomes	289	0.4394513
DRAM-V	Mixed metagenomes	289	0.43995127
DRAM-V	Mixed metagenomes	289	0.4404512
DRAM-V	Mixed metagenomes	289	0.44095114
DRAM-V	Mixed metagenomes	289	0.4414511
DRAM-V	Mixed metagenomes	289	0.44195104
DRAM-V	Mixed metagenomes	289	0.44245097
DRAM-V	Mixed metagenomes	289	0.44295093
DRAM-V	Mixed metagenomes	289	0.44345087
DRAM-V	Mixed metagenomes	289	0.44395083
DRAM-V	Mixed metagenomes	289	0.44445077
DRAM-V	Mixed metagenomes	289	0.4449507
DRAM-V	Mixed metagenomes	289	0.44545066
DRAM-V	Mixed metagenomes	289	0.4459506
DRAM-V	Mixed metagenomes	289	0.44645053
DRAM-V	Mixed metagenomes	289	0.4469505
DRAM-V	Mixed metagenomes	289	0.44745043
DRAM-V	Mixed metagenomes	289	0.44795036
DRAM-V	Mixed metagenomes	289	0.44845033
DRAM-V	Mixed metagenomes	289	0.44895026
DRAM-V	Mixed metagenomes	289	0.4494502
DRAM-V	Mixed metagenomes	289	0.44995016
DRAM-V	Mixed metagenomes	289	0.4504501
DRAM-V	Mixed metagenomes	289	0.45095003
DRAM-V	Mixed metagenomes	289	0.45145
DRAM-V	Mixed metagenomes	289	0.45194992
DRAM-V	Mixed metagenomes	289	0.45244986
DRAM-V	Mixed metagenomes	289	0.45294982
DRAM-V	Mixed metagenomes	289	0.45344976
DRAM-V	Mixed metagenomes	289	0.4539497
DRAM-V	Mixed metagenomes	289	0.45444965
DRAM-V	Mixed metagenomes	289	0.4549496
DRAM-V	Mixed metagenomes	289	0.45544952
DRAM-V	Mixed metagenomes	289	0.4559495
DRAM-V	Mixed metagenomes	289	0.45644942
DRAM-V	Mixed metagenomes	289	0.45694935
DRAM-V	Mixed metagenomes	289	0.45744932
DRAM-V	Mixed metagenomes	289	0.45794925
DRAM-V	Mixed metagenomes	289	0.45844918
DRAM-V	Mixed metagenomes	289	0.45894915
DRAM-V	Mixed metagenomes	289	0.45944908
DRAM-V	Mixed metagenomes	289	0.45994902
DRAM-V	Mixed metagenomes	289	0.46044898
DRAM-V	Mixed metagenomes	289	0.4609489
DRAM-V	Mixed metagenomes	289	0.46144885
DRAM-V	Mixed metagenomes	289	0.4619488
DRAM-V	Mixed metagenomes	289	0.46244875
DRAM-V	Mixed metagenomes	289	0.46294868
DRAM-V	Mixed metagenomes	289	0.46344864
DRAM-V	Mixed metagenomes	289	0.46394858
DRAM-V	Mixed metagenomes	289	0.4644485
DRAM-V	Mixed metagenomes	289	0.46494848
DRAM-V	Mixed metagenomes	289	0.4654484
DRAM-V	Mixed metagenomes	289	0.46594834
DRAM-V	Mixed metagenomes	289	0.4664483
DRAM-V	Mixed metagenomes	289	0.46694824
DRAM-V	Mixed metagenomes	289	0.46744817
DRAM-V	Mixed metagenomes	289	0.46794814
DRAM-V	Mixed metagenomes	289	0.46844807
DRAM-V	Mixed metagenomes	289	0.46894804
DRAM-V	Mixed metagenomes	289	0.46944797
DRAM-V	Mixed metagenomes	289	0.4699479
DRAM-V	Mixed metagenomes	289	0.47044787
DRAM-V	Mixed metagenomes	289	0.4709478
DRAM-V	Mixed metagenomes	289	0.47144774
DRAM-V	Mixed metagenomes	289	0.4719477
DRAM-V	Mixed metagenomes	289	0.47244763
DRAM-V	Mixed metagenomes	289	0.47294757
DRAM-V	Mixed metagenomes	289	0.47344753
DRAM-V	Mixed metagenomes	289	0.47394747
DRAM-V	Mixed metagenomes	289	0.4744474
DRAM-V	Mixed metagenomes	289	0.47494736
DRAM-V	Mixed metagenomes	289	0.4754473
DRAM-V	Mixed metagenomes	289	0.47594723
DRAM-V	Mixed metagenomes	289	0.4764472
DRAM-V	Mixed metagenomes	289	0.47694713
DRAM-V	Mixed metagenomes	289	0.47744706
DRAM-V	Mixed metagenomes	289	0.47794703
DRAM-V	Mixed metagenomes	290	0.47844696
DRAM-V	Mixed metagenomes	290	0.4789469
DRAM-V	Mixed metagenomes	290	0.47944686
DRAM-V	Mixed metagenomes	290	0.4799468
DRAM-V	Mixed metagenomes	290	0.48044673
DRAM-V	Mixed metagenomes	290	0.4809467
DRAM-V	Mixed metagenomes	290	0.48144662
DRAM-V	Mixed metagenomes	290	0.48194656
DRAM-V	Mixed metagenomes	290	0.48244652
DRAM-V	Mixed metagenomes	290	0.48294646
DRAM-V	Mixed metagenomes	290	0.4834464
DRAM-V	Mixed metagenomes	290	0.48394635
DRAM-V	Mixed metagenomes	290	0.4844463
DRAM-V	Mixed metagenomes	290	0.48494622
DRAM-V	Mixed metagenomes	290	0.48544618
DRAM-V	Mixed metagenomes	290	0.48594612
DRAM-V	Mixed metagenomes	290	0.48644605
DRAM-V	Mixed metagenomes	290	0.48694602
DRAM-V	Mixed metagenomes	290	0.48744595
DRAM-V	Mixed metagenomes	290	0.48794588
DRAM-V	Mixed metagenomes	290	0.48844585
DRAM-V	Mixed metagenomes	290	0.48894578
DRAM-V	Mixed metagenomes	290	0.48944572
DRAM-V	Mixed metagenomes	290	0.48994568
DRAM-V	Mixed metagenomes	290	0.4904456
DRAM-V	Mixed metagenomes	290	0.49094555
DRAM-V	Mixed metagenomes	290	0.4914455
DRAM-V	Mixed metagenomes	290	0.49194545
DRAM-V	Mixed metagenomes	290	0.49244538
DRAM-V	Mixed metagenomes	290	0.49294534
DRAM-V	Mixed metagenomes	290	0.49344528
DRAM-V	Mixed metagenomes	290	0.4939452
DRAM-V	Mixed metagenomes	290	0.49444517
DRAM-V	Mixed metagenomes	290	0.4949451
DRAM-V	Mixed metagenomes	290	0.49544507
DRAM-V	Mixed metagenomes	290	0.495945
DRAM-V	Mixed metagenomes	290	0.49644494
DRAM-V	Mixed metagenomes	290	0.4969449
DRAM-V	Mixed metagenomes	290	0.49744484
DRAM-V	Mixed metagenomes	290	0.49794477
DRAM-V	Mixed metagenomes	290	0.49844474
DRAM-V	Mixed metagenomes	290	0.49894467
DRAM-V	Mixed metagenomes	290	0.4994446
DRAM-V	Mixed metagenomes	290	0.49994457
DRAM-V	Mixed metagenomes	290	0.5004445
DRAM-V	Mixed metagenomes	290	0.50094444
DRAM-V	Mixed metagenomes	290	0.5014444
DRAM-V	Mixed metagenomes	290	0.5019443
DRAM-V	Mixed metagenomes	290	0.50244427
DRAM-V	Mixed metagenomes	290	0.50294423
DRAM-V	Mixed metagenomes	290	0.50344414
DRAM-V	Mixed metagenomes	290	0.5039441
DRAM-V	Mixed metagenomes	290	0.50444406
DRAM-V	Mixed metagenomes	290	0.50494397
DRAM-V	Mixed metagenomes	290	0.50544393
DRAM-V	Mixed metagenomes	290	0.5059439
DRAM-V	Mixed metagenomes	290	0.5064438
DRAM-V	Mixed metagenomes	290	0.50694376
DRAM-V	Mixed metagenomes	290	0.5074437
DRAM-V	Mixed metagenomes	290	0.5079437
DRAM-V	Mixed metagenomes	290	0.5084436
DRAM-V	Mixed metagenomes	290	0.50894356
DRAM-V	Mixed metagenomes	290	0.5094435
DRAM-V	Mixed metagenomes	290	0.5099434
DRAM-V	Mixed metagenomes	290	0.5104434
DRAM-V	Mixed metagenomes	290	0.51094335
DRAM-V	Mixed metagenomes	290	0.51144326
DRAM-V	Mixed metagenomes	290	0.5119432
DRAM-V	Mixed metagenomes	290	0.5124432
DRAM-V	Mixed metagenomes	290	0.5129431
DRAM-V	Mixed metagenomes	290	0.51344305
DRAM-V	Mixed metagenomes	290	0.513943
DRAM-V	Mixed metagenomes	290	0.5144429
DRAM-V	Mixed metagenomes	290	0.5149429
DRAM-V	Mixed metagenomes	290	0.51544285
DRAM-V	Mixed metagenomes	290	0.51594275
DRAM-V	Mixed metagenomes	290	0.5164427
DRAM-V	Mixed metagenomes	290	0.5169427
DRAM-V	Mixed metagenomes	290	0.5174426
DRAM-V	Mixed metagenomes	290	0.51794255
DRAM-V	Mixed metagenomes	290	0.5184425
DRAM-V	Mixed metagenomes	290	0.5189424
DRAM-V	Mixed metagenomes	290	0.5194424
DRAM-V	Mixed metagenomes	290	0.51994234
DRAM-V	Mixed metagenomes	290	0.52044225
DRAM-V	Mixed metagenomes	290	0.5209422
DRAM-V	Mixed metagenomes	290	0.5214422
DRAM-V	Mixed metagenomes	290	0.5219421
DRAM-V	Mixed metagenomes	290	0.52244204
DRAM-V	Mixed metagenomes	290	0.522942
DRAM-V	Mixed metagenomes	290	0.5234419
DRAM-V	Mixed metagenomes	290	0.5239419
DRAM-V	Mixed metagenomes	290	0.52444184
DRAM-V	Mixed metagenomes	290	0.52494174
DRAM-V	Mixed metagenomes	290	0.5254417
DRAM-V	Mixed metagenomes	290	0.52594167
DRAM-V	Mixed metagenomes	290	0.5264416
DRAM-V	Mixed metagenomes	290	0.52694154
DRAM-V	Mixed metagenomes	290	0.5274415
DRAM-V	Mixed metagenomes	290	0.5279414
DRAM-V	Mixed metagenomes	290	0.52844137
DRAM-V	Mixed metagenomes	290	0.52894133
DRAM-V	Mixed metagenomes	290	0.52944124
DRAM-V	Mixed metagenomes	290	0.5299412
DRAM-V	Mixed metagenomes	290	0.53044116
DRAM-V	Mixed metagenomes	290	0.53094107
DRAM-V	Mixed metagenomes	290	0.53144103
DRAM-V	Mixed metagenomes	290	0.531941
DRAM-V	Mixed metagenomes	290	0.5324409
DRAM-V	Mixed metagenomes	290	0.53294086
DRAM-V	Mixed metagenomes	290	0.5334408
DRAM-V	Mixed metagenomes	290	0.53394073
DRAM-V	Mixed metagenomes	290	0.5344407
DRAM-V	Mixed metagenomes	290	0.53494066
DRAM-V	Mixed metagenomes	290	0.53544056
DRAM-V	Mixed metagenomes	290	0.5359405
DRAM-V	Mixed metagenomes	290	0.5364405
DRAM-V	Mixed metagenomes	290	0.5369404
DRAM-V	Mixed metagenomes	290	0.53744036
DRAM-V	Mixed metagenomes	290	0.5379403
DRAM-V	Mixed metagenomes	290	0.5384402
DRAM-V	Mixed metagenomes	290	0.5389402
DRAM-V	Mixed metagenomes	290	0.53944016
DRAM-V	Mixed metagenomes	290	0.53994006
DRAM-V	Mixed metagenomes	290	0.54044
DRAM-V	Mixed metagenomes	290	0.54094
DRAM-V	Mixed metagenomes	290	0.5414399
DRAM-V	Mixed metagenomes	290	0.54193985
DRAM-V	Mixed metagenomes	290	0.5424398
DRAM-V	Mixed metagenomes	290	0.5429397
DRAM-V	Mixed metagenomes	290	0.5434397
DRAM-V	Mixed metagenomes	290	0.54393965
DRAM-V	Mixed metagenomes	290	0.54443955
DRAM-V	Mixed metagenomes	290	0.5449395
DRAM-V	Mixed metagenomes	290	0.5454395
DRAM-V	Mixed metagenomes	290	0.5459394
DRAM-V	Mixed metagenomes	290	0.54643935
DRAM-V	Mixed metagenomes	290	0.5469393
DRAM-V	Mixed metagenomes	290	0.5474392
DRAM-V	Mixed metagenomes	290	0.5479392
DRAM-V	Mixed metagenomes	290	0.54843915
DRAM-V	Mixed metagenomes	290	0.54893905
DRAM-V	Mixed metagenomes	290	0.549439
DRAM-V	Mixed metagenomes	290	0.549939
DRAM-V	Mixed metagenomes	290	0.5504389
DRAM-V	Mixed metagenomes	290	0.55093884
DRAM-V	Mixed metagenomes	290	0.5514388
DRAM-V	Mixed metagenomes	290	0.5519387
DRAM-V	Mixed metagenomes	290	0.5524387
DRAM-V	Mixed metagenomes	290	0.55293864
DRAM-V	Mixed metagenomes	290	0.55343854
DRAM-V	Mixed metagenomes	290	0.5539385
DRAM-V	Mixed metagenomes	290	0.5544385
DRAM-V	Mixed metagenomes	290	0.5549384
DRAM-V	Mixed metagenomes	290	0.55543834
DRAM-V	Mixed metagenomes	290	0.5559383
DRAM-V	Mixed metagenomes	290	0.5564382
DRAM-V	Mixed metagenomes	290	0.5569382
DRAM-V	Mixed metagenomes	290	0.55743814
