id	db	name	hard_NO_EXCEPTION	soft_NO_EXCEPTION	hard_allow_glycosyl	soft_allow_glycosyl	hard_allow_nucleotide	soft_allow_nucleotide	hard_allow_methyl	soft_allow_methyl	hard_allow_lipid	soft_allow_lipid
PF12691.14	Pfam	Bacteriophage tail terminator protein	True	False	False	False	False	False	False	False	False	False
PF12692.14	Pfam	S-adenosyl-L-methionine methyltransferase	True	False	False	False	False	False	False	False	False	False
PF12699.14	Pfam	phiKZ-like phage internal head proteins	True	False	False	False	False	False	False	False	False	False
PF12705.14	Pfam	PD-(D/E)XK nuclease superfamily	True	False	False	False	False	False	False	False	False	False
PF12743.13	Pfam	Oestrogen-type nuclear receptor final C-terminal	True	False	False	False	False	False	False	False	False	False
PF12760.13	Pfam	Transposase zinc-ribbon domain	True	False	False	False	False	False	False	False	False	False
PF12762.14	Pfam	ISXO2-like transposase domain	True	False	False	False	False	False	False	False	False	False
PF12772.13	Pfam	Growth hormone receptor binding	True	False	False	False	False	False	False	False	False	False
PF12784.14	Pfam	PD-(D/E)XK nuclease family transposase	True	False	False	False	False	False	False	False	False	False
PF12789.13	Pfam	Phage tail repeat like	True	False	False	False	False	False	False	False	False	False
PF12834.14	Pfam	Phage integrase, N-terminal	True	False	False	False	False	False	False	False	False	False
PF12835.13	Pfam	Integrase	True	False	False	False	False	False	False	False	False	False
PF12847.14	Pfam	Methyltransferase domain	True	False	False	False	False	False	False	False	False	False
PF12928.13	Pfam	tRNA-splicing endonuclease subunit sen54 N-term	True	False	False	False	False	False	False	False	False	False
PF12940.13	Pfam	Recombination-activation protein 1 (RAG1) nonamer-binding domain	True	False	False	False	False	False	False	False	False	False
PF13005.13	Pfam	zinc-finger binding domain of transposase IS66	True	False	False	False	False	False	False	False	False	False
PF13006.13	Pfam	Insertion element 4 transposase N-terminal	True	False	False	False	False	False	False	False	False	False
PF13007.13	Pfam	Transposase C of IS166 homeodomain	True	False	False	False	False	False	False	False	False	False
PF13009.12	Pfam	Putative integrase	True	False	False	False	False	False	False	False	False	False
PF13010.11	Pfam	Primase helical domain	True	False	False	False	False	False	False	False	False	False
PF13022.13	Pfam	Helix-turn-helix of insertion element transposase	True	False	False	False	False	False	False	False	False	False
PF13102.13	Pfam	Phage integrase SAM-like domain	True	False	False	False	False	False	False	False	False	False
PF13150.12	Pfam	Conjugative transposon protein TraL	True	False	False	False	False	False	False	False	False	False
PF13156.13	Pfam	Restriction endonuclease	True	False	False	False	False	False	False	False	False	False
PF13177.13	Pfam	DNA polymerase III, delta subunit	True	False	False	False	False	False	False	False	False	False
PF13252.13	Pfam	Phage capsid protein	True	False	False	False	False	False	False	False	False	False
PF13297.12	Pfam	Replication stress response SDE2 C-terminal	True	False	False	False	False	False	False	False	False	False
PF13298.13	Pfam	DNA Ligase D 3'-phosphoesterase domain	True	False	False	False	False	False	False	False	False	False
PF13307.13	Pfam	Helicase C-terminal domain	True	False	False	False	False	False	False	False	False	False
PF13333.13	Pfam	Integrase core domain	True	False	False	False	False	False	False	False	False	False
PF13340.12	Pfam	Putative transposase of IS4/5 family (DUF4096)	True	False	False	False	False	False	False	False	False	False
PF13342.13	Pfam	C-terminal repeat of topoisomerase	True	False	False	False	False	False	False	False	False	False
PF13358.13	Pfam	DDE superfamily endonuclease	True	False	False	False	False	False	False	False	False	False
PF13359.13	Pfam	DDE superfamily endonuclease	True	False	False	False	False	False	False	False	False	False
PF13361.13	Pfam	UvrD-like helicase C-terminal domain	True	False	False	False	False	False	False	False	False	False
PF13366.13	Pfam	PD-(D/E)XK nuclease superfamily	True	False	False	False	False	False	False	False	False	False
PF13368.12	Pfam	Topoisomerase C-terminal repeat	True	False	False	False	False	False	False	False	False	False
PF13383.13	Pfam	Methyltransferase domain	True	False	False	False	False	False	False	False	False	False
PF13391.13	Pfam	HNH endonuclease	True	False	False	False	False	False	False	False	False	False
PF13392.13	Pfam	HNH endonuclease	True	False	False	False	False	False	False	False	False	False
PF13395.13	Pfam	HNH endonuclease	True	False	False	False	False	False	False	False	False	False
PF13396.12	Pfam	Phospholipase_D-nuclease N-terminal	True	False	False	False	False	False	False	False	False	False
PF13397.13	Pfam	RNA polymerase-binding protein	True	False	False	False	False	False	False	False	False	False
PF13408.13	Pfam	Recombinase zinc beta ribbon domain	True	False	False	False	False	False	False	False	False	False
PF13489.13	Pfam	Methyltransferase domain	True	False	False	False	False	False	False	False	False	False
PF13495.13	Pfam	Phage integrase, N-terminal SAM-like domain	True	False	False	False	False	False	False	False	False	False
PF13538.13	Pfam	UvrD-like helicase C-terminal domain	True	False	False	False	False	False	False	False	False	False
PF13542.13	Pfam	Helix-turn-helix domain of transposase family ISL3	True	False	False	False	False	False	False	False	False	False
PF13546.13	Pfam	DDE superfamily endonuclease	True	False	False	False	False	False	False	False	False	False
PF13550.13	Pfam	Putative phage tail protein	True	False	False	False	False	False	False	False	False	False
PF13554.13	Pfam	Phage tail terminator protein	True	False	False	False	False	False	False	False	False	False
PF13563.13	Pfam	2'-5' RNA ligase superfamily	True	False	False	False	False	False	False	False	False	False
PF13578.13	Pfam	Methyltransferase domain	True	False	False	False	False	False	False	False	False	False
PF13586.13	Pfam	Transposase DDE domain	True	False	False	False	False	False	False	False	False	False
PF13589.13	Pfam	Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase	True	False	False	False	False	False	False	False	False	False
PF13612.13	Pfam	Transposase DDE domain	True	False	False	False	False	False	False	False	False	False
PF13613.13	Pfam	Helix-turn-helix of DDE superfamily endonuclease	True	False	False	False	False	False	False	False	False	False
PF13625.12	Pfam	Helicase conserved C-terminal domain	True	False	False	False	False	False	False	False	False	False
PF13636.13	Pfam	RNA-binding PUA-like domain of methyltransferase RsmF	True	False	False	False	False	False	False	False	False	False
PF13649.13	Pfam	Methyltransferase domain	True	False	False	False	False	False	False	False	False	False
PF13651.12	Pfam	Adenine-specific methyltransferase EcoRI	True	False	False	False	False	False	False	False	False	False
PF13656.12	Pfam	RNA polymerase Rpb3/Rpb11 dimerisation domain	True	False	False	False	False	False	False	False	False	False
PF13679.13	Pfam	Methyltransferase domain	True	False	False	False	False	False	False	False	False	False
PF13682.12	Pfam	Chemoreceptor zinc-binding domain	True	False	False	False	False	False	False	False	False	False
PF13683.13	Pfam	Integrase core domain	True	False	False	False	False	False	False	False	False	False
PF13691.13	Pfam	tRNase Z endonuclease	True	False	False	False	False	False	False	False	False	False
PF13701.13	Pfam	Transposase DDE domain group 1	True	False	False	False	False	False	False	False	False	False
PF13737.13	Pfam	Transposase DDE domain	True	False	False	False	False	False	False	False	False	False
PF13749.13	Pfam	Putative ATP-dependent DNA helicase recG C-terminal	True	False	False	False	False	False	False	False	False	False
PF13751.13	Pfam	Transposase DDE domain	True	False	False	False	False	False	False	False	False	False
PF13814.13	Pfam	Replication-relaxation	True	False	False	False	False	False	False	False	False	False
PF13820.12	Pfam	Nuclear receptor coactivator 6, TRADD-N domain	True	False	False	False	False	False	False	False	False	False
PF13843.13	Pfam	Transposase IS4	True	False	False	False	False	False	False	False	False	False
PF13847.13	Pfam	Methyltransferase domain	True	False	False	False	False	False	False	False	False	False
PF13853.13	Pfam	Olfactory receptor	True	False	False	False	False	False	False	False	False	False
PF13895.13	Pfam	Immunoglobulin domain	True	False	False	False	False	False	False	False	False	False
PF13907.12	Pfam	Chromodomain-helicase-DNA-binding protein 1-like, C-terminal	True	False	False	False	False	False	False	False	False	False
PF13927.13	Pfam	Immunoglobulin domain	True	False	False	False	False	False	False	False	False	False
PF13930.13	Pfam	DNA/RNA non-specific endonuclease	True	False	False	False	False	False	False	False	False	False
PF13947.12	Pfam	Wall-associated receptor kinase galacturonan-binding	True	False	False	False	False	False	False	False	False	False
PF13959.12	Pfam	ATP-dependent rRNA helicase SPB4-like, C-terminal extension	True	False	False	False	False	False	False	False	False	False
PF13963.12	Pfam	Transposase-associated domain	True	False	False	False	False	False	False	False	False	False
PF13976.12	Pfam	GAG-pre-integrase domain	True	False	False	False	False	False	False	False	False	False
PF14040.12	Pfam	Deoxyribonuclease NucA/NucB	True	False	False	False	False	False	False	False	False	False
PF14046.12	Pfam	Nuclear receptor repeat	True	False	False	False	False	False	False	False	False	False
PF14130.13	Pfam	Cap4, dsDNA endonuclease domain	True	False	False	False	False	False	False	False	False	False
PF14198.12	Pfam	Transposon-encoded protein TnpV	True	False	False	False	False	False	False	False	False	False
PF14202.12	Pfam	Transposon-encoded protein TnpW	True	False	False	False	False	False	False	False	False	False
PF14203.12	Pfam	Putative transposon-transfer assisting protein	True	False	False	False	False	False	False	False	False	False
PF14214.12	Pfam	Helitron helicase-like domain at N-terminus	True	False	False	False	False	False	False	False	False	False
PF14260.12	Pfam	C4-type zinc-finger of DNA polymerase delta	True	False	False	False	False	False	False	False	False	False
PF14265.12	Pfam	Capsid assembly scaffolding protein Gp46	True	False	False	False	False	False	False	False	False	False
PF14279.13	Pfam	HNH endonuclease	True	False	False	False	False	False	False	False	False	False
PF14281.13	Pfam	PD-(D/E)XK nuclease superfamily	True	False	False	False	False	False	False	False	False	False
PF14314.13	Pfam	Virus-capping methyltransferase, MT domain	True	False	False	False	False	False	False	False	False	False
PF14319.12	Pfam	Transposase zinc-binding domain	True	False	False	False	False	False	False	False	False	False
PF14370.12	Pfam	C-terminal topoisomerase domain	True	False	False	False	False	False	False	False	False	False
PF14372.12	Pfam	hAT-like transposase, RNase-H fold	True	False	False	False	False	False	False	False	False	False
PF14380.12	Pfam	Wall-associated receptor kinase C-terminal	True	False	False	False	False	False	False	False	False	False
PF14382.13	Pfam	Exosome complex exonuclease RRP4 N-terminal region	True	False	False	False	False	False	False	False	False	False
PF14410.13	Pfam	HNH/ENDO VII superfamily nuclease with conserved GHE residues	True	False	False	False	False	False	False	False	False	False
PF14411.13	Pfam	A nuclease of the HNH/ENDO VII superfamily with conserved LHH	True	False	False	False	False	False	False	False	False	False
PF14412.13	Pfam	A nuclease family of the HNH/ENDO VII superfamily with conserved AHH	True	False	False	False	False	False	False	False	False	False
PF14414.13	Pfam	A nuclease of the HNH/ENDO VII superfamily with conserved WHH	True	False	False	False	False	False	False	False	False	False
PF14419.12	Pfam	AF2226-like SPOUT RNA Methylase fused to THUMP	True	False	False	False	False	False	False	False	False	False
PF14436.12	Pfam	Bacterial EndoU nuclease	True	False	False	False	False	False	False	False	False	False
PF14448.12	Pfam	Nuclease N terminal	True	False	False	False	False	False	False	False	False	False
PF14480.12	Pfam	DNA polymerase III polC-type N-terminus I	True	False	False	False	False	False	False	False	False	False
PF14490.12	Pfam	ATP-dependent RecD2 DNA helicase HHH domain	True	False	False	False	False	False	False	False	False	False
PF14511.13	Pfam	Type II restriction endonuclease EcoO109I	True	False	False	False	False	False	False	False	False	False
PF14529.13	Pfam	Endonuclease-reverse transcriptase	True	False	False	False	False	False	False	False	False	False
PF14562.13	Pfam	Restriction endonuclease BglI	True	False	False	False	False	False	False	False	False	False
PF14575.12	Pfam	Ephrin type-A receptor 2 transmembrane domain	True	False	False	False	False	False	False	False	False	False
PF14588.12	Pfam	YjgF/chorismate_mutase-like, putative endoribonuclease	True	False	False	False	False	False	False	False	False	False
PF14622.12	Pfam	Ribonuclease-III-like	True	False	False	False	False	False	False	False	False	False
PF14626.12	Pfam	Zc3h12a-like Ribonuclease NYN domain	True	False	False	False	False	False	False	False	False	False
PF14631.12	Pfam	Fanconi anaemia protein FancD2 nuclease	True	False	False	False	False	False	False	False	False	False
PF14639.12	Pfam	Holliday-junction resolvase-like of SPT6	True	False	False	False	False	False	False	False	False	False
PF14659.13	Pfam	Phage integrase, N-terminal SAM-like domain	True	False	False	False	False	False	False	False	False	False
PF14690.12	Pfam	zinc-finger of transposase IS204/IS1001/IS1096/IS1165	True	False	False	False	False	False	False	False	False	False
PF14700.12	Pfam	DNA-directed RNA polymerase N-terminal	True	False	False	False	False	False	False	False	False	False
PF14706.12	Pfam	Transposase DNA-binding	True	False	False	False	False	False	False	False	False	False
PF14743.13	Pfam	DNA ligase OB-like domain	True	False	False	False	False	False	False	False	False	False
PF14752.12	Pfam	Retinol binding protein receptor	True	False	False	False	False	False	False	False	False	False
PF14766.12	Pfam	Replication protein A interacting N-terminal	True	False	False	False	False	False	False	False	False	False
PF14767.12	Pfam	Replication protein A interacting middle	True	False	False	False	False	False	False	False	False	False
PF14768.12	Pfam	Replication protein A interacting C-terminal	True	False	False	False	False	False	False	False	False	False
PF14773.12	Pfam	Helicase-associated putative binding domain, C-terminal	True	False	False	False	False	False	False	False	False	False
PF14791.12	Pfam	DNA polymerase beta thumb	True	False	False	False	False	False	False	False	False	False
PF14792.13	Pfam	DNA polymerase beta palm	True	False	False	False	False	False	False	False	False	False
PF14843.12	Pfam	Growth factor receptor domain IV	True	False	False	False	False	False	False	False	False	False
PF14882.12	Pfam	Integrase repeat unit	True	False	False	False	False	False	False	False	False	False
PF14910.12	Pfam	S-phase genomic integrity recombination mediator, N-terminal	True	False	False	False	False	False	False	False	False	False
PF14911.12	Pfam	S-phase genomic integrity recombination mediator, C-terminal	True	False	False	False	False	False	False	False	False	False
PF14928.12	Pfam	Short tail fibre protein receptor-binding domain	True	False	False	False	False	False	False	False	False	False
PF14929.13	Pfam	TAF RNA Polymerase I subunit A	True	False	False	False	False	False	False	False	False	False
PF14939.12	Pfam	DDB1-and CUL4-substrate receptor 15, WD repeat	True	False	False	False	False	False	False	False	False	False
PF15028.13	Pfam	Pre-T-cell antigen receptor	True	False	False	False	False	False	False	False	False	False
PF15037.12	Pfam	Interleukin-17 receptor extracellular region	True	False	False	False	False	False	False	False	False	False
PF15043.12	Pfam	CB1 cannabinoid receptor-interacting protein 1	True	False	False	False	False	False	False	False	False	False
PF15072.13	Pfam	Homologous recombination OB-fold protein	True	False	False	False	False	False	False	False	False	False
PF15097.12	Pfam	Immunoglobulin J chain	True	False	False	False	False	False	False	False	False	False
PF15165.13	Pfam	Meiotic recombination protein REC114-like	True	False	False	False	False	False	False	False	False	False
PF15183.12	Pfam	Melanocortin-2 receptor accessory protein family	True	False	False	False	False	False	False	False	False	False
PF15184.11	Pfam	Mitochondrial import receptor subunit TOM6 homolog	True	False	False	False	False	False	False	False	False	False
PF15320.12	Pfam	mRNA cap methylation, RNMT-activating mini protein	True	False	False	False	False	False	False	False	False	False
PF15365.12	Pfam	Proline-rich nuclear receptor coactivator motif	True	False	False	False	False	False	False	False	False	False
PF15494.12	Pfam	Scavenger receptor cysteine-rich domain	True	False	False	False	False	False	False	False	False	False
PF15514.13	Pfam	Restriction endonuclease ThaI	True	False	False	False	False	False	False	False	False	False
PF15515.13	Pfam	MvaI/BcnI restriction endonuclease family	True	False	False	False	False	False	False	False	False	False
PF15547.12	Pfam	Steroid receptor-associated and regulated protein	True	False	False	False	False	False	False	False	False	False
PF15635.12	Pfam	GHH signature containing HNH/Endo VII superfamily nuclease toxin  2	True	False	False	False	False	False	False	False	False	False
PF15636.12	Pfam	GHH signature containing HNH/Endo VII superfamily nuclease toxin	True	False	False	False	False	False	False	False	False	False
PF15637.12	Pfam	HNH/Endo VII superfamily nuclease toxin with a HHH motif	True	False	False	False	False	False	False	False	False	False
PF15646.13	Pfam	Restriction endonuclease fold toxin 2	True	False	False	False	False	False	False	False	False	False
PF15647.12	Pfam	Restriction endonuclease fold toxin 3	True	False	False	False	False	False	False	False	False	False
PF15648.13	Pfam	Restriction endonuclease fold toxin 5	True	False	False	False	False	False	False	False	False	False
PF15649.13	Pfam	Restriction endonuclease fold toxin 7	True	False	False	False	False	False	False	False	False	False
PF15650.13	Pfam	Restriction endonuclease fold toxin 9	True	False	False	False	False	False	False	False	False	False
PF15657.12	Pfam	HNH/Endo VII superfamily nuclease toxins	True	False	False	False	False	False	False	False	False	False
PF15687.11	Pfam	Nuclear receptor-interacting protein 1 repression 1	True	False	False	False	False	False	False	False	False	False
PF15688.11	Pfam	Nuclear receptor-interacting protein 1 repression 2	True	False	False	False	False	False	False	False	False	False
PF15689.11	Pfam	Nuclear receptor-interacting protein 1 repression 3	True	False	False	False	False	False	False	False	False	False
PF15690.11	Pfam	Nuclear receptor-interacting protein 1 repression 4	True	False	False	False	False	False	False	False	False	False
PF15710.11	Pfam	Break repair meiotic recombinase recruitment factor 1	True	False	False	False	False	False	False	False	False	False
PF15713.11	Pfam	Protein tyrosine phosphatase receptor type C-associated	True	False	False	False	False	False	False	False	False	False
PF15719.11	Pfam	Ribonuclease MRP subunit P24-like	True	False	False	False	False	False	False	False	False	False
PF15721.11	Pfam	Annexin-2 receptor	True	False	False	False	False	False	False	False	False	False
PF15741.11	Pfam	Ligand-dependent nuclear receptor-interacting factor 1	True	False	False	False	False	False	False	False	False	False
PF15783.11	Pfam	Fibrous sheath-interacting protein 2	True	False	False	False	False	False	False	False	False	False
PF15854.11	Pfam	G-protein coupled receptor ligand 15	True	False	False	False	False	False	False	False	False	False
PF15874.11	Pfam	Putative Interleukin 2 receptor, gamma chain	True	False	False	False	False	False	False	False	False	False
PF15901.11	Pfam	Sortilin, neurotensin receptor 3, C-terminal	True	False	False	False	False	False	False	False	False	False
PF15902.13	Pfam	Sortilin, neurotensin receptor 3,	True	False	False	False	False	False	False	False	False	False
PF15905.11	Pfam	Hyaluronan mediated motility receptor N-terminal	True	False	False	False	False	False	False	False	False	False
PF15908.11	Pfam	Hyaluronan mediated motility receptor C-terminal	True	False	False	False	False	False	False	False	False	False
PF15978.12	Pfam	Tn7-like transposition protein D	True	False	False	False	False	False	False	False	False	False
PF16104.11	Pfam	Formyl peptide receptor-like 1 inhibitory protein	True	False	False	False	False	False	False	False	False	False
PF16203.12	Pfam	ERCC3/RAD25/XPB C-terminal helicase	True	False	False	False	False	False	False	False	False	False
PF16459.12	Pfam	Phage tail assembly chaperone, TAC	True	False	False	False	False	False	False	False	False	False
PF16460.12	Pfam	Phage tail tube, TTP, lambda-like	True	False	False	False	False	False	False	False	False	False
PF16461.12	Pfam	Lambda phage tail tube protein, TTP	True	False	False	False	False	False	False	False	False	False
PF16462.12	Pfam	Phage tail assembly chaperone protein, TAC	True	False	False	False	False	False	False	False	False	False
PF16463.12	Pfam	Phage tail tube protein family	True	False	False	False	False	False	False	False	False	False
PF16473.12	Pfam	3'-5' exoribonuclease Rv2179c-like domain	True	False	False	False	False	False	False	False	False	False
PF16510.13	Pfam	Phage P22-like portal protein	True	False	False	False	False	False	False	False	False	False
PF16530.12	Pfam	Infectious hypodermal and haematopoietic necrosis virus, capsid	True	False	False	False	False	False	False	False	False	False
PF16532.12	Pfam	Sf6-type phage tail needle knob or tip of some Caudovirales	True	False	False	False	False	False	False	False	False	False
PF16556.12	Pfam	Interleukin-17 receptor, fibronectin-III-like domain 1	True	False	False	False	False	False	False	False	False	False
PF16578.12	Pfam	Interleukin 17 receptor D	True	False	False	False	False	False	False	False	False	False
PF16580.12	Pfam	C-terminal tail of astrovirus capsid projection or spike	True	False	False	False	False	False	False	False	False	False
PF16592.11	Pfam	REC lobe of CRISPR-associated endonuclease Cas9	True	False	False	False	False	False	False	False	False	False
PF16593.11	Pfam	Bridge helix of CRISPR-associated endonuclease Cas9	True	False	False	False	False	False	False	False	False	False
PF16595.11	Pfam	PAM-interacting domain of CRISPR-associated endonuclease Cas9	True	False	False	False	False	False	False	False	False	False
PF16665.11	Pfam	Unstructured region on nuclear receptor coactivator protein	True	False	False	False	False	False	False	False	False	False
PF16673.11	Pfam	TNF receptor-associated factor BIRC3 binding domain	True	False	False	False	False	False	False	False	False	False
PF16679.12	Pfam	DNA replication factor Cdt1 C-terminal domain	True	False	False	False	False	False	False	False	False	False
PF16684.11	Pfam	Telomere resolvase ResT/TelK catalytic domain	True	False	False	False	False	False	False	False	False	False
PF16706.12	Pfam	Izumo-like Immunoglobulin domain	True	False	False	False	False	False	False	False	False	False
PF16724.12	Pfam	T4-like virus Myoviridae tail sheath stabiliser	True	False	False	False	False	False	False	False	False	False
PF16730.11	Pfam	DnaG-primase C-terminal, helicase-binding domain	True	False	False	False	False	False	False	False	False	False
PF16732.11	Pfam	Type IV minor pilin ComP, DNA uptake sequence receptor	True	False	False	False	False	False	False	False	False	False
PF16742.11	Pfam	N-terminus of interleukin 17 receptor D	True	False	False	False	False	False	False	False	False	False
PF16759.13	Pfam	DNA ligase 3 BRCT domain	True	False	False	False	False	False	False	False	False	False
PF16774.12	Pfam	Distal tail protein, N-terminal domain	True	False	False	False	False	False	False	False	False	False
PF16778.11	Pfam	Phage tail assembly chaperone protein	True	False	False	False	False	False	False	False	False	False
PF16784.11	Pfam	Putative HNHc nuclease	True	False	False	False	False	False	False	False	False	False
PF16786.12	Pfam	Recombination enhancement, RecA-dependent nuclease	True	False	False	False	False	False	False	False	False	False
PF16792.12	Pfam	Phage tail base-plate attachment protein N-terminal barrel domain	True	False	False	False	False	False	False	False	False	False
PF16793.11	Pfam	RepB DNA-primase N-terminal domain	True	False	False	False	False	False	False	False	False	False
PF16795.11	Pfam	Archaeal phage integrase	True	False	False	False	False	False	False	False	False	False
PF16813.12	Pfam	CRISPR-associated protein Csn2 subfamily St	True	False	False	False	False	False	False	False	False	False
PF16823.10	Pfam	Atypical PilZ domain, cyclic di-GMP receptor	True	False	False	False	False	False	False	False	False	False
PF16838.12	Pfam	Caudoviral major tail protein N-terminus	True	False	False	False	False	False	False	False	False	False
PF16855.11	Pfam	Small outer capsid protein	True	False	False	False	False	False	False	False	False	False
PF16857.11	Pfam	RNA polymerase inhibitor	True	False	False	False	False	False	False	False	False	False
PF16900.12	Pfam	Replication protein A OB domain	True	False	False	False	False	False	False	False	False	False
PF16903.13	Pfam	Major capsid protein N-terminus	True	False	False	False	False	False	False	False	False	False
PF16922.12	Pfam	DNA replication complex GINS protein SLD5 C-terminus	True	False	False	False	False	False	False	False	False	False
PF16992.12	Pfam	DNA-directed RNA polymerase, subunit G	True	False	False	False	False	False	False	False	False	False
PF17021.11	Pfam	Putative double-strand recombination repair-like	True	False	False	False	False	False	False	False	False	False
PF17071.11	Pfam	Outer capsid protein VP7	True	False	False	False	False	False	False	False	False	False
PF17084.11	Pfam	Topoisomerase I damage affected protein 11	True	False	False	False	False	False	False	False	False	False
PF17086.11	Pfam	Small capsid protein of Herpesviridae	True	False	False	False	False	False	False	False	False	False
PF17112.11	Pfam	Mitochondrial import receptor subunit Tom6, fungal	True	False	False	False	False	False	False	False	False	False
PF17125.11	Pfam	N-terminal domain of 16S rRNA methyltransferase RsmF	True	False	False	False	False	False	False	False	False	False
PF17126.12	Pfam	RsmF rRNA methyltransferase first C-terminal domain	True	False	False	False	False	False	False	False	False	False
PF17146.11	Pfam	PIN domain of ribonuclease	True	False	False	False	False	False	False	False	False	False
PF17169.10	Pfam	MIT domain of nuclear receptor-binding factor 2	True	False	False	False	False	False	False	False	False	False
PF17175.11	Pfam	Modulator of levamisole receptor-1	True	False	False	False	False	False	False	False	False	False
PF17236.9	Pfam	SU10 major capsid protein	True	False	False	False	False	False	False	False	False	False
PF17288.9	Pfam	Terminase RNAseH like domain	True	False	False	False	False	False	False	False	False	False
PF17289.9	Pfam	Terminase RNaseH-like domain	True	False	False	False	False	False	False	False	False	False
PF17290.9	Pfam	Arenavirus nucleocapsid C-terminal domain	True	False	False	False	False	False	False	False	False	False
PF17378.8	Pfam	Meiotic recombination protein REC104	True	False	False	False	False	False	False	False	False	False
PF17388.8	Pfam	Mycobacteriophage tail assembly protein	True	False	False	False	False	False	False	False	False	False
PF17411.7	Pfam	Type II site-specific deoxyribonuclease	True	False	False	False	False	False	False	False	False	False
PF17469.9	Pfam	Gp68-like predicted RNA polymerase component	True	False	False	False	False	False	False	False	False	False
PF17481.8	Pfam	Phage tail sheath protein beta-sandwich domain	True	False	False	False	False	False	False	False	False	False
PF17482.8	Pfam	Phage tail sheath C-terminal domain	True	False	False	False	False	False	False	False	False	False
PF17585.8	Pfam	Accessory recombination function protein	True	False	False	False	False	False	False	False	False	False
PF17594.8	Pfam	Phage Tail fiber assembly helper gene product 57	True	False	False	False	False	False	False	False	False	False
PF17657.7	Pfam	Bacterial DNA polymerase III alpha subunit finger domain	True	False	False	False	False	False	False	False	False	False
PF17691.7	Pfam	Contingent replication of cDNA 4	True	False	False	False	False	False	False	False	False	False
PF17720.8	Pfam	RNA ligase 1	True	False	False	False	False	False	False	False	False	False
PF17728.8	Pfam	BsuBI/PstI restriction endonuclease HTH domain	True	False	False	False	False	False	False	False	False	False
PF17750.7	Pfam	Reovirus sigma C capsid protein triple beta spiral	True	False	False	False	False	False	False	False	False	False
PF17770.7	Pfam	Ribonuclease J C-terminal domain	True	False	False	False	False	False	False	False	False	False
PF17843.7	Pfam	MycE methyltransferase N-terminal	True	False	False	False	False	False	False	False	False	False
PF17870.7	Pfam	Insulin receptor trans-membrane segment	True	False	False	False	False	False	False	False	False	False
PF17877.8	Pfam	DIS3-like exonuclease 2 C terminal	True	False	False	False	False	False	False	False	False	False
PF17879.8	Pfam	DNA ligase C-terminal domain	True	False	False	False	False	False	False	False	False	False
PF17893.7	Pfam	CRISPR-associated endonuclease Cas9 beta-hairpin domain	True	False	False	False	False	False	False	False	False	False
PF17894.7	Pfam	Topo homolgy domain in CRISPR-associated endonuclease Cas9	True	False	False	False	False	False	False	False	False	False
PF17906.8	Pfam	HTH domain in Mos1 transposase	True	False	False	False	False	False	False	False	False	False
PF17915.8	Pfam	Reverse gyrase zinc finger	True	False	False	False	False	False	False	False	False	False
PF17921.8	Pfam	Integrase zinc binding domain	True	False	False	False	False	False	False	False	False	False
PF17949.8	Pfam	FANCM pseudonuclease domain	True	False	False	False	False	False	False	False	False	False
PF17950.8	Pfam	S-adenosylmethionine decarboxylase N -terminal	True	False	False	False	False	False	False	False	False	False
PF17953.7	Pfam	CRISPR Csm4 C-terminal domain	True	False	False	False	False	False	False	False	False	False
PF17968.7	Pfam	Toll-like receptor 3 trans-membrane domain	True	False	False	False	False	False	False	False	False	False
PF17971.8	Pfam	Leukemia inhibitory factor receptor D2 domain	True	False	False	False	False	False	False	False	False	False
PF17987.8	Pfam	Phosphoethanolamine N-methyltransferase 2 N-terminal	True	False	False	False	False	False	False	False	False	False
PF18000.8	Pfam	Type 2 DNA topoisomerase 6 subunit B C-terminal domain	True	False	False	False	False	False	False	False	False	False
PF18001.8	Pfam	Interleukin-13 receptor subunit alpha Ig-like domain	True	False	False	False	False	False	False	False	False	False
PF18008.7	Pfam	Replication initiator protein A C-terminal domain	True	False	False	False	False	False	False	False	False	False
PF18013.7	Pfam	Phage tail lysozyme	True	False	False	False	False	False	False	False	False	False
PF18018.8	Pfam	DNA polymerase delta subunit OB-fold domain	True	False	False	False	False	False	False	False	False	False
PF18026.7	Pfam	Endo/exonuclease (EXOG) C-terminal domain	True	False	False	False	False	False	False	False	False	False
PF18043.7	Pfam	T4 RNA ligase 2 C-terminal	True	False	False	False	False	False	False	False	False	False
PF18048.8	Pfam	TNF receptor-associated factor 6 zinc finger 2	True	False	False	False	False	False	False	False	False	False
PF18049.7	Pfam	DNA polymerase nu pseudo-exo	True	False	False	False	False	False	False	False	False	False
PF18053.7	Pfam	DNA gyrase B subunit insert domain	True	False	False	False	False	False	False	False	False	False
PF18061.7	Pfam	CRISPR-Cas9 WED domain	True	False	False	False	False	False	False	False	False	False
PF18062.8	Pfam	Restriction endonuclease AspBHI N-terminal	True	False	False	False	False	False	False	False	False	False
PF18070.7	Pfam	CRISPR-Cas9 PI domain	True	False	False	False	False	False	False	False	False	False
PF18081.8	Pfam	Fanconi anemia-associated nuclease SAP domain	True	False	False	False	False	False	False	False	False	False
PF18093.8	Pfam	tRNA methyltransferase 5 N-terminal domain	True	False	False	False	False	False	False	False	False	False
PF18094.8	Pfam	DNA polymerase beta N-terminal domain	True	False	False	False	False	False	False	False	False	False
