id	db	name	category_L1	category_L2	category_L3
K04562	KEGG	flhG, fleN; flagellar biosynthesis protein FlhG	Motility & cell-surface dynamics	Flagellar assembly / function	
K04638	KEGG	IFT57, HIPPI, ESRRBL1; intraflagellar transport protein 57	Motility & cell-surface dynamics	Flagellar assembly / function	
K04762	KEGG	hslR; ribosome-associated heat shock protein Hsp15	Stress response & homeostasis	Heat-shock response	
K05468	KEGG	LTA, TNFB; lymphotoxin alpha (TNF superfamily, member 1)	Toxin-antitoxin systems	Toxin	
K06011	KEGG	boNT; botulinum neurotoxin [EC:3.4.24.69]	Toxin-antitoxin systems	Toxin	
K06099	KEGG	CSDA, ZONAB; cold shock domain protein A	Stress response & homeostasis	Cold-shock response	
K06144	KEGG	uspB; universal stress protein B	Stress response & homeostasis	General stress response	
K06149	KEGG	uspA; universal stress protein A	Stress response & homeostasis	General stress response	
K06267	KEGG	HMMR, RHAMM, CD168; hyaluronan-mediated motility receptor	Motility & cell-surface dynamics	Motility (other)	
K06348	KEGG	kapD; sporulation inhibitor KapD	Sporulation & developmental	Sporulation	
K06371	KEGG	sda; developmental checkpoint coupling sporulation initiation to replication initiation	Sporulation & developmental	Sporulation	
K06375	KEGG	spo0B; stage 0 sporulation protein B (sporulation initiation phosphotransferase) [EC:2.7.-.-]	Sporulation & developmental	Sporulation	
K06377	KEGG	spo0M; sporulation-control protein	Sporulation & developmental	Sporulation	
K06380	KEGG	spoIIB; stage II sporulation protein B	Sporulation & developmental	Sporulation	
K06381	KEGG	spoIID; stage II sporulation protein D (peptidoglycan lytic transglycosylase) [EC:4.2.2.29]	Sporulation & developmental	Sporulation	
K06382	KEGG	spoIIE; stage II sporulation protein E [EC:3.1.3.16]	Sporulation & developmental	Sporulation	
K06384	KEGG	spoIIM; stage II sporulation protein M	Sporulation & developmental	Sporulation	
K06385	KEGG	spoIIP; stage II sporulation protein P	Sporulation & developmental	Sporulation	
K06386	KEGG	spoIIQ; stage II sporulation protein Q	Sporulation & developmental	Sporulation	
K06387	KEGG	spoIIR; stage II sporulation protein R	Sporulation & developmental	Sporulation	
K06388	KEGG	spoIISA; stage II sporulation protein SA	Sporulation & developmental	Sporulation	
K06389	KEGG	spoIISB; stage II sporulation protein SB	Sporulation & developmental	Sporulation	
K06390	KEGG	spoIIIAA; stage III sporulation protein AA	Sporulation & developmental	Sporulation	
K06391	KEGG	spoIIIAB; stage III sporulation protein AB	Sporulation & developmental	Sporulation	
K06392	KEGG	spoIIIAC; stage III sporulation protein AC	Sporulation & developmental	Sporulation	
K06393	KEGG	spoIIIAD; stage III sporulation protein AD	Sporulation & developmental	Sporulation	
K06394	KEGG	spoIIIAE; stage III sporulation protein AE	Sporulation & developmental	Sporulation	
K06395	KEGG	spoIIIAF; stage III sporulation protein AF	Sporulation & developmental	Sporulation	
K06396	KEGG	spoIIIAG; stage III sporulation protein AG	Sporulation & developmental	Sporulation	
K06397	KEGG	spoIIIAH; stage III sporulation protein AH	Sporulation & developmental	Sporulation	
K06398	KEGG	spoIVA; stage IV sporulation protein A	Sporulation & developmental	Sporulation	
K06399	KEGG	spoIVB; stage IV sporulation protein B [EC:3.4.21.116]	Sporulation & developmental	Sporulation	
K06401	KEGG	spoIVFA; stage IV sporulation protein FA	Sporulation & developmental	Sporulation	
K06402	KEGG	spoIVFB; stage IV sporulation protein FB [EC:3.4.24.-]	Sporulation & developmental	Sporulation	
K06403	KEGG	spoVAA; stage V sporulation protein AA	Sporulation & developmental	Sporulation	
K06404	KEGG	spoVAB; stage V sporulation protein AB	Sporulation & developmental	Sporulation	
K06405	KEGG	spoVAC; stage V sporulation protein AC	Sporulation & developmental	Sporulation	
K06406	KEGG	spoVAD; stage V sporulation protein AD	Sporulation & developmental	Sporulation	
K06407	KEGG	spoVAE; stage V sporulation protein AE	Sporulation & developmental	Sporulation	
K06408	KEGG	spoVAF; stage V sporulation protein AF	Sporulation & developmental	Sporulation	
K06409	KEGG	spoVB; stage V sporulation protein B	Sporulation & developmental	Sporulation	
K06412	KEGG	spoVG; stage V sporulation protein G	Sporulation & developmental	Sporulation	
K06413	KEGG	spoVK; stage V sporulation protein K	Sporulation & developmental	Sporulation	
K06414	KEGG	spoVM; stage V sporulation protein M	Sporulation & developmental	Sporulation	
K06415	KEGG	spoVR; stage V sporulation protein R	Sporulation & developmental	Sporulation	
K06416	KEGG	spoVS; stage V sporulation protein S	Sporulation & developmental	Sporulation	
K06417	KEGG	spoVID; stage VI sporulation protein D	Sporulation & developmental	Sporulation	
K06438	KEGG	yqfD; similar to stage IV sporulation protein	Sporulation & developmental	Sporulation	
K06603	KEGG	flaG; flagellar protein FlaG	Motility & cell-surface dynamics	Flagellar assembly / function	
K06604	KEGG	flaI; flagellar protein FlaI	Motility & cell-surface dynamics	Flagellar assembly / function	
K07012	KEGG	cas3; CRISPR-associated endonuclease/helicase Cas3 [EC:3.1.-.- 5.6.2.4]	Defense & anti-defense systems	CRISPR-Cas system	
K07016	KEGG	csm1, cas10; CRISPR-associated protein Csm1	Defense & anti-defense systems	CRISPR-Cas system	
K07061	KEGG	cmr1; CRISPR-associated protein Cmr1	Defense & anti-defense systems	CRISPR-Cas system	
K07062	KEGG	fitB; toxin FitB [EC:3.1.-.-]	Toxin-antitoxin systems	Toxin	
K07172	KEGG	mazE, chpAI; antitoxin MazE	Toxin-antitoxin systems	Antitoxin	
K07172	KEGG	mazE, chpAI; antitoxin MazE	Toxin-antitoxin systems	Toxin-antitoxin module	
K07326	KEGG	fhaC; hemolysin activation/secretion protein	Secretion & extracellular processes	Secretion system	
K07326	KEGG	fhaC; hemolysin activation/secretion protein	Toxin-antitoxin systems	Toxin	
K07327	KEGG	flaD; archaeal flagellar protein FlaD	Motility & cell-surface dynamics	Flagellar assembly / function	
K07328	KEGG	flaE; archaeal flagellar protein FlaE	Motility & cell-surface dynamics	Flagellar assembly / function	
K07329	KEGG	flaF; archaeal flagellar protein FlaF	Motility & cell-surface dynamics	Flagellar assembly / function	
K07330	KEGG	flaG; archaeal flagellar protein FlaG	Motility & cell-surface dynamics	Flagellar assembly / function	
K07331	KEGG	flaH; archaeal flagellar protein FlaH	Motility & cell-surface dynamics	Flagellar assembly / function	
K07332	KEGG	flaI; archaeal flagellar protein FlaI	Motility & cell-surface dynamics	Flagellar assembly / function	
K07333	KEGG	flaJ; archaeal flagellar protein FlaJ	Motility & cell-surface dynamics	Flagellar assembly / function	
K07334	KEGG	higB-1; toxin HigB-1	Toxin-antitoxin systems	Toxin	
K07344	KEGG	trbL; type IV secretion system protein TrbL	Secretion & extracellular processes	Secretion system	
K07464	KEGG	cas4; CRISPR-associated exonuclease Cas4 [EC:3.1.12.1]	Defense & anti-defense systems	CRISPR-Cas system	
K07475	KEGG	cas3; CRISPR-associated endonuclease Cas3-HD [EC:3.1.-.-]	Defense & anti-defense systems	CRISPR-Cas system	
K07570	KEGG	GSP13; general stress protein 13	Stress response & homeostasis	General stress response	
K07725	KEGG	csa3; CRISPR-associated protein Csa3	Defense & anti-defense systems	CRISPR-Cas system	
K07746	KEGG	parD1_3_4; antitoxin ParD1/3/4	Toxin-antitoxin systems	Antitoxin	
K07746	KEGG	parD1_3_4; antitoxin ParD1/3/4	Toxin-antitoxin systems	Toxin-antitoxin module	
K07804	KEGG	pagC; putatice virulence related protein PagC	Virulence & host interaction	Virulence factor	
K07822	KEGG	flaC; archaeal flagellar protein FlaC	Motility & cell-surface dynamics	Flagellar assembly / function	
K07860	KEGG	RAC2; Ras-related C3 botulinum toxin substrate 2	Toxin-antitoxin systems	Toxin	
K07861	KEGG	RAC3; Ras-related C3 botulinum toxin substrate 3	Toxin-antitoxin systems	Toxin	
K07934	KEGG	IFT27, RAYL, RABL4; intraflagellar transport protein 27	Motility & cell-surface dynamics	Flagellar assembly / function	
K07935	KEGG	IFT22, RABL5; intraflagellar transport protein 22	Motility & cell-surface dynamics	Flagellar assembly / function	
K08293	KEGG	SMK1; sporulation-specific mitogen-activated protein kinase SMK1 [EC:2.7.11.24]	Sporulation & developmental	Sporulation	
K08384	KEGG	spoVD; stage V sporulation protein D (sporulation-specific penicillin-binding protein)	Sporulation & developmental	Sporulation	
K08645	KEGG	lef; anthrax lethal toxin endopeptidase [EC:3.4.24.83]	Toxin-antitoxin systems	Toxin	
K08879	KEGG	HSPB8; heat shock protein beta-8	Stress response & homeostasis	Heat-shock response	
K09000	KEGG	cmr4; CRISPR-associated protein Cmr4	Defense & anti-defense systems	CRISPR-Cas system	
K09002	KEGG	csm3; CRISPR-associated protein Csm3	Defense & anti-defense systems	CRISPR-Cas system	
K09127	KEGG	cmr3; CRISPR-associated protein Cmr3	Defense & anti-defense systems	CRISPR-Cas system	
K09144	KEGG	abiEii; nucleotidyl transferase AbiEii/AbiGii toxin family protein	Toxin-antitoxin systems	Toxin	
K09159	KEGG	cptB; antitoxin CptB	Toxin-antitoxin systems	Antitoxin	
K09159	KEGG	cptB; antitoxin CptB	Toxin-antitoxin systems	Toxin-antitoxin module	
K09485	KEGG	HSP110; heat shock protein 110kDa	Stress response & homeostasis	Heat-shock response	
K09487	KEGG	HSP90B, TRA1; heat shock protein 90kDa beta	Stress response & homeostasis	Heat-shock response	
K09489	KEGG	HSPA4; heat shock 70kDa protein 4	Stress response & homeostasis	Heat-shock response	
K09491	KEGG	HSPA13, STCH; heat shock 70kDa protein 13	Stress response & homeostasis	Heat-shock response	
K09543	KEGG	HSPB2; heat shock protein beta-2	Stress response & homeostasis	Heat-shock response	
K09544	KEGG	HSPB3; heat shock protein beta-3	Stress response & homeostasis	Heat-shock response	
K09545	KEGG	HSPB6; heat shock protein beta-6	Stress response & homeostasis	Heat-shock response	
K09546	KEGG	HSPB7; heat shock protein beta-7	Stress response & homeostasis	Heat-shock response	
K09547	KEGG	HSPB9; heat shock protein beta-9	Stress response & homeostasis	Heat-shock response	
K09553	KEGG	STIP1; stress-induced-phosphoprotein 1	Stress response & homeostasis	General stress response	
K09951	KEGG	cas2; CRISPR-associated protein Cas2	Defense & anti-defense systems	CRISPR-Cas system	
K09952	KEGG	csn1, cas9; CRISPR-associated endonuclease Csn1 [EC:3.1.-.-]	Defense & anti-defense systems	CRISPR-Cas system	
K10859	KEGG	ALKBH2; DNA oxidative demethylase [EC:1.14.11.33]	Stress response & homeostasis	Oxidative-stress response	
K10919	KEGG	tcpH; toxin coregulated pilus biosynthesis protein H	Toxin-antitoxin systems	Toxin	
K10920	KEGG	tcpP; toxin coregulated pilus biosynthesis protein P	Toxin-antitoxin systems	Toxin	
K10928	KEGG	ctxA; cholera enterotoxin subunit A [EC:2.4.2.36]	Toxin-antitoxin systems	Toxin	
K10929	KEGG	ctxB; cholera enterotoxin subunit B	Toxin-antitoxin systems	Toxin	
K10930	KEGG	tcpA; toxin coregulated pilin	Toxin-antitoxin systems	Toxin	
K10931	KEGG	tcpB; toxin coregulated pilus biosynthesis protein B	Toxin-antitoxin systems	Toxin	
K10932	KEGG	tcpC; toxin coregulated pilus biosynthesis outer membrane protein C	Toxin-antitoxin systems	Toxin	
K10933	KEGG	tcpD; toxin coregulated pilus biosynthesis protein D	Toxin-antitoxin systems	Toxin	
K10934	KEGG	tcpE; toxin coregulated pilus biosynthesis protein E	Toxin-antitoxin systems	Toxin	
K10935	KEGG	tcpF; toxin coregulated pilus biosynthesis protein F	Toxin-antitoxin systems	Toxin	
K10952	KEGG	ace; accessory cholera enterotoxin	Toxin-antitoxin systems	Toxin	
K10953	KEGG	rtxA; RTX toxin RtxA	Toxin-antitoxin systems	Toxin	
K10954	KEGG	zot; zona occludens toxin	Toxin-antitoxin systems	Toxin	
K10961	KEGG	tcpI; toxin coregulated pilus biosynthesis protein I	Toxin-antitoxin systems	Toxin	
K10962	KEGG	tcpQ; toxin coregulated pilus biosynthesis protein Q	Toxin-antitoxin systems	Toxin	
K10963	KEGG	tcpR; toxin coregulated pilus biosynthesis protein R	Toxin-antitoxin systems	Toxin	
K10964	KEGG	tcpS; toxin coregulated pilus biosynthesis protein S	Toxin-antitoxin systems	Toxin	
K10965	KEGG	tcpT; toxin coregulated pilus biosynthesis protein T	Toxin-antitoxin systems	Toxin	
K10966	KEGG	tcpJ; toxin coregulated pilus biosynthesis protein J [EC:3.4.23.43 2.1.1.-]	Toxin-antitoxin systems	Toxin	
K11006	KEGG	stxA; shiga toxin subunit A	Toxin-antitoxin systems	Toxin	
K11007	KEGG	stxB; shiga toxin subunit B	Toxin-antitoxin systems	Toxin	
K11009	KEGG	ymt; murine toxin	Toxin-antitoxin systems	Toxin	
K11011	KEGG	set1A; enterotoxin Set1A	Toxin-antitoxin systems	Toxin	
K11012	KEGG	set1B; enterotoxin Set1B	Toxin-antitoxin systems	Toxin	
K11013	KEGG	cdtA; cytolethal distending toxin subunit A	Toxin-antitoxin systems	Toxin	
K11014	KEGG	cdtB; cytolethal distending toxin subunit B	Toxin-antitoxin systems	Toxin	
K11015	KEGG	cdtC; cytolethal distending toxin subunit C	Toxin-antitoxin systems	Toxin	
K11017	KEGG	shlB, hhdB, hpmB; hemolysin activation/secretion protein	Secretion & extracellular processes	Secretion system	
K11017	KEGG	shlB, hhdB, hpmB; hemolysin activation/secretion protein	Toxin-antitoxin systems	Toxin	
K11020	KEGG	toxA; exotoxin A [EC:2.4.2.-]	Toxin-antitoxin systems	Toxin	
K11021	KEGG	tccC; insecticidal toxin complex protein TccC	Toxin-antitoxin systems	Toxin	
K11022	KEGG	rtxA1, rtxA; structural toxin protein (hemagglutinin/hemolysin) RtxA	Toxin-antitoxin systems	Toxin	
K11023	KEGG	ptxA, artA, pltA; pertussis toxin subunit 1 [EC:2.4.2.-]	Toxin-antitoxin systems	Toxin	
K11024	KEGG	ptxB; pertussis toxin subunit 2	Toxin-antitoxin systems	Toxin	
K11025	KEGG	ptxC; pertussis toxin subunit 3	Toxin-antitoxin systems	Toxin	
K11026	KEGG	ptxD; pertussis toxin subunit 4	Toxin-antitoxin systems	Toxin	
K11027	KEGG	ptxE; pertussis toxin subunit 5	Toxin-antitoxin systems	Toxin	
K11028	KEGG	vacA; vacuolating cytotoxin	Toxin-antitoxin systems	Toxin	
K11029	KEGG	cyaA; anthrax edema toxin adenylate cyclase [EC:4.6.1.1]	Toxin-antitoxin systems	Toxin	
K11033	KEGG	nheA; non-hemolytic enterotoxin A	Toxin-antitoxin systems	Toxin	
K11034	KEGG	nheBC; non-hemolytic enterotoxin B/C	Toxin-antitoxin systems	Toxin	
K11038	KEGG	hlg, luk; leukocidin/hemolysin toxin family protein	Toxin-antitoxin systems	Toxin	
K11040	KEGG	se; staphylococcal enterotoxin	Toxin-antitoxin systems	Toxin	
K11041	KEGG	eta; exfoliative toxin A/B	Toxin-antitoxin systems	Toxin	
K11043	KEGG	tst; toxic shock syndrome toxin-1	Toxin-antitoxin systems	Toxin	
K11057	KEGG	cpb2; beta2-toxin	Toxin-antitoxin systems	Toxin	
K11058	KEGG	cpe; enterotoxin Cpe	Toxin-antitoxin systems	Toxin	
K11059	KEGG	entA; probable enterotoxin A	Toxin-antitoxin systems	Toxin	
K11060	KEGG	entB; probable enterotoxin B	Toxin-antitoxin systems	Toxin	
K11061	KEGG	entC; probable enterotoxin C	Toxin-antitoxin systems	Toxin	
K11062	KEGG	entD; probable enterotoxin D	Toxin-antitoxin systems	Toxin	
K11063	KEGG	tcdAB; toxin A/B	Toxin-antitoxin systems	Toxin	
K11889	KEGG	impN; type VI secretion system protein ImpN [EC:2.7.11.1]	Secretion & extracellular processes	Secretion system	
K11890	KEGG	impM; type VI secretion system protein ImpM	Secretion & extracellular processes	Secretion system	
K11891	KEGG	impL, vasK, icmF; type VI secretion system protein ImpL	Secretion & extracellular processes	Secretion system	
K11892	KEGG	impK, ompA, vasF, dotU; type VI secretion system protein ImpK	Secretion & extracellular processes	Secretion system	
K11893	KEGG	impJ, vasE; type VI secretion system protein ImpJ	Secretion & extracellular processes	Secretion system	
K11894	KEGG	impI, vasC; type VI secretion system protein ImpI	Secretion & extracellular processes	Secretion system	
K11895	KEGG	impH, vasB; type VI secretion system protein ImpH	Secretion & extracellular processes	Secretion system	
K11896	KEGG	impG, vasA; type VI secretion system protein ImpG	Secretion & extracellular processes	Secretion system	
K11897	KEGG	impF; type VI secretion system protein ImpF	Secretion & extracellular processes	Secretion system	
K11898	KEGG	impE; type VI secretion system protein ImpE	Secretion & extracellular processes	Secretion system	
K11899	KEGG	impD; type VI secretion system protein ImpD	Secretion & extracellular processes	Secretion system	
K11900	KEGG	impC; type VI secretion system protein ImpC	Secretion & extracellular processes	Secretion system	
K11901	KEGG	impB; type VI secretion system protein ImpB	Secretion & extracellular processes	Secretion system	
K11902	KEGG	impA; type VI secretion system protein ImpA	Secretion & extracellular processes	Secretion system	
K11903	KEGG	hcp; type VI secretion system secreted protein Hcp	Secretion & extracellular processes	Secretion system	
K11904	KEGG	vgrG; type VI secretion system secreted protein VgrG	Secretion & extracellular processes	Secretion system	
K11905	KEGG	K11905; type VI secretion system protein	Secretion & extracellular processes	Secretion system	
K11906	KEGG	vasD, lip; type VI secretion system protein VasD	Secretion & extracellular processes	Secretion system	
K11907	KEGG	vasG, clpV; type VI secretion system protein VasG	Secretion & extracellular processes	Secretion system	
K11909	KEGG	vasI; type VI secretion system protein VasI	Secretion & extracellular processes	Secretion system	
K11910	KEGG	vasJ; type VI secretion system protein VasJ	Secretion & extracellular processes	Secretion system	
K11911	KEGG	vasL; type VI secretion system protein VasL	Secretion & extracellular processes	Secretion system	
K11913	KEGG	fha1; type VI secretion system protein	Secretion & extracellular processes	Secretion system	
K11918	KEGG	lip3; type VI secretion system protein	Secretion & extracellular processes	Secretion system	
K11919	KEGG	hsiF3; type VI secretion system lysozyme-related protein	Secretion & extracellular processes	Secretion system	
K11932	KEGG	uspG; universal stress protein G	Stress response & homeostasis	General stress response	
K11935	KEGG	pgaA; biofilm PGA synthesis protein PgaA	Motility & cell-surface dynamics	Biofilm formation / dispersal	
K11937	KEGG	pgaD; biofilm PGA synthesis protein PgaD	Motility & cell-surface dynamics	Biofilm formation / dispersal	
K11940	KEGG	hspQ; heat shock protein HspQ	Stress response & homeostasis	Heat-shock response	
K12078	KEGG	ptlA; type IV secretion system protein PtlA	Secretion & extracellular processes	Secretion system	
K12079	KEGG	ptlB; type IV secretion system protein PtlB	Secretion & extracellular processes	Secretion system	
K12080	KEGG	ptlC; type IV secretion system protein PtlC [EC:7.4.2.8]	Secretion & extracellular processes	Secretion system	
K12081	KEGG	ptlE; type IV secretion system protein PtlE	Secretion & extracellular processes	Secretion system	
K12082	KEGG	ptlG; type IV secretion system protein PtlG	Secretion & extracellular processes	Secretion system	
K12083	KEGG	ptlH; type IV secretion system protein PtlH [EC:7.4.2.8]	Secretion & extracellular processes	Secretion system	
K12084	KEGG	ptlD; type IV secretion system protein PtlD	Secretion & extracellular processes	Secretion system	
K12085	KEGG	ptlF; type IV secretion system protein PtlF	Secretion & extracellular processes	Secretion system	
K12151	KEGG	bhsA; multiple stress resistance protein BhsA	Stress response & homeostasis	General stress response	
K12320	KEGG	GUCY2C; heat-stable enterotoxin receptor [EC:4.6.1.2]	Toxin-antitoxin systems	Toxin	
K12366	KEGG	ELMO1, CED12; engulfment and cell motility protein 1	Motility & cell-surface dynamics	Motility (other)	
K12516	KEGG	bigA; putative surface-exposed virulence protein	Virulence & host interaction	Virulence factor	
K12532	KEGG	rtxD, fitB; membrane fusion protein, RTX toxin transport system	Toxin-antitoxin systems	Toxin	
K12536	KEGG	hasD, prtD, aprD, rsaD, prsD, eexD; ATP-binding cassette, subfamily C, type I secretion system permease/ATPase	Secretion & extracellular processes	Secretion system	
K12537	KEGG	hasE, prtE, rsaE, prsE, eexE; membrane fusion protein, type I secretion system	Secretion & extracellular processes	Secretion system	
K12538	KEGG	hasF, prtF; outer membrane protein, type I secretion system	Secretion & extracellular processes	Secretion system	
K12576	KEGG	SPO12; sporulation-specific protein 12	Sporulation & developmental	Sporulation	
K12771	KEGG	SPS1; sporulation-specific protein 1 [EC:2.7.11.1]	Sporulation & developmental	Sporulation	
K12772	KEGG	SPS4; sporulation-specific protein 4	Sporulation & developmental	Sporulation	
K12773	KEGG	SPR3; sporulation-regulated protein 3	Sporulation & developmental	Sporulation	
K12783	KEGG	SSP1; sporulation-specific protein 1	Sporulation & developmental	Sporulation	
K13301	KEGG	secM; secretion monitor	Secretion & extracellular processes	Secretion system	
K13439	KEGG	avrRpt2; cysteine protease avirulence protein AvrRpt2 [EC:3.4.22.-]	Virulence & host interaction	Virulence factor	
K13440	KEGG	avrPphB; cysteine protease avirulence protein AvrPphB [EC:3.4.22.-]	Virulence & host interaction	Virulence factor	
K13455	KEGG	avrXccC, avrB; avirulence protein	Virulence & host interaction	Virulence factor	
K13593	KEGG	tipF; cyclic-di-GMP phosphodiesterase, flagellum assembly factor TipF	Motility & cell-surface dynamics	Flagellar assembly / function	
K13626	KEGG	fliW; flagellar assembly factor FliW	Motility & cell-surface dynamics	Flagellar assembly / function	
K13650	KEGG	mcbA; MqsR-controlled colanic acid and biofilm protein A	Motility & cell-surface dynamics	Biofilm formation / dispersal	
K13790	KEGG	icsB, bopA; virulence protein IcsB	Virulence & host interaction	Virulence factor	
K13820	KEGG	fliR-flhB; flagellar biosynthesis protein FliR/FlhB	Motility & cell-surface dynamics	Flagellar assembly / function	
K14055	KEGG	uspE; universal stress protein E	Stress response & homeostasis	General stress response	
K14061	KEGG	uspF; universal stress protein F	Stress response & homeostasis	General stress response	
K14064	KEGG	uspC; universal stress protein C	Stress response & homeostasis	General stress response	
K14065	KEGG	uspD; universal stress protein D	Stress response & homeostasis	General stress response	
K15126	KEGG	bteA; type III secretion system cytotoxic effector protein	Secretion & extracellular processes	Secretion system	
K15303	KEGG	AKR7; aflatoxin B1 aldehyde reductase	Toxin-antitoxin systems	Toxin	
K15366	KEGG	spvB; salmonella plasmid virulence protein B	Virulence & host interaction	Virulence factor	
K15421	KEGG	SERGEF; secretion-regulating guanine nucleotide exchange factor	Secretion & extracellular processes	Secretion system	
K16473	KEGG	IFT20; intraflagellar transport protein 20	Motility & cell-surface dynamics	Flagellar assembly / function	
K16474	KEGG	IFT88; intraflagellar transport protein 88	Motility & cell-surface dynamics	Flagellar assembly / function	
K16619	KEGG	plc, cpa; phospholipase C / alpha-toxin [EC:3.1.4.3]	Toxin-antitoxin systems	Toxin	
K16623	KEGG	ntnH; botulinum neurotoxin type non-toxic component	Toxin-antitoxin systems	Toxin	
K16883	KEGG	sta; heat-stable enterotoxin STa/STI	Toxin-antitoxin systems	Toxin	
K16884	KEGG	stb; heat-stable enterotoxin STb/STII	Toxin-antitoxin systems	Toxin	
K16947	KEGG	SPR28; sporulation-regulated protein 28	Sporulation & developmental	Sporulation	
K17651	KEGG	ORDA, CYP64A; aflatoxin B synthase [EC:1.14.14.117]	Toxin-antitoxin systems	Toxin	
K18373	KEGG	hrpB1; type III secretion protein HrpB1	Secretion & extracellular processes	Secretion system	
K18374	KEGG	hrpB2; type III secretion inner rod protein HrpB2	Secretion & extracellular processes	Secretion system	
K18375	KEGG	hrpE; type III secretion hrp pilus HrpE	Secretion & extracellular processes	Secretion system	
K18376	KEGG	hrpF; type III secretion translocon protein HrpF	Secretion & extracellular processes	Secretion system	
K18378	KEGG	hpa1; type III secretion harpin protein Hpa1	Secretion & extracellular processes	Secretion system	
K18380	KEGG	hpaB; type III secretion control protein HpaB	Secretion & extracellular processes	Secretion system	
K18381	KEGG	hpaC; type III secretion control protein HpaP	Secretion & extracellular processes	Secretion system	
K18433	KEGG	virD1; type IV secretion system T-DNA border endonuclease VirD1	Secretion & extracellular processes	Secretion system	
K18434	KEGG	virD2; type IV secretion system T-DNA border endonuclease VirD2	Secretion & extracellular processes	Secretion system	
K18829	KEGG	mvpT, vapB; antitoxin VapB	Toxin-antitoxin systems	Antitoxin	
K18829	KEGG	mvpT, vapB; antitoxin VapB	Toxin-antitoxin systems	Toxin-antitoxin module	
K18837	KEGG	cbtA; cytoskeleton-binding toxin CbtA and related proteins	Toxin-antitoxin systems	Toxin	
K18839	KEGG	ghoT; toxin GhoT	Toxin-antitoxin systems	Toxin	
K18840	KEGG	ghoS; antitoxin GhoS	Toxin-antitoxin systems	Antitoxin	
K18840	KEGG	ghoS; antitoxin GhoS	Toxin-antitoxin systems	Toxin-antitoxin module	
K18842	KEGG	chpS, chpBI; antitoxin ChpS	Toxin-antitoxin systems	Antitoxin	
K18842	KEGG	chpS, chpBI; antitoxin ChpS	Toxin-antitoxin systems	Toxin-antitoxin module	
K18843	KEGG	hicB; antitoxin HicB	Toxin-antitoxin systems	Antitoxin	
K18843	KEGG	hicB; antitoxin HicB	Toxin-antitoxin systems	Toxin-antitoxin module	
K18923	KEGG	stbD; antitoxin StbD	Toxin-antitoxin systems	Antitoxin	
K18923	KEGG	stbD; antitoxin StbD	Toxin-antitoxin systems	Toxin-antitoxin module	
K18985	KEGG	ELMO2, CED12A; engulfment and cell motility protein 2	Motility & cell-surface dynamics	Motility (other)	
K19046	KEGG	casB, cse2; CRISPR system Cascade subunit CasB	Defense & anti-defense systems	CRISPR-Cas system	
K19074	KEGG	csa2; CRISPR-associated protein Csa2	Defense & anti-defense systems	CRISPR-Cas system	
K19075	KEGG	cst2, cas7; CRISPR-associated protein Cst2	Defense & anti-defense systems	CRISPR-Cas system	
K19076	KEGG	cmr2, cas10; CRISPR-associated protein Cmr2	Defense & anti-defense systems	CRISPR-Cas system	
K19085	KEGG	csa1; CRISPR-associated protein Csa1	Defense & anti-defense systems	CRISPR-Cas system	
K19086	KEGG	csa4, cas8a2; CRISPR-associated protein Csa4	Defense & anti-defense systems	CRISPR-Cas system	
K19087	KEGG	csa5; CRISPR-associated protein Csa5	Defense & anti-defense systems	CRISPR-Cas system	
K19088	KEGG	cst1, cas8a; CRISPR-associated protein Cst1	Defense & anti-defense systems	CRISPR-Cas system	
K19089	KEGG	cas5a_b_c; CRISPR-associated protein Cas5a/b/c	Defense & anti-defense systems	CRISPR-Cas system	
K19090	KEGG	cas5t; CRISPR-associated protein Cas5t	Defense & anti-defense systems	CRISPR-Cas system	
K19091	KEGG	cas6; CRISPR-associated endoribonuclease Cas6 [EC:3.1.-.-]	Defense & anti-defense systems	CRISPR-Cas system	
K19092	KEGG	parE1_3_4; toxin ParE1/3/4	Toxin-antitoxin systems	Toxin	
K19093	KEGG	parE2; toxin ParE2	Toxin-antitoxin systems	Toxin	
K19094	KEGG	parD2; antitoxin ParD2	Toxin-antitoxin systems	Antitoxin	
K19094	KEGG	parD2; antitoxin ParD2	Toxin-antitoxin systems	Toxin-antitoxin module	
K19111	KEGG	tabP; putative tabtoxin peptidase [EC:3.4.-.-]	Toxin-antitoxin systems	Toxin	
K19114	KEGG	csh1; CRISPR-associated protein Csh1	Defense & anti-defense systems	CRISPR-Cas system	
K19115	KEGG	csh2; CRISPR-associated protein Csh2	Defense & anti-defense systems	CRISPR-Cas system	
K19116	KEGG	cas5h; CRISPR-associated protein Cas5h	Defense & anti-defense systems	CRISPR-Cas system	
K19117	KEGG	csd1, cas8c; CRISPR-associated protein Csd1	Defense & anti-defense systems	CRISPR-Cas system	
K19118	KEGG	csd2, cas7; CRISPR-associated protein Csd2	Defense & anti-defense systems	CRISPR-Cas system	
K19119	KEGG	cas5d; CRISPR-associated protein Cas5d	Defense & anti-defense systems	CRISPR-Cas system	
K19120	KEGG	csc1; CRISPR-associated protein Csc1	Defense & anti-defense systems	CRISPR-Cas system	
K19121	KEGG	csc2; CRISPR-associated protein Csc2	Defense & anti-defense systems	CRISPR-Cas system	
K19122	KEGG	csc3; CRISPR-associated protein Csc3	Defense & anti-defense systems	CRISPR-Cas system	
