id	db	name	category_L1	category_L2	category_L3
K19123	KEGG	casA, cse1; CRISPR system Cascade subunit CasA	Defense & anti-defense systems	CRISPR-Cas system	
K19124	KEGG	casC, cse4; CRISPR system Cascade subunit CasC	Defense & anti-defense systems	CRISPR-Cas system	
K19125	KEGG	casD, cse5; CRISPR system Cascade subunit CasD	Defense & anti-defense systems	CRISPR-Cas system	
K19126	KEGG	casE, cse3; CRISPR system Cascade subunit CasE	Defense & anti-defense systems	CRISPR-Cas system	
K19127	KEGG	csy1; CRISPR-associated protein Csy1	Defense & anti-defense systems	CRISPR-Cas system	
K19128	KEGG	csy2; CRISPR-associated protein Csy2	Defense & anti-defense systems	CRISPR-Cas system	
K19129	KEGG	csy3; CRISPR-associated protein Csy3	Defense & anti-defense systems	CRISPR-Cas system	
K19130	KEGG	csy4, cas6f; CRISPR-associated endonuclease Csy4 [EC:3.1.-.-]	Defense & anti-defense systems	CRISPR-Cas system	
K19131	KEGG	csb1; CRISPR-associated protein Csb1	Defense & anti-defense systems	CRISPR-Cas system	
K19132	KEGG	csb2; CRISPR-associated protein Csb2	Defense & anti-defense systems	CRISPR-Cas system	
K19133	KEGG	csb3; CRISPR-associated protein Csb3	Defense & anti-defense systems	CRISPR-Cas system	
K19134	KEGG	csx10; CRISPR-associated protein Csx10	Defense & anti-defense systems	CRISPR-Cas system	
K19135	KEGG	csx14; CRISPR-associated protein Csx14	Defense & anti-defense systems	CRISPR-Cas system	
K19136	KEGG	csx17; CRISPR-associated protein Csx17	Defense & anti-defense systems	CRISPR-Cas system	
K19137	KEGG	csn2; CRISPR-associated protein Csn2	Defense & anti-defense systems	CRISPR-Cas system	
K19138	KEGG	csm2; CRISPR-associated protein Csm2	Defense & anti-defense systems	CRISPR-Cas system	
K19139	KEGG	csm4; CRISPR-associated protein Csm4	Defense & anti-defense systems	CRISPR-Cas system	
K19140	KEGG	csm5; CRISPR-associated protein Csm5	Defense & anti-defense systems	CRISPR-Cas system	
K19141	KEGG	cmr5; CRISPR-associated protein Cmr5	Defense & anti-defense systems	CRISPR-Cas system	
K19142	KEGG	cmr6; CRISPR-associated protein Cmr6	Defense & anti-defense systems	CRISPR-Cas system	
K19143	KEGG	csx1; CRISPR-associated protein Csx1	Defense & anti-defense systems	CRISPR-Cas system	
K19144	KEGG	csx3; CRISPR-associated protein Csx3	Defense & anti-defense systems	CRISPR-Cas system	
K19145	KEGG	csx16; CRISPR-associated protein Csx16	Defense & anti-defense systems	CRISPR-Cas system	
K19146	KEGG	csaX; CRISPR-associated protein CsaX	Defense & anti-defense systems	CRISPR-Cas system	
K19155	KEGG	yhaV; toxin YhaV [EC:3.1.-.-]	Toxin-antitoxin systems	Toxin	
K19156	KEGG	prlF, sohA; antitoxin PrlF	Toxin-antitoxin systems	Antitoxin	
K19156	KEGG	prlF, sohA; antitoxin PrlF	Toxin-antitoxin systems	Toxin-antitoxin module	
K19158	KEGG	yoeB; toxin YoeB [EC:3.1.-.-]	Toxin-antitoxin systems	Toxin	
K19159	KEGG	yefM; antitoxin YefM	Toxin-antitoxin systems	Antitoxin	
K19159	KEGG	yefM; antitoxin YefM	Toxin-antitoxin systems	Toxin-antitoxin module	
K19161	KEGG	yafN; antitoxin YafN	Toxin-antitoxin systems	Antitoxin	
K19161	KEGG	yafN; antitoxin YafN	Toxin-antitoxin systems	Toxin-antitoxin module	
K19163	KEGG	ccdB; toxin CcdB	Toxin-antitoxin systems	Toxin	
K19164	KEGG	ccdA; antitoxin CcdA	Toxin-antitoxin systems	Antitoxin	
K19164	KEGG	ccdA; antitoxin CcdA	Toxin-antitoxin systems	Toxin-antitoxin module	
K19165	KEGG	phd; antitoxin Phd	Toxin-antitoxin systems	Antitoxin	
K19165	KEGG	phd; antitoxin Phd	Toxin-antitoxin systems	Toxin-antitoxin module	
K19167	KEGG	abiQ; protein AbiQ	Defense & anti-defense systems	Anti-CRISPR / anti-defense protein	
K19168	KEGG	cptA; toxin CptA	Toxin-antitoxin systems	Toxin	
K19241	KEGG	ELMO3; engulfment and cell motility protein 3	Motility & cell-surface dynamics	Motility (other)	
K19297	KEGG	subA; subtilase cytotoxin, subunit A	Toxin-antitoxin systems	Toxin	
K19298	KEGG	subB, artB, pltB; subtilase cytotoxin, subunit B	Toxin-antitoxin systems	Toxin	
K19334	KEGG	tabA; biofilm protein TabA	Motility & cell-surface dynamics	Biofilm formation / dispersal	
K19336	KEGG	bdcA; cyclic-di-GMP-binding biofilm dispersal mediator protein	Motility & cell-surface dynamics	Biofilm formation / dispersal	
K19369	KEGG	HSPB11; heat shock protein beta-11	Stress response & homeostasis	Heat-shock response	
K19437	KEGG	RL1; Simplexvirus neurovirulence factor ICP34.5	Virulence & host interaction	Virulence factor	
K19556	KEGG	spvA; salmonella plasmid virulence protein A	Virulence & host interaction	Virulence factor	
K19557	KEGG	spvD; salmonella plasmid virulence protein D	Virulence & host interaction	Virulence factor	
K19615	KEGG	fitD, mcf; insecticidal toxin	Toxin-antitoxin systems	Toxin	
K19656	KEGG	IFT122; intraflagellar transport protein 122	Motility & cell-surface dynamics	Flagellar assembly / function	
K19672	KEGG	IFT140; intraflagellar transport protein 140	Motility & cell-surface dynamics	Flagellar assembly / function	
K19675	KEGG	IFT43; intraflagellar transport protein 43	Motility & cell-surface dynamics	Flagellar assembly / function	
K19676	KEGG	IFT172; intraflagellar transport protein 172	Motility & cell-surface dynamics	Flagellar assembly / function	
K19677	KEGG	IFT81; intraflagellar transport protein 81	Motility & cell-surface dynamics	Flagellar assembly / function	
K19678	KEGG	IFT80; intraflagellar transport protein 80	Motility & cell-surface dynamics	Flagellar assembly / function	
K19679	KEGG	IFT74; intraflagellar transport protein 74	Motility & cell-surface dynamics	Flagellar assembly / function	
K19681	KEGG	IFT52; intraflagellar transport protein 52	Motility & cell-surface dynamics	Flagellar assembly / function	
K19682	KEGG	IFT46; intraflagellar transport protein 46	Motility & cell-surface dynamics	Flagellar assembly / function	
K19685	KEGG	TTC26, IFT56, DYF13; intraflagellar transport protein 56	Motility & cell-surface dynamics	Flagellar assembly / function	
K19687	KEGG	vapB28S; antitoxin VapB28/30/34/36/42	Toxin-antitoxin systems	Antitoxin	
K19687	KEGG	vapB28S; antitoxin VapB28/30/34/36/42	Toxin-antitoxin systems	Toxin-antitoxin module	
K19765	KEGG	HSBP1; heat shock factor-binding protein 1	Stress response & homeostasis	Heat-shock response	
K19766	KEGG	HSP16.1; heat shock protein Hsp-16.1/Hsp-16.11	Stress response & homeostasis	Heat-shock response	
K19767	KEGG	HSP16.49; heat shock protein Hsp-16.48/Hsp-16.49	Stress response & homeostasis	Heat-shock response	
K19768	KEGG	HSP12.6; heat shock protein 12.6	Stress response & homeostasis	Heat-shock response	
K19769	KEGG	SIP1; stress-induced protein 1	Stress response & homeostasis	General stress response	
K20266	KEGG	trbJ; type IV secretion system protein TrbJ	Secretion & extracellular processes	Secretion system	
K20267	KEGG	trbH; type IV secretion system protein TrbH	Secretion & extracellular processes	Secretion system	
K20527	KEGG	trbB; type IV secretion system protein TrbB [EC:7.4.2.8]	Secretion & extracellular processes	Secretion system	
K20528	KEGG	trbC; type IV secretion system protein TrbC	Secretion & extracellular processes	Secretion system	
K20529	KEGG	trbD; type IV secretion system protein TrbD	Secretion & extracellular processes	Secretion system	
K20530	KEGG	trbE; type IV secretion system protein TrbE [EC:7.4.2.8]	Secretion & extracellular processes	Secretion system	
K20531	KEGG	trbF; type IV secretion system protein TrbF	Secretion & extracellular processes	Secretion system	
K20532	KEGG	trbG; type IV secretion system protein TrbG	Secretion & extracellular processes	Secretion system	
K20533	KEGG	trbI; type IV secretion system protein TrbI	Secretion & extracellular processes	Secretion system	
K20555	KEGG	trbK; type IV secretion system protein TrbK	Secretion & extracellular processes	Secretion system	
K20909	KEGG	ANTXR; anthrax toxin receptor	Toxin-antitoxin systems	Toxin	
K20952	KEGG	rbmC; rugosity and biofilm structure modulator C	Motility & cell-surface dynamics	Biofilm formation / dispersal	
K20953	KEGG	rbmA; rugosity and biofilm structure modulator A	Motility & cell-surface dynamics	Biofilm formation / dispersal	
K21087	KEGG	ycgR; flagellar brake protein	Motility & cell-surface dynamics	Flagellar assembly / function	
K21202	KEGG	2-ODD; (-)-deoxypodophyllotoxin synthase [EC:1.14.20.8]	Toxin-antitoxin systems	Toxin	
K21206	KEGG	CYP82D61; (-)-4'-demethyl-deoxypodophyllotoxin 4-hydroxylase [EC:1.14.14.132]	Toxin-antitoxin systems	Toxin	
K21217	KEGG	motX; sodium-type polar flagellar protein MotX	Motility & cell-surface dynamics	Flagellar assembly / function	
K21218	KEGG	motY; sodium-type flagellar protein MotY	Motility & cell-surface dynamics	Flagellar assembly / function	
K21294	KEGG	GLIC, ACLC, ROQR; gliotoxin/aspirochlorine/mycotoxins biosynthesis cytochrome P450 monooxygenase [EC:1.-.-.-]	Toxin-antitoxin systems	Toxin	
K21487	KEGG	yobL; toxin YobL [EC:3.1.-.-]	Toxin-antitoxin systems	Toxin	
K21488	KEGG	yobK; antitoxin YobK	Toxin-antitoxin systems	Antitoxin	
K21488	KEGG	yobK; antitoxin YobK	Toxin-antitoxin systems	Toxin-antitoxin module	
K21489	KEGG	yokI; toxin YokI [EC:3.1.-.-]	Toxin-antitoxin systems	Toxin	
K21490	KEGG	yokJ; antitoxin YokJ	Toxin-antitoxin systems	Antitoxin	
K21490	KEGG	yokJ; antitoxin YokJ	Toxin-antitoxin systems	Toxin-antitoxin module	
K21491	KEGG	yqcG; toxin YqcG [EC:3.1.-.-]	Toxin-antitoxin systems	Toxin	
K21492	KEGG	yqcF; antitoxin YqcF	Toxin-antitoxin systems	Antitoxin	
K21492	KEGG	yqcF; antitoxin YqcF	Toxin-antitoxin systems	Toxin-antitoxin module	
K21493	KEGG	yxiD; toxin YxiD [EC:3.1.-.-]	Toxin-antitoxin systems	Toxin	
K21494	KEGG	yxxD; antitoxin YxxD	Toxin-antitoxin systems	Antitoxin	
K21494	KEGG	yxxD; antitoxin YxxD	Toxin-antitoxin systems	Toxin-antitoxin module	
K21495	KEGG	fitA; antitoxin FitA	Toxin-antitoxin systems	Antitoxin	
K21495	KEGG	fitA; antitoxin FitA	Toxin-antitoxin systems	Toxin-antitoxin module	
K21496	KEGG	BC_0920; toxin [EC:3.1.-.-]	Toxin-antitoxin systems	Toxin	
K21497	KEGG	BC_0921; antitoxin	Toxin-antitoxin systems	Antitoxin	
K21497	KEGG	BC_0921; antitoxin	Toxin-antitoxin systems	Toxin-antitoxin module	
K21498	KEGG	higA-1; antitoxin HigA-1	Toxin-antitoxin systems	Antitoxin	
K21498	KEGG	higA-1; antitoxin HigA-1	Toxin-antitoxin systems	Toxin-antitoxin module	
K21989	KEGG	TMEM63, CSC1; calcium permeable stress-gated cation channel	Stress response & homeostasis	General stress response	
K22118	KEGG	GLIP, ACLP; gliotoxin/aspirochlorine biosynthesis peptide synthetase [EC:6.3.2.-]	Toxin-antitoxin systems	Toxin	
K22119	KEGG	GLIG, ACLG; gliotoxin/aspirochlorine biosynthesis glutathione S-transferase [EC:2.5.1.-]	Toxin-antitoxin systems	Toxin	
K22120	KEGG	GLIK, ACLK; gliotoxin/aspirochlorine biosynthesis gamma-glutamylcyclotransferase [EC:4.3.2.-]	Toxin-antitoxin systems	Toxin	
K22121	KEGG	GLII, ACLI; gliotoxin/aspirochlorine biosynthesis aminotransferase [EC:2.6.1.-]	Toxin-antitoxin systems	Toxin	
K22122	KEGG	GLIF; gliotoxin biosynthesis cytochrome P450 monooxygenase [EC:1.-.-.-]	Toxin-antitoxin systems	Toxin	
K22123	KEGG	GLIN; gliotoxin biosynthesis N-methyltransferase [EC:2.1.1.-]	Toxin-antitoxin systems	Toxin	
K22124	KEGG	GLIT, ACLT; gliotoxin/aspirochlorine biosynthesis thioredoxin reductase [EC:1.8.1.-]	Toxin-antitoxin systems	Toxin	
K22487	KEGG	prgJ; type III secretion system protein	Secretion & extracellular processes	Secretion system	
K22488	KEGG	prgH; type III secretion system protein	Secretion & extracellular processes	Secretion system	
K22504	KEGG	invG; type III secretion system outer membrane ring protein	Secretion & extracellular processes	Secretion system	
K22505	KEGG	prgK; type III secretion system inner membrane ring protein	Secretion & extracellular processes	Secretion system	
K22506	KEGG	spaL; type III secretion system ATPase [EC:7.4.2.8]	Secretion & extracellular processes	Secretion system	
K22507	KEGG	spaP; type III secretion system export apparatus protein	Secretion & extracellular processes	Secretion system	
K22508	KEGG	spaQ; type III secretion system export apparatus protein	Secretion & extracellular processes	Secretion system	
K22509	KEGG	spaR; type III secretion system export apparatus protein	Secretion & extracellular processes	Secretion system	
K22510	KEGG	spaS; type III secretion system export apparatus switch protein	Secretion & extracellular processes	Secretion system	
K22511	KEGG	invE; type III secretion system protein	Secretion & extracellular processes	Secretion system	
K22513	KEGG	spaM, invI; type III secretion system protein	Secretion & extracellular processes	Secretion system	
K22514	KEGG	spaN, invJ; type III secretion system protein	Secretion & extracellular processes	Secretion system	
K22875	KEGG	rtxC; dihydrorhizobitoxine desaturase [EC:1.14.19.61]	Other		
K22918	KEGG	ttsA; typhoid toxin secretion A	Secretion & extracellular processes	Secretion system	
K22918	KEGG	ttsA; typhoid toxin secretion A	Toxin-antitoxin systems	Toxin	
K23323	KEGG	GLIM, ACLM_U; gliotoxin/aspirochlorine biosynthesis O-methyltransferase [EC:2.1.1.-]	Toxin-antitoxin systems	Toxin	
K23473	KEGG	yopE; outer membrane virulence protein YopE	Virulence & host interaction	Virulence factor	
K23661	KEGG	escI; type III secretion system protein	Secretion & extracellular processes	Secretion system	
K23890	KEGG	ROQM; mycotoxins biosynthesis FAD-dependent monooxygenase [EC:1.14.14.-]	Other		
K23892	KEGG	ROQO; mycotoxins biosynthesis cytochrome P450 monooxygenase RoqO [EC:1.14.14.-]	Other		
K23943	KEGG	sseK3; type III secretion system effector arginine glycosyltransferase	Secretion & extracellular processes	Secretion system	
K23944	KEGG	sseK1; type III secretion system effector arginine glycosyltransferase	Secretion & extracellular processes	Secretion system	
K23945	KEGG	sseK2; type III secretion system effector	Secretion & extracellular processes	Secretion system	
K23986	KEGG	flaCE; archaeal flagellar protein FlaCE	Motility & cell-surface dynamics	Flagellar assembly / function	
K24105	KEGG	mglA; mutual gliding-motility protein MglA	Motility & cell-surface dynamics	Motility (other)	
K24343	KEGG	flgT; flagellar H-ring protein FlgT	Motility & cell-surface dynamics	Flagellar assembly / function	
K24344	KEGG	flgO; flagellar H-ring protein FlgO	Motility & cell-surface dynamics	Flagellar assembly / function	
K24346	KEGG	flgQ; flagellar motility protein FlgQ	Motility & cell-surface dynamics	Flagellar assembly / function	
K25147	KEGG	berB; beta-exotoxin I transport system permease protein	Toxin-antitoxin systems	Toxin	
K25148	KEGG	berA; beta-exotoxin I transport system ATP-binding protein	Toxin-antitoxin systems	Toxin	
K25151	KEGG	gldF; gliding motility-associated transport system permease protein	Motility & cell-surface dynamics	Motility (other)	
K25152	KEGG	gldA; gliding motility-associated transport system ATP-binding protein	Motility & cell-surface dynamics	Motility (other)	
K25153	KEGG	gldG; gliding motility-associatede transport system auxiliary component	Motility & cell-surface dynamics	Motility (other)	
K25369	KEGG	LYNX1; Ly-6/neurotoxin-like protein 1	Toxin-antitoxin systems	Toxin	
K25519	KEGG	cotR; putative sporulation hydrolase	Sporulation & developmental	Sporulation	
K25614	KEGG	SPEF1; sperm flagellar protein 1	Motility & cell-surface dynamics	Flagellar assembly / function	
K25615	KEGG	SPEF2; sperm flagellar protein 2	Motility & cell-surface dynamics	Flagellar assembly / function	
K25631	KEGG	FLACC1, ALS2CR12; flagellum-associated coiled-coil domain-containing protein 1	Motility & cell-surface dynamics	Flagellar assembly / function	
K25791	KEGG	HSF2BP; heat shock factor 2-binding protein	Stress response & homeostasis	Heat-shock response	
K26598	KEGG	HSPA2; heat shock 70kDa protein 2	Stress response & homeostasis	Heat-shock response	
K26981	KEGG	mazE1; antitoxin MazE1	Toxin-antitoxin systems	Antitoxin	
K26981	KEGG	mazE1; antitoxin MazE1	Toxin-antitoxin systems	Toxin-antitoxin module	
K26982	KEGG	mazE2; antitoxin MazE2	Toxin-antitoxin systems	Antitoxin	
K26982	KEGG	mazE2; antitoxin MazE2	Toxin-antitoxin systems	Toxin-antitoxin module	
K26983	KEGG	mazE3; antitoxin MazE3	Toxin-antitoxin systems	Antitoxin	
K26983	KEGG	mazE3; antitoxin MazE3	Toxin-antitoxin systems	Toxin-antitoxin module	
K26984	KEGG	mazE4; antitoxin MazE4	Toxin-antitoxin systems	Antitoxin	
K26984	KEGG	mazE4; antitoxin MazE4	Toxin-antitoxin systems	Toxin-antitoxin module	
K26985	KEGG	mazE5; antitoxin MazE5	Toxin-antitoxin systems	Antitoxin	
K26985	KEGG	mazE5; antitoxin MazE5	Toxin-antitoxin systems	Toxin-antitoxin module	
K26986	KEGG	mazE6; antitoxin MazE6	Toxin-antitoxin systems	Antitoxin	
K26986	KEGG	mazE6; antitoxin MazE6	Toxin-antitoxin systems	Toxin-antitoxin module	
K26987	KEGG	mazE7; antitoxin MazE7	Toxin-antitoxin systems	Antitoxin	
K26987	KEGG	mazE7; antitoxin MazE7	Toxin-antitoxin systems	Toxin-antitoxin module	
K26988	KEGG	mazE8; antitoxin MazE8	Toxin-antitoxin systems	Antitoxin	
K26988	KEGG	mazE8; antitoxin MazE8	Toxin-antitoxin systems	Toxin-antitoxin module	
K26989	KEGG	mazE9; antitoxin MazE9	Toxin-antitoxin systems	Antitoxin	
K26989	KEGG	mazE9; antitoxin MazE9	Toxin-antitoxin systems	Toxin-antitoxin module	
K26994	KEGG	sdpA; sporulation delaying protein A	Sporulation & developmental	Sporulation	
K26995	KEGG	sdpB; sporulation delaying protein B	Sporulation & developmental	Sporulation	
K26997	KEGG	sdpC; cannibalism toxin, SdpC family	Toxin-antitoxin systems	Toxin	
K27084	KEGG	eccA; ESX secretion system protein EccA	Secretion & extracellular processes	Secretion system	
K27085	KEGG	eccB; ESX secretion system ATPase EccB	Secretion & extracellular processes	Secretion system	
K27086	KEGG	eccC; ESX secretion system protein EccC	Secretion & extracellular processes	Secretion system	
K27087	KEGG	eccD; ESX secretion system protein EccD	Secretion & extracellular processes	Secretion system	
K27088	KEGG	eccE; ESX secretion system protein EccE	Secretion & extracellular processes	Secretion system	
K27089	KEGG	espC_F; ESX secretion-associated protein EspC/F	Secretion & extracellular processes	Secretion system	
K27090	KEGG	espD_H; ESX secretion-associated protein EspD/H	Secretion & extracellular processes	Secretion system	
K27091	KEGG	espG; ESX secretion-associated protein EspG	Secretion & extracellular processes	Secretion system	
K27092	KEGG	espI; ESX secretion-associated protein EspI	Secretion & extracellular processes	Secretion system	
K27098	KEGG	espA_E; ESX secretion-associated protein EspA/E	Secretion & extracellular processes	Secretion system	
K27099	KEGG	espB; ESX secretion-associated protein EspB	Secretion & extracellular processes	Secretion system	
K27100	KEGG	espJ; ESX secretion-associated protein EspJ	Secretion & extracellular processes	Secretion system	
K27101	KEGG	espK; ESX secretion-associated protein EspK	Secretion & extracellular processes	Secretion system	
K27102	KEGG	espL; ESX secretion-associated protein EspL	Secretion & extracellular processes	Secretion system	
K27579	KEGG	K27579; Straboviridae anti-restriction nuclease	Defense & anti-defense systems	Anti-CRISPR / anti-defense protein	
K27580	KEGG	K27580; Straboviridae anti-restriction nuclease	Defense & anti-defense systems	Anti-CRISPR / anti-defense protein	
K27584	KEGG	K27584; Straboviridae anti-restriction nuclease	Defense & anti-defense systems	Anti-CRISPR / anti-defense protein	
K28142	KEGG	vapB1; antitoxin VapB1	Toxin-antitoxin systems	Antitoxin	
K28142	KEGG	vapB1; antitoxin VapB1	Toxin-antitoxin systems	Toxin-antitoxin module	
K28144	KEGG	vapB24S; antitoxin VapB24/25/29/31/33/37/38/39/41/43/44/48	Toxin-antitoxin systems	Antitoxin	
K28144	KEGG	vapB24S; antitoxin VapB24/25/29/31/33/37/38/39/41/43/44/48	Toxin-antitoxin systems	Toxin-antitoxin module	
K28148	KEGG	vapB2; antitoxin VapB2	Toxin-antitoxin systems	Antitoxin	
K28148	KEGG	vapB2; antitoxin VapB2	Toxin-antitoxin systems	Toxin-antitoxin module	
K28150	KEGG	vapB4_5; antitoxin VapB4/5	Toxin-antitoxin systems	Antitoxin	
K28150	KEGG	vapB4_5; antitoxin VapB4/5	Toxin-antitoxin systems	Toxin-antitoxin module	
K28152	KEGG	vapB6S; antitoxin VapB6/11/15/18/21	Toxin-antitoxin systems	Antitoxin	
K28152	KEGG	vapB6S; antitoxin VapB6/11/15/18/21	Toxin-antitoxin systems	Toxin-antitoxin module	
K28183	KEGG	HSPA14; heat shock 70 kDa protein 14	Stress response & homeostasis	Heat-shock response	
K28186	KEGG	hepT; HepT family RNase toxin	Toxin-antitoxin systems	Toxin	
K28187	KEGG	mntA; MntA family adenylyltransferase antitoxin	Toxin-antitoxin systems	Antitoxin	
K28187	KEGG	mntA; MntA family adenylyltransferase antitoxin	Toxin-antitoxin systems	Toxin-antitoxin module	
K28188	KEGG	tglT; guanylyltransferase TglT toxin	Toxin-antitoxin systems	Toxin	
K28189	KEGG	takA; serine protein kinase TakA antitoxin	Toxin-antitoxin systems	Antitoxin	
K28189	KEGG	takA; serine protein kinase TakA antitoxin	Toxin-antitoxin systems	Toxin-antitoxin module	
K28190	KEGG	socB; DNA replication inhibitor toxin SocB	Toxin-antitoxin systems	Toxin	
K28191	KEGG	socA; antitoxin SocA	Toxin-antitoxin systems	Antitoxin	
K28191	KEGG	socA; antitoxin SocA	Toxin-antitoxin systems	Toxin-antitoxin module	
K28193	KEGG	abiEi; AbiEi antitoxin C-terminal domain-containing protein	Toxin-antitoxin systems	Antitoxin	
K28193	KEGG	abiEi; AbiEi antitoxin C-terminal domain-containing protein	Toxin-antitoxin systems	Toxin-antitoxin module	
K28254	KEGG	higA1; antitoxin HigA1	Toxin-antitoxin systems	Antitoxin	
K28254	KEGG	higA1; antitoxin HigA1	Toxin-antitoxin systems	Toxin-antitoxin module	
K28255	KEGG	vapB3; antitoxin VapB3	Toxin-antitoxin systems	Antitoxin	
K28255	KEGG	vapB3; antitoxin VapB3	Toxin-antitoxin systems	Toxin-antitoxin module	
K28256	KEGG	vapB9; antitoxin VapB9	Toxin-antitoxin systems	Antitoxin	
K28256	KEGG	vapB9; antitoxin VapB9	Toxin-antitoxin systems	Toxin-antitoxin module	
K28257	KEGG	vapB12; antitoxin VapB12	Toxin-antitoxin systems	Antitoxin	
K28257	KEGG	vapB12; antitoxin VapB12	Toxin-antitoxin systems	Toxin-antitoxin module	
K28258	KEGG	vapB8; antitoxin VapB8	Toxin-antitoxin systems	Antitoxin	
K28258	KEGG	vapB8; antitoxin VapB8	Toxin-antitoxin systems	Toxin-antitoxin module	
K28259	KEGG	vapB17; antitoxin VapB17	Toxin-antitoxin systems	Antitoxin	
K28259	KEGG	vapB17; antitoxin VapB17	Toxin-antitoxin systems	Toxin-antitoxin module	
K28263	KEGG	vapB7; antitoxin VapB7	Toxin-antitoxin systems	Antitoxin	
K28263	KEGG	vapB7; antitoxin VapB7	Toxin-antitoxin systems	Toxin-antitoxin module	
K28264	KEGG	vapB13; antitoxin VapB13	Toxin-antitoxin systems	Antitoxin	
K28264	KEGG	vapB13; antitoxin VapB13	Toxin-antitoxin systems	Toxin-antitoxin module	
K28265	KEGG	vapB23; antitoxin VapB23	Toxin-antitoxin systems	Antitoxin	
K28265	KEGG	vapB23; antitoxin VapB23	Toxin-antitoxin systems	Toxin-antitoxin module	
K28266	KEGG	vapB10_19; antitoxin VapB10/19	Toxin-antitoxin systems	Antitoxin	
K28266	KEGG	vapB10_19; antitoxin VapB10/19	Toxin-antitoxin systems	Toxin-antitoxin module	
K28267	KEGG	vapB32; antitoxin VapB32	Toxin-antitoxin systems	Antitoxin	
K28267	KEGG	vapB32; antitoxin VapB32	Toxin-antitoxin systems	Toxin-antitoxin module	
K28269	KEGG	vapB14; antitoxin VapB14	Toxin-antitoxin systems	Antitoxin	
K28269	KEGG	vapB14; antitoxin VapB14	Toxin-antitoxin systems	Toxin-antitoxin module	
K28270	KEGG	vapB16; antitoxin VapB16	Toxin-antitoxin systems	Antitoxin	
K28270	KEGG	vapB16; antitoxin VapB16	Toxin-antitoxin systems	Toxin-antitoxin module	
K28274	KEGG	ortT; orphan toxin OrtT	Toxin-antitoxin systems	Toxin	
K28276	KEGG	vapB35S; antitoxin VapB35/45/46/47	Toxin-antitoxin systems	Antitoxin	
K28276	KEGG	vapB35S; antitoxin VapB35/45/46/47	Toxin-antitoxin systems	Toxin-antitoxin module	
K28278	KEGG	vapB20; antitoxin VapB20	Toxin-antitoxin systems	Antitoxin	
K28278	KEGG	vapB20; antitoxin VapB20	Toxin-antitoxin systems	Toxin-antitoxin module	
K28280	KEGG	vapB22; antitoxin VapB22	Toxin-antitoxin systems	Antitoxin	
K28280	KEGG	vapB22; antitoxin VapB22	Toxin-antitoxin systems	Toxin-antitoxin module	
K28283	KEGG	vapB26; antitoxin VapB26	Toxin-antitoxin systems	Antitoxin	
K28283	KEGG	vapB26; antitoxin VapB26	Toxin-antitoxin systems	Toxin-antitoxin module	
K28297	KEGG	relB_F; antitoxin RelB/F	Toxin-antitoxin systems	Antitoxin	
K28297	KEGG	relB_F; antitoxin RelB/F	Toxin-antitoxin systems	Toxin-antitoxin module	
K28298	KEGG	tse5; toxin protein Tse5	Toxin-antitoxin systems	Toxin	
K28299	KEGG	tse6; NAD(P)(+) glycohydrolase toxin Tse6 [EC:3.2.2.5]	Toxin-antitoxin systems	Toxin	
PF00087.28	Pfam	Snake toxin and toxin-like protein	Toxin-antitoxin systems	Toxin	
PF00263.27	Pfam	Bacterial type II and III secretion system protein	Secretion & extracellular processes	Secretion system	
PF00437.27	Pfam	Type II/IV secretion system protein	Secretion & extracellular processes	Secretion system	
PF00451.26	Pfam	Scorpion short toxin, BmKK2	Toxin-antitoxin systems	Toxin	
PF00482.29	Pfam	Type II secretion system (T2SS), protein F	Secretion & extracellular processes	Secretion system	
PF00537.25	Pfam	Scorpion toxin-like domain	Toxin-antitoxin systems	Toxin	
PF00555.25	Pfam	delta endotoxin	Toxin-antitoxin systems	Toxin	
PF00582.33	Pfam	Universal stress protein family	Stress response & homeostasis	General stress response	
PF00706.23	Pfam	Anenome neurotoxin	Toxin-antitoxin systems	Toxin	
PF00819.22	Pfam	Myotoxin, crotamine	Toxin-antitoxin systems	Toxin	
PF00873.26	Pfam	AcrB/AcrD/AcrF family	Defense & anti-defense systems	Anti-CRISPR / anti-defense protein	
PF01117.26	Pfam	Aerolysin toxin	Toxin-antitoxin systems	Toxin	
PF01123.26	Pfam	Staphylococcal/Streptococcal toxin, OB-fold domain	Toxin-antitoxin systems	Toxin	
PF01203.26	Pfam	Type II secretion system (T2SS), protein N	Secretion & extracellular processes	Secretion system	
PF01324.25	Pfam	Diphtheria toxin, R domain	Toxin-antitoxin systems	Toxin	
PF01338.24	Pfam	Bacillus thuringiensis toxin	Toxin-antitoxin systems	Toxin	
PF01375.24	Pfam	Heat-labile enterotoxin alpha chain	Toxin-antitoxin systems	Toxin	
PF01376.24	Pfam	Heat-labile enterotoxin beta chain	Toxin-antitoxin systems	Toxin	
PF01742.24	Pfam	Clostridial neurotoxin zinc protease	Toxin-antitoxin systems	Toxin	
PF01821.24	Pfam	Anaphylotoxin-like domain	Toxin-antitoxin systems	Toxin	
PF01867.22	Pfam	CRISPR associated protein Cas1	Defense & anti-defense systems	CRISPR-Cas system	
PF01881.22	Pfam	CRISPR associated protein Cas6, C-terminal	Defense & anti-defense systems	CRISPR-Cas system	
PF01944.23	Pfam	Stage II sporulation protein M	Sporulation & developmental	Sporulation	
PF02048.22	Pfam	Heat-stable enterotoxin ST	Toxin-antitoxin systems	Toxin	
