id	db	name	category_L1	category_L2	category_L3
HMMsoil14466	FOAM	ntrY; two-component system, NtrC family, nitrogen regulation sensor histidine kinase NtrY [EC:2.7.13.3]	Transcriptional regulation	General regulator	
HMMsoil14476	FOAM	flgS; two-component system, NtrC family, sensor kinase [EC:2.7.13.3]	Signal transduction & two-component systems	Two-component / sensor-response	
HMMsoil14487	FOAM	ntrY; two-component system, NtrC family, nitrogen regulation sensor histidine kinase NtrY [EC:2.7.13.3]; glnL, ntrB; two-component system, NtrC family, nitrogen regulation sensor histidine kinase GlnL [EC:2.7.13.3]	Signal transduction & two-component systems	Two-component / sensor-response	
HMMsoil14487	FOAM	ntrY; two-component system, NtrC family, nitrogen regulation sensor histidine kinase NtrY [EC:2.7.13.3]; glnL, ntrB; two-component system, NtrC family, nitrogen regulation sensor histidine kinase GlnL [EC:2.7.13.3]	Transcriptional regulation	General regulator	
HMMsoil14490	FOAM	degS; two-component system, NarL family, sensor histidine kinase DegS [EC:2.7.13.3]; desK; two-component system, NarL family, sensor histidine kinase DesK [EC:2.7.13.3]	Signal transduction & two-component systems	Two-component / sensor-response	
HMMsoil145	FOAM	K02486; two-component system, sensor kinase [EC:2.7.13.3]	Signal transduction & two-component systems	Two-component / sensor-response	
HMMsoil14512	FOAM	desK; two-component system, NarL family, sensor histidine kinase DesK [EC:2.7.13.3]	Signal transduction & two-component systems	Two-component / sensor-response	
HMMsoil14514	FOAM	K02486; two-component system, sensor kinase [EC:2.7.13.3]	Signal transduction & two-component systems	Two-component / sensor-response	
HMMsoil14515	FOAM	flgS; two-component system, NtrC family, sensor kinase [EC:2.7.13.3]	Signal transduction & two-component systems	Two-component / sensor-response	
HMMsoil14518	FOAM	kdpD; two-component system, OmpR family, sensor histidine kinase KdpD [EC:2.7.13.3]	Signal transduction & two-component systems	Two-component / sensor-response	
HMMsoil14520	FOAM	ntrY; two-component system, NtrC family, nitrogen regulation sensor histidine kinase NtrY [EC:2.7.13.3]	Signal transduction & two-component systems	Two-component / sensor-response	
HMMsoil14520	FOAM	ntrY; two-component system, NtrC family, nitrogen regulation sensor histidine kinase NtrY [EC:2.7.13.3]	Transcriptional regulation	General regulator	
HMMsoil14522	FOAM	flgS; two-component system, NtrC family, sensor kinase [EC:2.7.13.3]	Signal transduction & two-component systems	Two-component / sensor-response	
HMMsoil14527	FOAM	flgS; two-component system, NtrC family, sensor kinase [EC:2.7.13.3]	Signal transduction & two-component systems	Two-component / sensor-response	
HMMsoil14535	FOAM	cheA; two-component system, chemotaxis family, sensor kinase CheA [EC:2.7.13.3]	Signal transduction & two-component systems	Two-component / sensor-response	
HMMsoil14536	FOAM	K02476; two-component system, CitB family, sensor kinase [EC:2.7.13.3]	Signal transduction & two-component systems	Two-component / sensor-response	
HMMsoil14537	FOAM	barA, gacS, varS; two-component system, NarL family, sensor histidine kinase BarA [EC:2.7.13.3]	Signal transduction & two-component systems	Two-component / sensor-response	
HMMsoil14543	FOAM	uhpB; two-component system, NarL family, sensor histidine kinase UhpB [EC:2.7.13.3]	Signal transduction & two-component systems	Two-component / sensor-response	
HMMsoil14544	FOAM	desK; two-component system, NarL family, sensor histidine kinase DesK [EC:2.7.13.3]	Signal transduction & two-component systems	Two-component / sensor-response	
HMMsoil14549	FOAM	saeS; two-component system, OmpR family, sensor histidine kinase SaeS [EC:2.7.13.3]	Signal transduction & two-component systems	Two-component / sensor-response	
HMMsoil14556	FOAM	K11527; two-component system, sensor histidine kinase and response regulator [EC:2.7.13.3]	Signal transduction & two-component systems	Two-component / sensor-response	
HMMsoil14556	FOAM	K11527; two-component system, sensor histidine kinase and response regulator [EC:2.7.13.3]	Transcriptional regulation	General regulator	
HMMsoil14558	FOAM	bceS; two-component system, OmpR family, bacitracin resistance sensor histidine kinase BceS [EC:2.7.13.3]; K02484; two-component system, OmpR family, sensor kinase [EC:2.7.13.3]	Signal transduction & two-component systems	Two-component / sensor-response	
HMMsoil14564	FOAM	envZ; two-component system, OmpR family, osmolarity sensor histidine kinase EnvZ [EC:2.7.13.3]	Signal transduction & two-component systems	Two-component / sensor-response	
HMMsoil14568	FOAM	natK; two-component system, LytTR family, sensor histidine kinase NatK [EC:2.7.13.3]	Signal transduction & two-component systems	Two-component / sensor-response	
HMMsoil14572	FOAM	glnL, ntrB; two-component system, NtrC family, nitrogen regulation sensor histidine kinase GlnL [EC:2.7.13.3]	Signal transduction & two-component systems	Two-component / sensor-response	
HMMsoil14572	FOAM	glnL, ntrB; two-component system, NtrC family, nitrogen regulation sensor histidine kinase GlnL [EC:2.7.13.3]	Transcriptional regulation	General regulator	
HMMsoil14581	FOAM	flgS; two-component system, NtrC family, sensor kinase [EC:2.7.13.3]	Signal transduction & two-component systems	Two-component / sensor-response	
HMMsoil14598	FOAM	torS; two-component system, OmpR family, sensor histidine kinase TorS [EC:2.7.13.3]	Signal transduction & two-component systems	Two-component / sensor-response	
HMMsoil14600	FOAM	cusS, copS, silS; two-component system, OmpR family, heavy metal sensor histidine kinase CusS [EC:2.7.13.3]	Signal transduction & two-component systems	Two-component / sensor-response	
HMMsoil14612	FOAM	qseC; two-component system, OmpR family, sensor histidine kinase QseC [EC:2.7.13.3]; K02484; two-component system, OmpR family, sensor kinase [EC:2.7.13.3]	Signal transduction & two-component systems	Two-component / sensor-response	
HMMsoil14621	FOAM	ntrY; two-component system, NtrC family, nitrogen regulation sensor histidine kinase NtrY [EC:2.7.13.3]	Signal transduction & two-component systems	Two-component / sensor-response	
HMMsoil14621	FOAM	ntrY; two-component system, NtrC family, nitrogen regulation sensor histidine kinase NtrY [EC:2.7.13.3]	Transcriptional regulation	General regulator	
HMMsoil14627	FOAM	K11527; two-component system, sensor histidine kinase and response regulator [EC:2.7.13.3]; hk1; two-component system, glycerol uptake and utilization sensor kinase [EC:2.7.13.3]	Signal transduction & two-component systems	Two-component / sensor-response	
HMMsoil14627	FOAM	K11527; two-component system, sensor histidine kinase and response regulator [EC:2.7.13.3]; hk1; two-component system, glycerol uptake and utilization sensor kinase [EC:2.7.13.3]	Transcriptional regulation	General regulator	
HMMsoil14679	FOAM	K02484; two-component system, OmpR family, sensor kinase [EC:2.7.13.3]	Signal transduction & two-component systems	Two-component / sensor-response	
HMMsoil1474	FOAM	evgS, bvgS; two-component system, NarL family, sensor histidine kinase EvgS [EC:2.7.13.3]	Signal transduction & two-component systems	Two-component / sensor-response	
HMMsoil14758	FOAM	flgS; two-component system, NtrC family, sensor kinase [EC:2.7.13.3]	Signal transduction & two-component systems	Two-component / sensor-response	
HMMsoil14780	FOAM	flgS; two-component system, NtrC family, sensor kinase [EC:2.7.13.3]	Signal transduction & two-component systems	Two-component / sensor-response	
HMMsoil14782	FOAM	evgS, bvgS; two-component system, NarL family, sensor histidine kinase EvgS [EC:2.7.13.3]	Signal transduction & two-component systems	Two-component / sensor-response	
HMMsoil14788	FOAM	baeS, smeS; two-component system, OmpR family, sensor histidine kinase BaeS [EC:2.7.13.3]; K02484; two-component system, OmpR family, sensor kinase [EC:2.7.13.3]	Signal transduction & two-component systems	Two-component / sensor-response	
HMMsoil14793	FOAM	phoR; two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR [EC:2.7.13.3]	Signal transduction & two-component systems	Two-component / sensor-response	
HMMsoil14795	FOAM	dctS; two-component system, LuxR family, sensor histidine kinase DctS [EC:2.7.13.3]	Signal transduction & two-component systems	Two-component / sensor-response	
HMMsoil14830	FOAM	flgS; two-component system, NtrC family, sensor kinase [EC:2.7.13.3]	Signal transduction & two-component systems	Two-component / sensor-response	
HMMsoil14840	FOAM	K11527; two-component system, sensor histidine kinase and response regulator [EC:2.7.13.3]	Signal transduction & two-component systems	Two-component / sensor-response	
HMMsoil14840	FOAM	K11527; two-component system, sensor histidine kinase and response regulator [EC:2.7.13.3]	Transcriptional regulation	General regulator	
HMMsoil14847	FOAM	yxdK; two-component system, OmpR family, sensor histidine kinase YxdK [EC:2.7.13.3]	Signal transduction & two-component systems	Two-component / sensor-response	
HMMsoil14867	FOAM	dctB; two-component system, NtrC family, C4-dicarboxylate transport sensor histidine kinase DctB [EC:2.7.13.3]	Signal transduction & two-component systems	Two-component / sensor-response	
HMMsoil14871	FOAM	K02484; two-component system, OmpR family, sensor kinase [EC:2.7.13.3]	Signal transduction & two-component systems	Two-component / sensor-response	
HMMsoil14880	FOAM	yesM; two-component system, sensor histidine kinase YesM [EC:2.7.13.3]	Signal transduction & two-component systems	Two-component / sensor-response	
HMMsoil14887	FOAM	K02484; two-component system, OmpR family, sensor kinase [EC:2.7.13.3]	Signal transduction & two-component systems	Two-component / sensor-response	
HMMsoil14894	FOAM	kinE; two-component system, sporulation sensor kinase E [EC:2.7.13.3]	Signal transduction & two-component systems	Two-component / sensor-response	
HMMsoil14903	FOAM	glnL, ntrB; two-component system, NtrC family, nitrogen regulation sensor histidine kinase GlnL [EC:2.7.13.3]	Signal transduction & two-component systems	Two-component / sensor-response	
HMMsoil14903	FOAM	glnL, ntrB; two-component system, NtrC family, nitrogen regulation sensor histidine kinase GlnL [EC:2.7.13.3]	Transcriptional regulation	General regulator	
HMMsoil14904	FOAM	phoR; two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR [EC:2.7.13.3]	Signal transduction & two-component systems	Two-component / sensor-response	
HMMsoil14907	FOAM	rcsC; two-component system, NarL family, capsular synthesis sensor histidine kinase RcsC [EC:2.7.13.3]	Signal transduction & two-component systems	Two-component / sensor-response	
HMMsoil15	FOAM	ntrY; two-component system, NtrC family, nitrogen regulation sensor histidine kinase NtrY [EC:2.7.13.3]; zraS, hydH; two-component system, NtrC family, sensor histidine kinase HydH [EC:2.7.13.3]; dctB; two-component system, NtrC family, C4-dicarboxylate transport sensor histidine kinase DctB [EC:2.7.13.3]; pilS, pehS; two-component system, NtrC family, sensor histidine kinase PilS [EC:2.7.13.3]	Signal transduction & two-component systems	Two-component / sensor-response	
HMMsoil15	FOAM	ntrY; two-component system, NtrC family, nitrogen regulation sensor histidine kinase NtrY [EC:2.7.13.3]; zraS, hydH; two-component system, NtrC family, sensor histidine kinase HydH [EC:2.7.13.3]; dctB; two-component system, NtrC family, C4-dicarboxylate transport sensor histidine kinase DctB [EC:2.7.13.3]; pilS, pehS; two-component system, NtrC family, sensor histidine kinase PilS [EC:2.7.13.3]	Transcriptional regulation	General regulator	
HMMsoil1503	FOAM	cheA; two-component system, chemotaxis family, sensor kinase CheA [EC:2.7.13.3]	Signal transduction & two-component systems	Two-component / sensor-response	
HMMsoil15064	FOAM	barA, gacS, varS; two-component system, NarL family, sensor histidine kinase BarA [EC:2.7.13.3]	Signal transduction & two-component systems	Two-component / sensor-response	
HMMsoil15066	FOAM	lytS; two-component system, LytTR family, sensor histidine kinase LytS [EC:2.7.13.3]	Signal transduction & two-component systems	Two-component / sensor-response	
HMMsoil15070	FOAM	K02484; two-component system, OmpR family, sensor kinase [EC:2.7.13.3]	Signal transduction & two-component systems	Two-component / sensor-response	
HMMsoil15071	FOAM	tctE; two-component system, OmpR family, sensor histidine kinase TctE [EC:2.7.13.3]	Signal transduction & two-component systems	Two-component / sensor-response	
HMMsoil15073	FOAM	barA, gacS, varS; two-component system, NarL family, sensor histidine kinase BarA [EC:2.7.13.3]	Signal transduction & two-component systems	Two-component / sensor-response	
HMMsoil15076	FOAM	K02484; two-component system, OmpR family, sensor kinase [EC:2.7.13.3]; phoR; two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR [EC:2.7.13.3]	Signal transduction & two-component systems	Two-component / sensor-response	
HMMsoil15078	FOAM	pilS, pehS; two-component system, NtrC family, sensor histidine kinase PilS [EC:2.7.13.3]	Signal transduction & two-component systems	Two-component / sensor-response	
HMMsoil15079	FOAM	nreB; two-component system, NarL family, sensor histidine kinase NreB [EC:2.7.13.3]	Signal transduction & two-component systems	Two-component / sensor-response	
HMMsoil1509	FOAM	ada-alkA; AraC family transcriptional regulator, regulatory protein of adaptative response / DNA-3-methyladenine glycosylase II [EC:3.2.2.21]	Signal transduction & two-component systems	Two-component / sensor-response	
HMMsoil1509	FOAM	ada-alkA; AraC family transcriptional regulator, regulatory protein of adaptative response / DNA-3-methyladenine glycosylase II [EC:3.2.2.21]	Transcriptional regulation	General regulator	
HMMsoil15093	FOAM	uhpB; two-component system, NarL family, sensor histidine kinase UhpB [EC:2.7.13.3]	Signal transduction & two-component systems	Two-component / sensor-response	
HMMsoil15095	FOAM	K02484; two-component system, OmpR family, sensor kinase [EC:2.7.13.3]	Signal transduction & two-component systems	Two-component / sensor-response	
HMMsoil15099	FOAM	zraS, hydH; two-component system, NtrC family, sensor histidine kinase HydH [EC:2.7.13.3]	Signal transduction & two-component systems	Two-component / sensor-response	
HMMsoil1510	FOAM	qseC; two-component system, OmpR family, sensor histidine kinase QseC [EC:2.7.13.3]; K02484; two-component system, OmpR family, sensor kinase [EC:2.7.13.3]	Signal transduction & two-component systems	Two-component / sensor-response	
HMMsoil15106	FOAM	evgS, bvgS; two-component system, NarL family, sensor histidine kinase EvgS [EC:2.7.13.3]	Signal transduction & two-component systems	Two-component / sensor-response	
HMMsoil15108	FOAM	zraS, hydH; two-component system, NtrC family, sensor histidine kinase HydH [EC:2.7.13.3]; atoS; two-component system, NtrC family, sensor histidine kinase AtoS [EC:2.7.13.3]	Signal transduction & two-component systems	Two-component / sensor-response	
HMMsoil15123	FOAM	phoR; two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR [EC:2.7.13.3]	Signal transduction & two-component systems	Two-component / sensor-response	
HMMsoil15127	FOAM	flgS; two-component system, NtrC family, sensor kinase [EC:2.7.13.3]	Signal transduction & two-component systems	Two-component / sensor-response	
HMMsoil15137	FOAM	saeS; two-component system, OmpR family, sensor histidine kinase SaeS [EC:2.7.13.3]	Signal transduction & two-component systems	Two-component / sensor-response	
HMMsoil15138	FOAM	uhpB; two-component system, NarL family, sensor histidine kinase UhpB [EC:2.7.13.3]	Signal transduction & two-component systems	Two-component / sensor-response	
HMMsoil15142	FOAM	pilS, pehS; two-component system, NtrC family, sensor histidine kinase PilS [EC:2.7.13.3]	Signal transduction & two-component systems	Two-component / sensor-response	
HMMsoil15146	FOAM	spoIIAB; stage II sporulation protein AB (anti-sigma F factor) [EC:2.7.11.1]; E2.7.11.1; non-specific serine/threonine protein kinase [EC:2.7.11.1]	Transcriptional regulation	Sigma factor	
HMMsoil15148	FOAM	cheA; two-component system, chemotaxis family, sensor kinase CheA [EC:2.7.13.3]	Signal transduction & two-component systems	Two-component / sensor-response	
HMMsoil1515	FOAM	lytS; two-component system, LytTR family, sensor histidine kinase LytS [EC:2.7.13.3]	Signal transduction & two-component systems	Two-component / sensor-response	
HMMsoil15150	FOAM	luxQ; two-component system, autoinducer 2 sensor kinase/phosphatase LuxQ [EC:2.7.13.3] [EC:3.1.3.-]	Quorum sensing & cell-cell signalling	Quorum sensing	
HMMsoil15150	FOAM	luxQ; two-component system, autoinducer 2 sensor kinase/phosphatase LuxQ [EC:2.7.13.3] [EC:3.1.3.-]	Signal transduction & two-component systems	Two-component / sensor-response	
HMMsoil15151	FOAM	qseC; two-component system, OmpR family, sensor histidine kinase QseC [EC:2.7.13.3]; K02484; two-component system, OmpR family, sensor kinase [EC:2.7.13.3]	Signal transduction & two-component systems	Two-component / sensor-response	
HMMsoil15161	FOAM	glrK, qseE; two-component system, NtrC family, sensor histidine kinase GlrK [EC:2.7.13.3]	Signal transduction & two-component systems	Two-component / sensor-response	
HMMsoil15165	FOAM	K11527; two-component system, sensor histidine kinase and response regulator [EC:2.7.13.3]	Signal transduction & two-component systems	Two-component / sensor-response	
HMMsoil15165	FOAM	K11527; two-component system, sensor histidine kinase and response regulator [EC:2.7.13.3]	Transcriptional regulation	General regulator	
HMMsoil1519	FOAM	HSL1; serine/threonine-protein kinase HSL1, negative regulator of Swe1 kinase [EC:2.7.11.-]	Transcriptional regulation	General regulator	
HMMsoil1521	FOAM	pilS, pehS; two-component system, NtrC family, sensor histidine kinase PilS [EC:2.7.13.3]	Signal transduction & two-component systems	Two-component / sensor-response	
HMMsoil1522	FOAM	uhpB; two-component system, NarL family, sensor histidine kinase UhpB [EC:2.7.13.3]	Signal transduction & two-component systems	Two-component / sensor-response	
HMMsoil1526	FOAM	comP; two-component system, NarL family, sensor histidine kinase ComP [EC:2.7.13.3]	Signal transduction & two-component systems	Two-component / sensor-response	
HMMsoil15307	FOAM	baeS, smeS; two-component system, OmpR family, sensor histidine kinase BaeS [EC:2.7.13.3]; K02484; two-component system, OmpR family, sensor kinase [EC:2.7.13.3]	Signal transduction & two-component systems	Two-component / sensor-response	
HMMsoil15309	FOAM	qseC; two-component system, OmpR family, sensor histidine kinase QseC [EC:2.7.13.3]	Signal transduction & two-component systems	Two-component / sensor-response	
HMMsoil15310	FOAM	torS; two-component system, OmpR family, sensor histidine kinase TorS [EC:2.7.13.3]	Signal transduction & two-component systems	Two-component / sensor-response	
HMMsoil15311	FOAM	uhpB; two-component system, NarL family, sensor histidine kinase UhpB [EC:2.7.13.3]; degS; two-component system, NarL family, sensor histidine kinase DegS [EC:2.7.13.3]; K02480; two-component system, NarL family, sensor kinase [EC:2.7.13.3]	Signal transduction & two-component systems	Two-component / sensor-response	
HMMsoil15316	FOAM	luxQ; two-component system, autoinducer 2 sensor kinase/phosphatase LuxQ [EC:2.7.13.3] [EC:3.1.3.-]	Quorum sensing & cell-cell signalling	Quorum sensing	
HMMsoil15316	FOAM	luxQ; two-component system, autoinducer 2 sensor kinase/phosphatase LuxQ [EC:2.7.13.3] [EC:3.1.3.-]	Signal transduction & two-component systems	Two-component / sensor-response	
HMMsoil15317	FOAM	barA, gacS, varS; two-component system, NarL family, sensor histidine kinase BarA [EC:2.7.13.3]	Signal transduction & two-component systems	Two-component / sensor-response	
HMMsoil15318	FOAM	kdpD; two-component system, OmpR family, sensor histidine kinase KdpD [EC:2.7.13.3]; phoR; two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR [EC:2.7.13.3]	Signal transduction & two-component systems	Two-component / sensor-response	
HMMsoil15319	FOAM	Tryptophan metabolism; Cellular response to stress; Response to oxidative stress	Signal transduction & two-component systems	Two-component / sensor-response	
HMMsoil1532	FOAM	qseC; two-component system, OmpR family, sensor histidine kinase QseC [EC:2.7.13.3]	Signal transduction & two-component systems	Two-component / sensor-response	
HMMsoil15320	FOAM	desK; two-component system, NarL family, sensor histidine kinase DesK [EC:2.7.13.3]; K02480; two-component system, NarL family, sensor kinase [EC:2.7.13.3]	Signal transduction & two-component systems	Two-component / sensor-response	
HMMsoil15328	FOAM	rcsC; two-component system, NarL family, capsular synthesis sensor histidine kinase RcsC [EC:2.7.13.3]	Signal transduction & two-component systems	Two-component / sensor-response	
HMMsoil1533	FOAM	rcsC; two-component system, NarL family, capsular synthesis sensor histidine kinase RcsC [EC:2.7.13.3]	Signal transduction & two-component systems	Two-component / sensor-response	
HMMsoil15330	FOAM	cheA; two-component system, chemotaxis family, sensor kinase CheA [EC:2.7.13.3]	Signal transduction & two-component systems	Two-component / sensor-response	
HMMsoil15334	FOAM	flgS; two-component system, NtrC family, sensor kinase [EC:2.7.13.3]	Signal transduction & two-component systems	Two-component / sensor-response	
HMMsoil15342	FOAM	pilS, pehS; two-component system, NtrC family, sensor histidine kinase PilS [EC:2.7.13.3]	Signal transduction & two-component systems	Two-component / sensor-response	
HMMsoil15355	FOAM	kinA; two-component system, sporulation sensor kinase A [EC:2.7.13.3]	Signal transduction & two-component systems	Two-component / sensor-response	
HMMsoil15358	FOAM	flgS; two-component system, NtrC family, sensor kinase [EC:2.7.13.3]	Signal transduction & two-component systems	Two-component / sensor-response	
HMMsoil1536	FOAM	cheA; two-component system, chemotaxis family, sensor kinase CheA [EC:2.7.13.3]	Signal transduction & two-component systems	Two-component / sensor-response	
HMMsoil15360	FOAM	evgS, bvgS; two-component system, NarL family, sensor histidine kinase EvgS [EC:2.7.13.3]	Signal transduction & two-component systems	Two-component / sensor-response	
HMMsoil15372	FOAM	flgS; two-component system, NtrC family, sensor kinase [EC:2.7.13.3]	Signal transduction & two-component systems	Two-component / sensor-response	
HMMsoil15380	FOAM	tctE; two-component system, OmpR family, sensor histidine kinase TctE [EC:2.7.13.3]	Signal transduction & two-component systems	Two-component / sensor-response	
HMMsoil15382	FOAM	PIK3R4, VPS15; phosphoinositide-3-kinase, regulatory subunit 4 [EC:2.7.11.1]	Transcriptional regulation	General regulator	
HMMsoil15392	FOAM	uhpB; two-component system, NarL family, sensor histidine kinase UhpB [EC:2.7.13.3]	Signal transduction & two-component systems	Two-component / sensor-response	
HMMsoil15399	FOAM	kdpD; two-component system, OmpR family, sensor histidine kinase KdpD [EC:2.7.13.3]	Signal transduction & two-component systems	Two-component / sensor-response	
HMMsoil15400	FOAM	envZ; two-component system, OmpR family, osmolarity sensor histidine kinase EnvZ [EC:2.7.13.3]	Signal transduction & two-component systems	Two-component / sensor-response	
HMMsoil15416	FOAM	adaA; AraC family transcriptional regulator, regulatory protein of adaptative response / methylphosphotriester-DNA alkyltransferase methyltransferase [EC:2.1.1.-]	Signal transduction & two-component systems	Two-component / sensor-response	
HMMsoil15416	FOAM	adaA; AraC family transcriptional regulator, regulatory protein of adaptative response / methylphosphotriester-DNA alkyltransferase methyltransferase [EC:2.1.1.-]	Transcriptional regulation	General regulator	
HMMsoil15521	FOAM	cheA; two-component system, chemotaxis family, sensor kinase CheA [EC:2.7.13.3]	Signal transduction & two-component systems	Two-component / sensor-response	
HMMsoil15529	FOAM	uhpB; two-component system, NarL family, sensor histidine kinase UhpB [EC:2.7.13.3]	Signal transduction & two-component systems	Two-component / sensor-response	
HMMsoil15537	FOAM	ada-alkA; AraC family transcriptional regulator, regulatory protein of adaptative response / DNA-3-methyladenine glycosylase II [EC:3.2.2.21]	Signal transduction & two-component systems	Two-component / sensor-response	
HMMsoil15537	FOAM	ada-alkA; AraC family transcriptional regulator, regulatory protein of adaptative response / DNA-3-methyladenine glycosylase II [EC:3.2.2.21]	Transcriptional regulation	General regulator	
HMMsoil15538	FOAM	kinC; two-component system, sporulation sensor kinase C [EC:2.7.13.3]	Signal transduction & two-component systems	Two-component / sensor-response	
HMMsoil15547	FOAM	liaS; two-component system, NarL family, sensor histidine kinase LiaS [EC:2.7.13.3]	Signal transduction & two-component systems	Two-component / sensor-response	
HMMsoil15548	FOAM	rcsC; two-component system, NarL family, capsular synthesis sensor histidine kinase RcsC [EC:2.7.13.3]	Signal transduction & two-component systems	Two-component / sensor-response	
HMMsoil15563	FOAM	uhpB; two-component system, NarL family, sensor histidine kinase UhpB [EC:2.7.13.3]	Signal transduction & two-component systems	Two-component / sensor-response	
HMMsoil15588	FOAM	flgS; two-component system, NtrC family, sensor kinase [EC:2.7.13.3]	Signal transduction & two-component systems	Two-component / sensor-response	
HMMsoil15605	FOAM	K02484; two-component system, OmpR family, sensor kinase [EC:2.7.13.3]	Signal transduction & two-component systems	Two-component / sensor-response	
HMMsoil15639	FOAM	K02484; two-component system, OmpR family, sensor kinase [EC:2.7.13.3]	Signal transduction & two-component systems	Two-component / sensor-response	
HMMsoil15646	FOAM	K02486; two-component system, sensor kinase [EC:2.7.13.3]	Signal transduction & two-component systems	Two-component / sensor-response	
HMMsoil15647	FOAM	dctS; two-component system, LuxR family, sensor histidine kinase DctS [EC:2.7.13.3]	Signal transduction & two-component systems	Two-component / sensor-response	
HMMsoil15650	FOAM	flgS; two-component system, NtrC family, sensor kinase [EC:2.7.13.3]	Signal transduction & two-component systems	Two-component / sensor-response	
HMMsoil15664	FOAM	vicK; two-component system, OmpR family, sensor histidine kinase VicK [EC:2.7.13.3]	Signal transduction & two-component systems	Two-component / sensor-response	
HMMsoil15672	FOAM	cusS, copS, silS; two-component system, OmpR family, heavy metal sensor histidine kinase CusS [EC:2.7.13.3]	Signal transduction & two-component systems	Two-component / sensor-response	
HMMsoil15673	FOAM	glnL, ntrB; two-component system, NtrC family, nitrogen regulation sensor histidine kinase GlnL [EC:2.7.13.3]	Signal transduction & two-component systems	Two-component / sensor-response	
HMMsoil15673	FOAM	glnL, ntrB; two-component system, NtrC family, nitrogen regulation sensor histidine kinase GlnL [EC:2.7.13.3]	Transcriptional regulation	General regulator	
HMMsoil15674	FOAM	K02484; two-component system, OmpR family, sensor kinase [EC:2.7.13.3]	Signal transduction & two-component systems	Two-component / sensor-response	
HMMsoil1573	FOAM	envZ; two-component system, OmpR family, osmolarity sensor histidine kinase EnvZ [EC:2.7.13.3]	Signal transduction & two-component systems	Two-component / sensor-response	
HMMsoil1576	FOAM	flgS; two-component system, NtrC family, sensor kinase [EC:2.7.13.3]	Signal transduction & two-component systems	Two-component / sensor-response	
HMMsoil15771	FOAM	qseC; two-component system, OmpR family, sensor histidine kinase QseC [EC:2.7.13.3]	Signal transduction & two-component systems	Two-component / sensor-response	
HMMsoil15773	FOAM	cikA; two-component system, sensor histidine kinase and response regulator [EC:2.7.13.3]	Signal transduction & two-component systems	Two-component / sensor-response	
HMMsoil15773	FOAM	cikA; two-component system, sensor histidine kinase and response regulator [EC:2.7.13.3]	Transcriptional regulation	General regulator	
HMMsoil15775	FOAM	glnL, ntrB; two-component system, NtrC family, nitrogen regulation sensor histidine kinase GlnL [EC:2.7.13.3]	Signal transduction & two-component systems	Two-component / sensor-response	
HMMsoil15775	FOAM	glnL, ntrB; two-component system, NtrC family, nitrogen regulation sensor histidine kinase GlnL [EC:2.7.13.3]	Transcriptional regulation	General regulator	
HMMsoil15780	FOAM	tctE; two-component system, OmpR family, sensor histidine kinase TctE [EC:2.7.13.3]	Signal transduction & two-component systems	Two-component / sensor-response	
HMMsoil15781	FOAM	ada-alkA; AraC family transcriptional regulator, regulatory protein of adaptative response / DNA-3-methyladenine glycosylase II [EC:3.2.2.21]	Signal transduction & two-component systems	Two-component / sensor-response	
HMMsoil15781	FOAM	ada-alkA; AraC family transcriptional regulator, regulatory protein of adaptative response / DNA-3-methyladenine glycosylase II [EC:3.2.2.21]	Transcriptional regulation	General regulator	
HMMsoil15790	FOAM	K02476; two-component system, CitB family, sensor kinase [EC:2.7.13.3]	Signal transduction & two-component systems	Two-component / sensor-response	
HMMsoil15791	FOAM	torS; two-component system, OmpR family, sensor histidine kinase TorS [EC:2.7.13.3]	Signal transduction & two-component systems	Two-component / sensor-response	
HMMsoil15792	FOAM	K02484; two-component system, OmpR family, sensor kinase [EC:2.7.13.3]	Signal transduction & two-component systems	Two-component / sensor-response	
HMMsoil15793	FOAM	flgS; two-component system, NtrC family, sensor kinase [EC:2.7.13.3]	Signal transduction & two-component systems	Two-component / sensor-response	
HMMsoil15796	FOAM	flgS; two-component system, NtrC family, sensor kinase [EC:2.7.13.3]	Signal transduction & two-component systems	Two-component / sensor-response	
HMMsoil15801	FOAM	cusS, copS, silS; two-component system, OmpR family, heavy metal sensor histidine kinase CusS [EC:2.7.13.3]	Signal transduction & two-component systems	Two-component / sensor-response	
HMMsoil15810	FOAM	ndh; NADH:ubiquinone reductase (H+-translocating) [EC:7.1.1.2]; Response to osmotic stress	Signal transduction & two-component systems	Two-component / sensor-response	
HMMsoil15813	FOAM	evgS, bvgS; two-component system, NarL family, sensor histidine kinase EvgS [EC:2.7.13.3]	Signal transduction & two-component systems	Two-component / sensor-response	
HMMsoil1582	FOAM	glnL, ntrB; two-component system, NtrC family, nitrogen regulation sensor histidine kinase GlnL [EC:2.7.13.3]	Signal transduction & two-component systems	Two-component / sensor-response	
HMMsoil1582	FOAM	glnL, ntrB; two-component system, NtrC family, nitrogen regulation sensor histidine kinase GlnL [EC:2.7.13.3]	Transcriptional regulation	General regulator	
HMMsoil15829	FOAM	lytS; two-component system, LytTR family, sensor histidine kinase LytS [EC:2.7.13.3]	Signal transduction & two-component systems	Two-component / sensor-response	
