id	db	name	metabolic_paths	total_paths	path_source	metabolic_ratio	VL-score	AMG_weight	amg_level
K14123	KEGG	ehbN; energy-converting hydrogenase B subunit N	1.0	1.0	KEGG	1.0	0.301029996	0.9752925421751925	very high
K01526	KEGG	E3.6.1.42; guanosine-diphosphatase [EC:3.6.1.42]	1.0	1.0	KEGG	1.0	0.301029996	0.9752925421751925	very high
K23111	KEGG	fldC; (R)-3-(aryl)lactoyl-CoA dehydratase beta subunit [EC:4.2.1.175]	1.0	1.0	KEGG	1.0	0.301029996	0.9752925421751925	very high
K24215	KEGG	LIPK; lipase member K [EC:3.1.1.-]	1.0	1.0	KEGG	1.0	0.301029996	0.9752925421751925	very high
K15937	KEGG	urdGT1a; glycosyltransferase	1.0	1.0	KEGG	1.0	0.301029996	0.9752925421751925	very high
K00540	KEGG	fqr; F420H(2)-dependent quinone reductase [EC:1.1.98.-]	1.0	1.0	KEGG	1.0	0.301029996	0.9752925421751925	very high
K04991	KEGG	PKD2L2; polycystin 2L2	1.0	1.0	KEGG	1.0	0.301029996	0.9752925421751925	very high
K14331	KEGG	K14331; fatty aldehyde decarbonylase [EC:4.1.99.5]	1.0	1.0	KEGG	1.0	0.301029996	0.9752925421751925	very high
K11067	KEGG	NAGS; N-acetylglutamate synthase [EC:2.3.1.1]	1.0	1.0	KEGG	1.0	0.301029996	0.9752925421751925	very high
K18826	KEGG	CAMKMT; calmodulin-lysine N-methyltransferase [EC:2.1.1.60]	1.0	1.0	KEGG	1.0	0.301029996	0.9752925421751925	very high
K22746	KEGG	CIAPIN1, DRE2; anamorsin	1.0	1.0	KEGG	1.0	0.301029996	0.9752925421751925	very high
K24142	KEGG	STARD10; StAR-related lipid transfer protein 10	1.0	1.0	KEGG	1.0	0.301029996	0.9752925421751925	very high
K19282	KEGG	aceB; bifunctional (S)-malyl-CoA lyase/thioesterase [EC:4.1.3.24 3.1.2.30]	1.0	1.0	KEGG	1.0	0.301029996	0.9752925421751925	very high
K23247	KEGG	oiaK; 3-oxoisoapionate kinase [EC:2.7.1.231]	1.0	1.0	KEGG	1.0	0.301029996	0.9752925421751925	very high
K04112	KEGG	bcrC, badD; benzoyl-CoA reductase subunit C [EC:1.3.7.8]	1.0	1.0	KEGG	1.0	0.301029996	0.9752925421751925	very high
K04112	METABOLIC	benzoyl-CoA reductase subunit C	1.0	1.0	KEGG	1.0	0.301029996	0.9752925421751925	very high
K04112	CAMPER	benzoyl-CoA reductase subunit C [EC:1.3.7.8]	1.0	1.0	KEGG	1.0	0.301029996	0.9752925421751925	very high
K18982	KEGG	gli; D-galactarolactone isomerase [EC:5.4.1.4]	1.0	1.0	KEGG	1.0	0.301029996	0.9752925421751925	very high
K15933	KEGG	lndZ5, lanZ5; oxygenase LndZ5/LanZ5	1.0	1.0	KEGG	1.0	0.301029996	0.9752925421751925	very high
K15574	KEGG	bnsA; naphthyl-2-oxomethyl-succinyl-CoA thiolase subunit [EC:2.3.1.-]	1.0	1.0	KEGG	1.0	0.301029996	0.9752925421751925	very high
K00620	KEGG	argJ; glutamate N-acetyltransferase / amino-acid N-acetyltransferase [EC:2.3.1.35 2.3.1.1]	1.0	1.0	KEGG	1.0	0.301029996	0.9752925421751925	very high
K14127	KEGG	mvhD, vhuD, vhcD; F420-non-reducing hydrogenase iron-sulfur subunit [EC:1.12.99.- 1.8.98.5 1.8.98.6]	1.0	1.0	KEGG	1.0	0.301029996	0.9752925421751925	very high
K18684	KEGG	ALOXE3; hydroperoxy icosatetraenoate dehydratase/isomerase [EC:4.2.1.152 5.4.4.7]	1.0	1.0	KEGG	1.0	0.301029996	0.9752925421751925	very high
K01474	KEGG	hyuB; N-methylhydantoinase B [EC:3.5.2.14]	1.0	1.0	KEGG	1.0	0.301029996	0.9752925421751925	very high
K13495	KEGG	CISZOG; cis-zeatin O-glucosyltransferase [EC:2.4.1.215]	1.0	1.0	KEGG	1.0	0.301029996	0.9752925421751925	very high
K18821	KEGG	lipL; lipoyl amidotransferase [EC:2.3.1.200]	1.0	1.0	KEGG	1.0	0.301029996	0.9752925421751925	very high
K23274	KEGG	fdhS; fructose 5-dehydrogenase small subunit [EC:1.1.5.14]	1.0	1.0	KEGG	1.0	0.301029996	0.9752925421751925	very high
K23530	KEGG	hps; hydropyrene/hydropyrenol/isoelisabethatriene synthase [EC:4.2.3.201 4.2.3.202 4.2.3.203]	1.0	1.0	KEGG	1.0	0.301029996	0.9752925421751925	very high
K04912	KEGG	KCNK1, K2P1.1; potassium channel subfamily K member 1	1.0	1.0	KEGG	1.0	0.301029996	0.9752925421751925	very high
K24005	KEGG	stc3; stachydrine N-demethylase, flavoprotein component	1.0	1.0	KEGG	1.0	0.301029996	0.9752925421751925	very high
K15830	KEGG	hycE; formate hydrogenlyase subunit 5	1.0	1.0	KEGG	1.0	0.301029996	0.9752925421751925	very high
K18016	KEGG	mbhL; membrane-bound hydrogenase subunit alpha [EC:1.12.7.2]	1.0	1.0	KEGG	1.0	0.301029996	0.9752925421751925	very high
K18007	KEGG	hoxY; NAD-reducing hydrogenase small subunit [EC:1.12.1.2]	1.0	1.0	KEGG	1.0	0.301029996	0.9752925421751925	very high
K15717	KEGG	PRXL2B, FAM213B; prostamide/prostaglandin F2alpha synthase [EC:1.11.1.20]	1.0	1.0	KEGG	1.0	0.301029996	0.9752925421751925	very high
K03464	KEGG	catC; muconolactone D-isomerase [EC:5.3.3.4]	1.0	1.0	KEGG	1.0	0.301029996	0.9752925421751925	very high
K03464	CAMPER	muconolactone D-isomerase [EC:5.3.3.4]	1.0	1.0	KEGG	1.0	0.301029996	0.9752925421751925	very high
K23447	KEGG	sfnaB; staphyloferrin A synthase [EC:6.3.2.57]	1.0	1.0	KEGG	1.0	0.301029996	0.9752925421751925	very high
K04016	KEGG	nrfE; cytochrome c-type biogenesis protein NrfE	1.0	1.0	KEGG	1.0	0.301029996	0.9752925421751925	very high
K18031	KEGG	nspLOX; linolenate 9R-lipoxygenase [EC:1.13.11.61]	1.0	1.0	KEGG	1.0	0.301029996	0.9752925421751925	very high
K00672	KEGG	ftr; formylmethanofuran--tetrahydromethanopterin N-formyltransferase [EC:2.3.1.101]	1.0	1.0	KEGG	1.0	0.301029996	0.9752925421751925	very high
K19050	KEGG	hepA; heparin lyase [EC:4.2.2.7]	1.0	1.0	KEGG	1.0	0.301029996	0.9752925421751925	very high
K18014	KEGG	kal; 3-aminobutyryl-CoA ammonia-lyase [EC:4.3.1.14]	1.0	1.0	KEGG	1.0	0.301029996	0.9752925421751925	very high
K15892	KEGG	FOLK; farnesol kinase [EC:2.7.1.216]	1.0	1.0	KEGG	1.0	0.301029996	0.9752925421751925	very high
K18004	KEGG	pqsL; HQNO biosynthesis monooxygenase PqsL	1.0	1.0	KEGG	1.0	0.301029996	0.9752925421751925	very high
K15825	KEGG	JHDK; juvenile hormone diol kinase	1.0	1.0	KEGG	1.0	0.301029996	0.9752925421751925	very high
K23975	KEGG	E2.8.1.16; L-aspartate semialdehyde sulfurtransferase [EC:2.8.1.16]	1.0	1.0	KEGG	1.0	0.301029996	0.9752925421751925	very high
K18223	KEGG	prmA; propane 2-monooxygenase large subunit [EC:1.14.13.227]	1.0	1.0	KEGG	1.0	0.301029996	0.9752925421751925	very high
K22840	KEGG	phlB; 2-acetylphloroglucinol acetyltransferase [EC:2.3.1.272]	1.0	1.0	KEGG	1.0	0.301029996	0.9752925421751925	very high
K18237	KEGG	K18237; ribose 1,5-bisphosphate isomerase [EC:5.3.1.29]	1.0	1.0	KEGG	1.0	0.301029996	0.9752925421751925	very high
K23825	KEGG	K23825; F420H(2)-dependent biliverdin reductase [EC:1.3.98.-]	1.0	1.0	KEGG	1.0	0.301029996	0.9752925421751925	very high
K23006	KEGG	FAD3; omega-3 fatty acid desaturase (Delta-15 desaturase) [EC:1.14.19.-]	1.0	1.0	KEGG	1.0	0.301029996	0.9752925421751925	very high
K23023	KEGG	K23023; (+)-corvol ether B/A synthase [EC:4.2.3.163 4.2.3.171]	1.0	1.0	KEGG	1.0	0.301029996	0.9752925421751925	very high
K23968	KEGG	AmiISY; 8-oxogeranial reductase [EC:1.3.1.123]	1.0	1.0	KEGG	1.0	0.301029996	0.9752925421751925	very high
K18075	KEGG	tphA3; terephthalate 1,2-dioxygenase oxygenase component beta subunit [EC:1.14.12.15]	1.0	1.0	KEGG	1.0	0.301029996	0.9752925421751925	very high
K18075	CAMPER	terephthalate 1,2-dioxygenase oxygenase component beta subunit [EC:1.14.12.15]	1.0	1.0	KEGG	1.0	0.301029996	0.9752925421751925	very high
K18064	KEGG	ACR2; arsenical-resistance protein 2	1.0	1.0	KEGG	1.0	0.301029996	0.9752925421751925	very high
K19405	KEGG	mcsB; protein arginine kinase [EC:2.7.14.1]	1.0	1.0	KEGG	1.0	0.301029996	0.9752925421751925	very high
K00947	KEGG	mosAB; molybdenum storage protein	1.0	1.0	KEGG	1.0	0.301029996	0.9752925421751925	very high
K18480	KEGG	linN; cholesterol transport system auxiliary component	1.0	1.0	KEGG	1.0	0.301029996	0.9752925421751925	very high
K19344	KEGG	nirC; cytochrome c55X	1.0	1.0	KEGG	1.0	0.301029996	0.9752925421751925	very high
K23873	KEGG	sodD; sodorifen synthase [EC:4.2.3.205]	1.0	1.0	KEGG	1.0	0.301029996	0.9752925421751925	very high
K12344	KEGG	SRD5A2; 3-oxo-5-alpha-steroid 4-dehydrogenase 2 [EC:1.3.1.22]	1.0	1.0	KEGG	1.0	0.301029996	0.9752925421751925	very high
K03753	KEGG	mobB; molybdopterin-guanine dinucleotide biosynthesis adapter protein	1.0	1.0	KEGG	1.0	0.301029996	0.9752925421751925	very high
K07393	KEGG	ECM4, yqjG; glutathionyl-hydroquinone reductase [EC:1.8.5.7]	1.0	1.0	KEGG	1.0	0.301029996	0.9752925421751925	very high
K00934	KEGG	E2.7.3.3; arginine kinase [EC:2.7.3.3]	1.0	1.0	KEGG	1.0	0.301029996	0.9752925421751925	very high
K10759	KEGG	E3.1.1.20; tannase [EC:3.1.1.20]	1.0	1.0	KEGG	1.0	0.301029996	0.9752925421751925	very high
K10672	KEGG	grdB; glycine reductase complex component B subunit gamma [EC:1.21.4.2]	1.0	1.0	KEGG	1.0	0.301029996	0.9752925421751925	very high
K23004	KEGG	lgaB; L-galactono-1,5-lactonase [EC:3.1.1.-]	1.0	1.0	KEGG	1.0	0.301029996	0.9752925421751925	very high
K04027	KEGG	eutM; ethanolamine utilization protein EutM	1.0	1.0	KEGG	1.0	0.301029996	0.9752925421751925	very high
K14106	KEGG	ehaO; energy-converting hydrogenase A subunit O	1.0	1.0	KEGG	1.0	0.301029996	0.9752925421751925	very high
K18195	KEGG	RGL4, rhiE; rhamnogalacturonan endolyase [EC:4.2.2.23]	1.0	1.0	KEGG	1.0	0.301029996	0.9752925421751925	very high
K00120	KEGG	fgd2; F420-dependent hydroxymycolic acid dehydrogenase [EC:1.1.98.-]	1.0	1.0	KEGG	1.0	0.301029996	0.9752925421751925	very high
K13555	KEGG	btrP, neoI; 5''-phosphoribostamycin phosphatase [EC:3.1.3.88]	1.0	1.0	KEGG	1.0	0.301029996	0.9752925421751925	very high
K23647	KEGG	DTPB; ditryptophenaline biosynthesis N-methyltransferase [EC:2.1.1.-]	1.0	1.0	KEGG	1.0	0.301029996	0.9752925421751925	very high
K10854	KEGG	acxB; acetone carboxylase, alpha subunit [EC:6.4.1.6]	1.0	1.0	KEGG	1.0	0.301029996	0.9752925421751925	very high
K14090	KEGG	echE; ech hydrogenase subunit E	1.0	1.0	KEGG	1.0	0.301029996	0.9752925421751925	very high
K08696	KEGG	ccmK; carbon dioxide concentrating mechanism protein CcmK	1.0	1.0	KEGG	1.0	0.301029996	0.9752925421751925	very high
PF01314.24	Pfam	Aldehyde ferredoxin oxidoreductase, domains 2 & 3	4.0	4.0	GO	1.0	0.301029996	0.9752925421751925	very high
PF07361.17	Pfam	Cytochrome b562	4.0	4.0	GO	1.0	0.301029996	0.9752925421751925	very high
PF00421.25	Pfam	Photosystem II protein	3.0	3.0	GO	1.0	0.301029996	0.9752925421751925	very high
PF00311.24	Pfam	Phosphoenolpyruvate carboxylase	3.0	3.0	GO	1.0	0.301029996	0.9752925421751925	very high
PF03255.20	Pfam	Acetyl co-enzyme A carboxylase carboxyltransferase-like	3.0	3.0	GO	1.0	0.301029996	0.9752925421751925	very high
PF02602.21	Pfam	Uroporphyrinogen-III synthase HemD	2.0	2.0	GO	1.0	0.301029996	0.9752925421751925	very high
PF02733.23	Pfam	Dak1 domain	2.0	2.0	GO	1.0	0.301029996	0.9752925421751925	very high
PF02741.21	Pfam	FTR, proximal lobe	2.0	2.0	GO	1.0	0.301029996	0.9752925421751925	very high
PF00217.25	Pfam	ATP:guanido phosphotransferase, C-terminal catalytic domain	2.0	2.0	GO	1.0	0.301029996	0.9752925421751925	very high
PF08943.17	Pfam	CsiD	2.0	2.0	GO	1.0	0.301029996	0.9752925421751925	very high
PF02329.22	Pfam	Histidine carboxylase PI chain	2.0	2.0	GO	1.0	0.301029996	0.9752925421751925	very high
PF01960.24	Pfam	ArgJ family	2.0	2.0	GO	1.0	0.301029996	0.9752925421751925	very high
PF02286.22	Pfam	Dehydratase large subunit	2.0	2.0	GO	1.0	0.301029996	0.9752925421751925	very high
PF07882.18	Pfam	L-fucose isomerase, second N-terminal domain	2.0	2.0	GO	1.0	0.301029996	0.9752925421751925	very high
PF02654.22	Pfam	Cobalamin-5-phosphate synthase	2.0	2.0	GO	1.0	0.301029996	0.9752925421751925	very high
PF00734.24	Pfam	Fungal cellulose binding domain	2.0	2.0	GO	1.0	0.301029996	0.9752925421751925	very high
PF02167.21	Pfam	Cytochrome C1 family	2.0	2.0	GO	1.0	0.301029996	0.9752925421751925	very high
PF07881.18	Pfam	L-fucose isomerase, first N-terminal domain	2.0	2.0	GO	1.0	0.301029996	0.9752925421751925	very high
PF11815.14	Pfam	Domain of unknown function (DUF3336)	2.0	2.0	GO	1.0	0.301029996	0.9752925421751925	very high
PF04115.19	Pfam	Ureidoglycolate lyase	2.0	2.0	GO	1.0	0.301029996	0.9752925421751925	very high
PF04262.20	Pfam	Glutamate-cysteine ligase	2.0	2.0	GO	1.0	0.301029996	0.9752925421751925	very high
PF11563.15	Pfam	Protoglobin	2.0	2.0	GO	1.0	0.301029996	0.9752925421751925	very high
PF05506.18	Pfam	Bacterial phospholipase C, C-terminal domain	2.0	2.0	GO	1.0	0.301029996	0.9752925421751925	very high
PF04345.18	Pfam	Chorismate lyase	2.0	2.0	GO	1.0	0.301029996	0.9752925421751925	very high
PF06574.19	Pfam	FAD synthetase	2.0	2.0	GO	1.0	0.301029996	0.9752925421751925	very high
PF16785.11	Pfam	Small metal-binding protein	1.0	1.0	GO	1.0	0.301029996	0.9752925421751925	very high
PF10588.15	Pfam	NADH-ubiquinone oxidoreductase-G iron-sulfur binding region	1.0	1.0	GO	1.0	0.301029996	0.9752925421751925	very high
PF00667.27	Pfam	FAD binding domain	1.0	1.0	GO	1.0	0.301029996	0.9752925421751925	very high
PF08335.17	Pfam	GlnD PII-uridylyltransferase	1.0	1.0	GO	1.0	0.301029996	0.9752925421751925	very high
PF10589.15	Pfam	NADH-ubiquinone oxidoreductase-F iron-sulfur binding region	1.0	1.0	GO	1.0	0.301029996	0.9752925421751925	very high
PF02790.21	Pfam	Cytochrome C oxidase subunit II, transmembrane domain	1.0	1.0	GO	1.0	0.301029996	0.9752925421751925	very high
PF21374.4	Pfam	WsaF, N-terminal domain	1.0	1.0	GO	1.0	0.301029996	0.9752925421751925	very high
PF20085.6	Pfam	Protein-glutamine gamma-glutamyltransferase	1.0	1.0	GO	1.0	0.301029996	0.9752925421751925	very high
PF01774.24	Pfam	UreD urease accessory protein	1.0	1.0	GO	1.0	0.301029996	0.9752925421751925	very high
PF02176.25	Pfam	TRAF-type zinc finger	1.0	1.0	GO	1.0	0.301029996	0.9752925421751925	very high
PF01150.24	Pfam	GDA1/CD39 (nucleoside phosphatase) family	1.0	1.0	GO	1.0	0.301029996	0.9752925421751925	very high
PF07959.19	Pfam	Fucose pyrophosphorylase domain	1.0	1.0	GO	1.0	0.301029996	0.9752925421751925	very high
PF07355.18	Pfam	Glycine/sarcosine/betaine reductase selenoprotein B (GRDB)	1.0	1.0	GO	1.0	0.301029996	0.9752925421751925	very high
PF03987.21	Pfam	Autophagocytosis associated protein, active-site domain	1.0	1.0	GO	1.0	0.301029996	0.9752925421751925	very high
PF13806.13	Pfam	Rieske-like [2Fe-2S] domain	1.0	1.0	GO	1.0	0.301029996	0.9752925421751925	very high
PF11266.16	Pfam	Long-chain fatty aldehyde decarbonylase	1.0	1.0	GO	1.0	0.301029996	0.9752925421751925	very high
PF05870.18	Pfam	Phenolic acid decarboxylase (PAD)	1.0	1.0	GO	1.0	0.301029996	0.9752925421751925	very high
PF11973.15	Pfam	NQRA C-terminal domain	1.0	1.0	GO	1.0	0.301029996	0.9752925421751925	very high
PF05971.19	Pfam	RNA methyltransferase	1.0	1.0	GO	1.0	0.301029996	0.9752925421751925	very high
PF05823.18	Pfam	Nematode fatty acid retinoid binding protein (Gp-FAR-1)	1.0	1.0	GO	1.0	0.301029996	0.9752925421751925	very high
PF05187.20	Pfam	Electron transfer flavoprotein-ubiquinone oxidoreductase, 4Fe-4S	1.0	1.0	GO	1.0	0.301029996	0.9752925421751925	very high
HMMsoil2642	FOAM	gatB, sgcB; galactitol PTS system EIIB component [EC:2.7.1.200]	5.0	5.0	FOAM	1.0	0.301029996	0.9752925421751925	very high
HMMsoil54024	FOAM	gatB, sgcB; galactitol PTS system EIIB component [EC:2.7.1.200]	5.0	5.0	FOAM	1.0	0.301029996	0.9752925421751925	very high
HMMsoil2761	FOAM	gatB, sgcB; galactitol PTS system EIIB component [EC:2.7.1.200]	5.0	5.0	FOAM	1.0	0.301029996	0.9752925421751925	very high
HMMsoil2644	FOAM	gatB, sgcB; galactitol PTS system EIIB component [EC:2.7.1.200]	5.0	5.0	FOAM	1.0	0.301029996	0.9752925421751925	very high
HMMsoil52995	FOAM	gatB, sgcB; galactitol PTS system EIIB component [EC:2.7.1.200]	5.0	5.0	FOAM	1.0	0.301029996	0.9752925421751925	very high
HMMsoil19036	FOAM	gatB, sgcB; galactitol PTS system EIIB component [EC:2.7.1.200]	5.0	5.0	FOAM	1.0	0.301029996	0.9752925421751925	very high
HMMsoil53679	FOAM	gatB, sgcB; galactitol PTS system EIIB component [EC:2.7.1.200]	5.0	5.0	FOAM	1.0	0.301029996	0.9752925421751925	very high
HMMsoil63351	FOAM	ftr; formylmethanofuran--tetrahydromethanopterin N-formyltransferase [EC:2.3.1.101]	5.0	5.0	FOAM	1.0	0.301029996	0.9752925421751925	very high
HMMsoil23414	FOAM	manXa; mannose PTS system EIIA component [EC:2.7.1.191]	5.0	5.0	FOAM	1.0	0.301029996	0.9752925421751925	very high
HMMsoil10881	FOAM	manXa; mannose PTS system EIIA component [EC:2.7.1.191]; manX; mannose PTS system EIIAB component [EC:2.7.1.191]	5.0	5.0	FOAM	1.0	0.301029996	0.9752925421751925	very high
HMMsoil6467	FOAM	gatB, sgcB; galactitol PTS system EIIB component [EC:2.7.1.200]	5.0	5.0	FOAM	1.0	0.301029996	0.9752925421751925	very high
HMMsoil2753	FOAM	gatB, sgcB; galactitol PTS system EIIB component [EC:2.7.1.200]	5.0	5.0	FOAM	1.0	0.301029996	0.9752925421751925	very high
HMMsoil4299	FOAM	gatB, sgcB; galactitol PTS system EIIB component [EC:2.7.1.200]	5.0	5.0	FOAM	1.0	0.301029996	0.9752925421751925	very high
HMMsoil43277	FOAM	manXa; mannose PTS system EIIA component [EC:2.7.1.191]	5.0	5.0	FOAM	1.0	0.301029996	0.9752925421751925	very high
HMMsoil12499	FOAM	manXa; mannose PTS system EIIA component [EC:2.7.1.191]	5.0	5.0	FOAM	1.0	0.301029996	0.9752925421751925	very high
HMMsoil10439	FOAM	gatB, sgcB; galactitol PTS system EIIB component [EC:2.7.1.200]	5.0	5.0	FOAM	1.0	0.301029996	0.9752925421751925	very high
HMMsoil59374	FOAM	manX; mannose PTS system EIIAB component [EC:2.7.1.191]	5.0	5.0	FOAM	1.0	0.301029996	0.9752925421751925	very high
HMMsoil28194	FOAM	gatB, sgcB; galactitol PTS system EIIB component [EC:2.7.1.200]	5.0	5.0	FOAM	1.0	0.301029996	0.9752925421751925	very high
HMMsoil4394	FOAM	gatB, sgcB; galactitol PTS system EIIB component [EC:2.7.1.200]	5.0	5.0	FOAM	1.0	0.301029996	0.9752925421751925	very high
HMMsoil25616	FOAM	manXa; mannose PTS system EIIA component [EC:2.7.1.191]	5.0	5.0	FOAM	1.0	0.301029996	0.9752925421751925	very high
HMMsoil17970	FOAM	gatB, sgcB; galactitol PTS system EIIB component [EC:2.7.1.200]	5.0	5.0	FOAM	1.0	0.301029996	0.9752925421751925	very high
HMMsoil5127	FOAM	gatB, sgcB; galactitol PTS system EIIB component [EC:2.7.1.200]	5.0	5.0	FOAM	1.0	0.301029996	0.9752925421751925	very high
HMMsoil89106	FOAM	manX; mannose PTS system EIIAB component [EC:2.7.1.191]	5.0	5.0	FOAM	1.0	0.301029996	0.9752925421751925	very high
HMMsoil60384	FOAM	ftr; formylmethanofuran--tetrahydromethanopterin N-formyltransferase [EC:2.3.1.101]	5.0	5.0	FOAM	1.0	0.301029996	0.9752925421751925	very high
HMMsoil1714	FOAM	gatB, sgcB; galactitol PTS system EIIB component [EC:2.7.1.200]	5.0	5.0	FOAM	1.0	0.301029996	0.9752925421751925	very high
HMMsoil21930	FOAM	manXa; mannose PTS system EIIA component [EC:2.7.1.191]	5.0	5.0	FOAM	1.0	0.301029996	0.9752925421751925	very high
HMMsoil65509	FOAM	manXa; mannose PTS system EIIA component [EC:2.7.1.191]; manX; mannose PTS system EIIAB component [EC:2.7.1.191]; agaF; N-acetylgalactosamine PTS system EIIA component [EC:2.7.1.-]	5.0	5.0	FOAM	1.0	0.301029996	0.9752925421751925	very high
HMMsoil12975	FOAM	manX; mannose PTS system EIIAB component [EC:2.7.1.191]	5.0	5.0	FOAM	1.0	0.301029996	0.9752925421751925	very high
HMMsoil30304	FOAM	gatB, sgcB; galactitol PTS system EIIB component [EC:2.7.1.200]	5.0	5.0	FOAM	1.0	0.301029996	0.9752925421751925	very high
HMMsoil72737	FOAM	gatB, sgcB; galactitol PTS system EIIB component [EC:2.7.1.200]	5.0	5.0	FOAM	1.0	0.301029996	0.9752925421751925	very high
HMMsoil13799	FOAM	manXa; mannose PTS system EIIA component [EC:2.7.1.191]	5.0	5.0	FOAM	1.0	0.301029996	0.9752925421751925	very high
HMMsoil33056	FOAM	gatB, sgcB; galactitol PTS system EIIB component [EC:2.7.1.200]	5.0	5.0	FOAM	1.0	0.301029996	0.9752925421751925	very high
HMMsoil3313	FOAM	gatB, sgcB; galactitol PTS system EIIB component [EC:2.7.1.200]	5.0	5.0	FOAM	1.0	0.301029996	0.9752925421751925	very high
HMMsoil859	FOAM	gatB, sgcB; galactitol PTS system EIIB component [EC:2.7.1.200]	5.0	5.0	FOAM	1.0	0.301029996	0.9752925421751925	very high
HMMsoil24394	FOAM	manXa; mannose PTS system EIIA component [EC:2.7.1.191]; manX; mannose PTS system EIIAB component [EC:2.7.1.191]	5.0	5.0	FOAM	1.0	0.301029996	0.9752925421751925	very high
HMMsoil1006	FOAM	gatB, sgcB; galactitol PTS system EIIB component [EC:2.7.1.200]	5.0	5.0	FOAM	1.0	0.301029996	0.9752925421751925	very high
HMMsoil61924	FOAM	manXa; mannose PTS system EIIA component [EC:2.7.1.191]	5.0	5.0	FOAM	1.0	0.301029996	0.9752925421751925	very high
HMMsoil46700	FOAM	manXa; mannose PTS system EIIA component [EC:2.7.1.191]	5.0	5.0	FOAM	1.0	0.301029996	0.9752925421751925	very high
HMMsoil32290	FOAM	gatB, sgcB; galactitol PTS system EIIB component [EC:2.7.1.200]	5.0	5.0	FOAM	1.0	0.301029996	0.9752925421751925	very high
HMMsoil15685	FOAM	manXa; mannose PTS system EIIA component [EC:2.7.1.191]; manX; mannose PTS system EIIAB component [EC:2.7.1.191]	5.0	5.0	FOAM	1.0	0.301029996	0.9752925421751925	very high
HMMsoil447	FOAM	gatB, sgcB; galactitol PTS system EIIB component [EC:2.7.1.200]	5.0	5.0	FOAM	1.0	0.301029996	0.9752925421751925	very high
HMMsoil10400	FOAM	gatB, sgcB; galactitol PTS system EIIB component [EC:2.7.1.200]	5.0	5.0	FOAM	1.0	0.301029996	0.9752925421751925	very high
HMMsoil35191	FOAM	ppc; phosphoenolpyruvate carboxylase [EC:4.1.1.31]	3.0	3.0	FOAM	1.0	0.301029996	0.9752925421751925	very high
HMMsoil5022	FOAM	araA; L-arabinose isomerase [EC:5.3.1.4]	3.0	3.0	FOAM	1.0	0.301029996	0.9752925421751925	very high
HMMsoil70017	FOAM	hyuB; N-methylhydantoinase B [EC:3.5.2.14]	2.0	2.0	FOAM	1.0	0.301029996	0.9752925421751925	very high
HMMsoil77011	FOAM	hyuB; N-methylhydantoinase B [EC:3.5.2.14]	2.0	2.0	FOAM	1.0	0.301029996	0.9752925421751925	very high
HMMsoil20645	FOAM	mhpD; 2-keto-4-pentenoate hydratase [EC:4.2.1.80]	2.0	2.0	FOAM	1.0	0.301029996	0.9752925421751925	very high
HMMsoil42154	FOAM	hyuB; N-methylhydantoinase B [EC:3.5.2.14]	2.0	2.0	FOAM	1.0	0.301029996	0.9752925421751925	very high
HMMsoil111683	FOAM	hyuB; N-methylhydantoinase B [EC:3.5.2.14]	2.0	2.0	FOAM	1.0	0.301029996	0.9752925421751925	very high
HMMsoil365	FOAM	mhpD; 2-keto-4-pentenoate hydratase [EC:4.2.1.80]	2.0	2.0	FOAM	1.0	0.301029996	0.9752925421751925	very high
HMMsoil100167	FOAM	hyuB; N-methylhydantoinase B [EC:3.5.2.14]	2.0	2.0	FOAM	1.0	0.301029996	0.9752925421751925	very high
HMMsoil93971	FOAM	mhpD; 2-keto-4-pentenoate hydratase [EC:4.2.1.80]	2.0	2.0	FOAM	1.0	0.301029996	0.9752925421751925	very high
HMMsoil93765	FOAM	hyuB; N-methylhydantoinase B [EC:3.5.2.14]	2.0	2.0	FOAM	1.0	0.301029996	0.9752925421751925	very high
HMMsoil123781	FOAM	hyuB; N-methylhydantoinase B [EC:3.5.2.14]	2.0	2.0	FOAM	1.0	0.301029996	0.9752925421751925	very high
HMMsoil76086	FOAM	hyuB; N-methylhydantoinase B [EC:3.5.2.14]	2.0	2.0	FOAM	1.0	0.301029996	0.9752925421751925	very high
HMMsoil11362	FOAM	hyuB; N-methylhydantoinase B [EC:3.5.2.14]	2.0	2.0	FOAM	1.0	0.301029996	0.9752925421751925	very high
HMMsoil93621	FOAM	frhA; coenzyme F420 hydrogenase subunit alpha [EC:1.12.98.1]	2.0	2.0	FOAM	1.0	0.301029996	0.9752925421751925	very high
HMMsoil909	FOAM	hyuB; N-methylhydantoinase B [EC:3.5.2.14]	2.0	2.0	FOAM	1.0	0.301029996	0.9752925421751925	very high
HMMsoil94293	FOAM	hyuB; N-methylhydantoinase B [EC:3.5.2.14]	2.0	2.0	FOAM	1.0	0.301029996	0.9752925421751925	very high
HMMsoil100008	FOAM	mhpD; 2-keto-4-pentenoate hydratase [EC:4.2.1.80]	2.0	2.0	FOAM	1.0	0.301029996	0.9752925421751925	very high
HMMsoil12288	FOAM	mhpD; 2-keto-4-pentenoate hydratase [EC:4.2.1.80]	2.0	2.0	FOAM	1.0	0.301029996	0.9752925421751925	very high
HMMsoil49747	FOAM	mhpD; 2-keto-4-pentenoate hydratase [EC:4.2.1.80]	2.0	2.0	FOAM	1.0	0.301029996	0.9752925421751925	very high
