id	db	name	metabolic_paths	total_paths	path_source	metabolic_ratio	VL-score	AMG_weight	amg_level
K25996	KEGG	frdC, fdrC; succinate dehydrogenase subunit C	5.0	5.0	KEGG	1.0		1.0	very high
K14580	KEGG	nahAd, ndoC, nbzAd, dntAd; naphthalene 1,2-dioxygenase subunit beta [EC:1.14.12.12 1.14.12.23 1.14.12.24]	5.0	5.0	KEGG	1.0		1.0	very high
K14580	CAMPER	naphthalene 1,2-dioxygenase subunit beta [EC:1.14.12.12 1.14.12.23 1.14.12.24]	5.0	5.0	KEGG	1.0		1.0	very high
K27095	KEGG	accE5, accE; acyl-CoA carboxylase epsilon subunit	4.0	4.0	KEGG	1.0		1.0	very high
K27802	KEGG	acnA; aconitate hydratase A / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99]	4.0	4.0	KEGG	1.0		1.0	very high
K20807	KEGG	nthB; nitrile hydratase subunit beta [EC:4.2.1.84]	4.0	4.0	KEGG	1.0		1.0	very high
K18860	KEGG	sdhD, frdD; succinate dehydrogenase subunit D	4.0	4.0	KEGG	1.0		1.0	very high
K18859	KEGG	sdhD, frdD; succinate dehydrogenase subunit D	4.0	4.0	KEGG	1.0		1.0	very high
K28205	KEGG	E2.6.1.52; phosphoserine transaminase [EC:2.6.1.52]	4.0	4.0	KEGG	1.0		1.0	very high
K18089	KEGG	todB, tcbAc; benzene/toluene/chlorobenzene dioxygenase ferredoxin component	4.0	4.0	KEGG	1.0	0.0	1.0	very high
K18089	CAMPER	benzene/toluene/chlorobenzene dioxygenase ferredoxin component	4.0	4.0	KEGG	1.0	0.0	1.0	very high
K00242	KEGG	sdhD, frdD; succinate dehydrogenase membrane anchor subunit	4.0	4.0	KEGG	1.0	0.0	1.0	very high
K00242	METABOLIC	succinate dehydrogenase / fumarate reductase, membrane anchor subunit	4.0	4.0	KEGG	1.0	0.0	1.0	very high
K18364	KEGG	bphH, xylJ, tesE; 2-oxopent-4-enoate/cis-2-oxohex-4-enoate hydratase [EC:4.2.1.80 4.2.1.132]	4.0	4.0	KEGG	1.0	0.0	1.0	very high
K18364	CAMPER	2-oxopent-4-enoate/cis-2-oxohex-4-enoate hydratase [EC:4.2.1.80 4.2.1.132]	4.0	4.0	KEGG	1.0	0.0	1.0	very high
K14029	KEGG	mdh2, mxaI; methanol dehydrogenase (cytochrome c) subunit 2 [EC:1.1.2.7]	4.0	4.0	KEGG	1.0		1.0	very high
K16268	KEGG	todC2, bedC2, tcbAb; benzene/toluene/chlorobenzene dioxygenase subunit beta [EC:1.14.12.3 1.14.12.11 1.14.12.26]	4.0	4.0	KEGG	1.0		1.0	very high
K16268	CAMPER	benzene/toluene/chlorobenzene dioxygenase subunit beta [EC:1.14.12.3 1.14.12.11 1.14.12.26]	4.0	4.0	KEGG	1.0		1.0	very high
K15371	KEGG	GDH2; glutamate dehydrogenase [EC:1.4.1.2]	4.0	4.0	KEGG	1.0		1.0	very high
K01622	KEGG	K01622; fructose 1,6-bisphosphate aldolase/phosphatase [EC:4.1.2.13 3.1.3.11]	4.0	4.0	KEGG	1.0		1.0	very high
K27797	KEGG	MCSA; 2-methylcitrate synthase [EC:2.3.3.5]	3.0	3.0	KEGG	1.0		1.0	very high
K21672	KEGG	ord; 2,4-diaminopentanoate dehydrogenase [EC:1.4.1.12 1.4.1.26]	3.0	3.0	KEGG	1.0		1.0	very high
K22568	KEGG	pccX; acetyl-CoA/propionyl-CoA carboxylase, PccX subunit [EC:6.4.1.2 6.4.1.3]	3.0	3.0	KEGG	1.0		1.0	very high
K28615	KEGG	adh; alcohol / (R,R)-butanediol / aldehyde dehydrogenase [EC:1.1.1.1 1.1.1.4 1.2.1.3]	3.0	3.0	KEGG	1.0		1.0	very high
K02812	KEGG	sorF, sorA; sorbose PTS system EIIA component [EC:2.7.1.206]	3.0	3.0	KEGG	1.0	0.0	1.0	very high
K02814	KEGG	sorA, sorC; sorbose PTS system EIIC component	3.0	3.0	KEGG	1.0	0.0	1.0	very high
K13065	KEGG	E2.3.1.133, HCT; shikimate O-hydroxycinnamoyltransferase [EC:2.3.1.133]	3.0	3.0	KEGG	1.0	0.0	1.0	very high
K02786	KEGG	lacF; lactose PTS system EIIA component [EC:2.7.1.207]	3.0	3.0	KEGG	1.0	0.0	1.0	very high
K02813	KEGG	sorB; sorbose PTS system EIIB component [EC:2.7.1.206]	3.0	3.0	KEGG	1.0	0.0	1.0	very high
K02782	KEGG	srlE; glucitol/sorbitol PTS system EIIB component [EC:2.7.1.198]	3.0	3.0	KEGG	1.0	0.0	1.0	very high
K02775	KEGG	gatC, sgcC; galactitol PTS system EIIC component	3.0	3.0	KEGG	1.0	0.0	1.0	very high
K02759	KEGG	celC, chbA; cellobiose PTS system EIIA component [EC:2.7.1.196 2.7.1.205]	3.0	3.0	KEGG	1.0	0.0	1.0	very high
K02362	KEGG	entD, pptT; enterobactin synthetase component D / holo-[acyl-carrier protein] synthase [EC:6.3.2.14 2.7.8.7]	3.0	3.0	KEGG	1.0	0.0	1.0	very high
K02113	KEGG	ATPF1D, atpH; F-type H+-transporting ATPase subunit delta	3.0	3.0	KEGG	1.0	0.0	1.0	very high
K17466	KEGG	dgaC; D-glucosaminate PTS system EIIC component	3.0	3.0	KEGG	1.0	0.0	1.0	very high
K10703	KEGG	HACD, PHS1, PAS2; very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase [EC:4.2.1.134]	3.0	3.0	KEGG	1.0	0.0	1.0	very high
K00659	KEGG	BAAT; bile acid-CoA:amino acid N-acyltransferase [EC:2.3.1.65 3.1.2.27 3.1.2.2]	3.0	3.0	KEGG	1.0	0.0	1.0	very high
K16242	KEGG	dmpN, poxD, tomA3; phenol/toluene 2-monooxygenase (NADH) P3/A3 [EC:1.14.13.244 1.14.13.243]	3.0	3.0	KEGG	1.0	0.0	1.0	very high
K16242	CAMPER	phenol/toluene 2-monooxygenase (NADH) P3/A3 [EC:1.14.13.244 1.14.13.243]	3.0	3.0	KEGG	1.0	0.0	1.0	very high
K11195	KEGG	levE; fructose PTS system EIIB component [EC:2.7.1.202]	3.0	3.0	KEGG	1.0	0.0	1.0	very high
K11196	KEGG	levF; fructose PTS system EIIC component	3.0	3.0	KEGG	1.0	0.0	1.0	very high
K01617	KEGG	dmpH, xylI, nahK; 2-oxo-3-hexenedioate decarboxylase [EC:4.1.1.77]	3.0	3.0	KEGG	1.0	0.0	1.0	very high
K01617	CAMPER	2-oxo-3-hexenedioate decarboxylase [EC:4.1.1.77]	3.0	3.0	KEGG	1.0	0.0	1.0	very high
K14249	KEGG	oxyK; bifunctional cyclase/aromatase [EC:4.2.1.-]	3.0	3.0	KEGG	1.0		1.0	very high
K11194	KEGG	levD; fructose PTS system EIIA component [EC:2.7.1.202]	3.0	3.0	KEGG	1.0		1.0	very high
K13371	KEGG	aauA; aralkylamine dehydrogenase light chain [EC:1.4.9.2]	3.0	3.0	KEGG	1.0		1.0	very high
K13372	KEGG	aauB; aralkylamine dehydrogenase heavy chain [EC:1.4.9.2]	3.0	3.0	KEGG	1.0		1.0	very high
K16243	KEGG	dmpL, poxB, tomA1; phenol/toluene 2-monooxygenase (NADH) P1/A1 [EC:1.14.13.244 1.14.13.243]	3.0	3.0	KEGG	1.0		1.0	very high
K16243	CAMPER	phenol/toluene 2-monooxygenase (NADH) P1/A1 [EC:1.14.13.244 1.14.13.243]	3.0	3.0	KEGG	1.0		1.0	very high
K16244	KEGG	dmpM, poxC, tomA2; phenol/toluene 2-monooxygenase (NADH) P2/A2 [EC:1.14.13.244 1.14.13.243]	3.0	3.0	KEGG	1.0		1.0	very high
K16244	CAMPER	phenol/toluene 2-monooxygenase (NADH) P2/A2 [EC:1.14.13.244 1.14.13.243]	3.0	3.0	KEGG	1.0		1.0	very high
K16245	KEGG	dmpO, poxE, tomA4; phenol/toluene 2-monooxygenase (NADH) P4/A4 [EC:1.14.13.244 1.14.13.243]	3.0	3.0	KEGG	1.0		1.0	very high
K16245	CAMPER	phenol/toluene 2-monooxygenase (NADH) P4/A4 [EC:1.14.13.244 1.14.13.243]	3.0	3.0	KEGG	1.0		1.0	very high
K16249	KEGG	dmpK, poxA, tomA0; phenol/toluene 2-monooxygenase (NADH) P0/A0	3.0	3.0	KEGG	1.0		1.0	very high
K16249	CAMPER	phenol/toluene 2-monooxygenase (NADH) P0/A0	3.0	3.0	KEGG	1.0		1.0	very high
K16023	KEGG	rif20; acetyltransferase	3.0	3.0	KEGG	1.0		1.0	very high
K02781	KEGG	srlB; glucitol/sorbitol PTS system EIIA component [EC:2.7.1.198]	3.0	3.0	KEGG	1.0		1.0	very high
K02783	KEGG	srlA; glucitol/sorbitol PTS system EIIC component	3.0	3.0	KEGG	1.0		1.0	very high
K17464	KEGG	dgaA; D-glucosaminate PTS system EIIA component [EC:2.7.1.203]	3.0	3.0	KEGG	1.0	0.0	1.0	very high
K17465	KEGG	dgaB; D-glucosaminate PTS system EIIB component [EC:2.7.1.203]	3.0	3.0	KEGG	1.0	0.0	1.0	very high
K00918	KEGG	pfkC; ADP-dependent phosphofructokinase/glucokinase [EC:2.7.1.146 2.7.1.147]	3.0	3.0	KEGG	1.0		1.0	very high
K01068	KEGG	ACOT1_2_4; acyl-coenzyme A thioesterase 1/2/4 [EC:3.1.2.2]	3.0	3.0	KEGG	1.0		1.0	very high
K04101	KEGG	ligB; protocatechuate 4,5-dioxygenase, beta chain [EC:1.13.11.8]	3.0	3.0	KEGG	1.0		1.0	very high
K04101	CAMPER	protocatechuate 4,5-dioxygenase, beta chain [EC:1.13.11.8]	3.0	3.0	KEGG	1.0		1.0	very high
K04100	KEGG	ligA; protocatechuate 4,5-dioxygenase, alpha chain [EC:1.13.11.8]	3.0	3.0	KEGG	1.0		1.0	very high
K04100	CAMPER	protocatechuate 4,5-dioxygenase, alpha chain [EC:1.13.11.8]	3.0	3.0	KEGG	1.0		1.0	very high
K05550	KEGG	benB-xylY; benzoate/toluate 1,2-dioxygenase subunit beta [EC:1.14.12.10 1.14.12.-]	3.0	3.0	KEGG	1.0		1.0	very high
K05550	CAMPER	benzoate/toluate 1,2-dioxygenase subunit beta [EC:1.14.12.10 1.14.12.-]	3.0	3.0	KEGG	1.0		1.0	very high
K26574	KEGG	clbC; colibactin biosynthesis polyketide synthase	2.0	2.0	KEGG	1.0		1.0	very high
K26565	KEGG	clbH; colibactin biosynthesis nonribosomal peptide synthase	2.0	2.0	KEGG	1.0		1.0	very high
K26570	KEGG	clbQ; colibactin biosynthesis thioesterase	2.0	2.0	KEGG	1.0		1.0	very high
K26571	KEGG	clbL; colibactin biosynthesis amidase	2.0	2.0	KEGG	1.0		1.0	very high
K26572	KEGG	clbN; colibactin biosynthesis nonribosomal peptide synthase	2.0	2.0	KEGG	1.0		1.0	very high
K26573	KEGG	clbB; colibactin biosynthesis hybrid nonribosomal peptide/polyketide synthase	2.0	2.0	KEGG	1.0		1.0	very high
K26575	KEGG	clbI; colibactin biosynthesis polyketide synthase	2.0	2.0	KEGG	1.0		1.0	very high
K26576	KEGG	clbO; colibactin biosynthesis polyketide synthase	2.0	2.0	KEGG	1.0		1.0	very high
K26577	KEGG	clbK; colibactin biosynthesis hybrid nonribosomal peptide/polyketide synthase	2.0	2.0	KEGG	1.0		1.0	very high
K26578	KEGG	clbJ; colibactin biosynthesis nonribosomal peptide synthase	2.0	2.0	KEGG	1.0		1.0	very high
K27071	KEGG	hadA; meromycolic acid (3R)-3-hydroxyacyl-[acyl-carrier protein] dehydratase HadA [EC:4.2.1.-]	2.0	2.0	KEGG	1.0		1.0	very high
K27073	KEGG	hadC; meromycolic acid (3R)-3-hydroxyacyl-[acyl-carrier protein] dehydratase HadC [EC:4.2.1.-]	2.0	2.0	KEGG	1.0		1.0	very high
K27074	KEGG	hadD; meromycolic acid (3R)-3-hydroxyacyl-[acyl-carrier protein] dehydratase HadD [EC:4.2.1.-]	2.0	2.0	KEGG	1.0		1.0	very high
K27196	KEGG	dsrL; dissimilatory sulfite reductase flavoprotein subunit	2.0	2.0	KEGG	1.0		1.0	very high
K25801	KEGG	SDH4; succinate dehydrogenase (ubiquinone) subunit 4	2.0	2.0	KEGG	1.0		1.0	very high
K28161	KEGG	fadD13; long-chain-fatty-acid---CoA ligase [EC:6.2.1.3]	2.0	2.0	KEGG	1.0		1.0	very high
K27600	KEGG	CYP74M3; etheroleic acid synthase [EC:4.2.1.183]	2.0	2.0	KEGG	1.0		1.0	very high
K27503	KEGG	CYP725A22; taxane 9alpha-hydroxylase [EC:1.14.14.185]	2.0	2.0	KEGG	1.0		1.0	very high
K27538	KEGG	PES; diacylglycerol/phytol O-acyltransferase [EC:2.3.1.20 2.3.1.314]	2.0	2.0	KEGG	1.0		1.0	very high
K27542	KEGG	argZ; arginine dihydrolase / ornithine cyclodeaminase [EC:3.5.3.27 4.3.1.12]	2.0	2.0	KEGG	1.0		1.0	very high
K27545	KEGG	argZ; arginine dihydrolase [EC:3.5.3.27]	2.0	2.0	KEGG	1.0		1.0	very high
K27689	KEGG	hadAB; meromycolic acid (3R)-3-hydroxyacyl-[acyl-carrier protein] dehydratase HadAB [EC:4.2.1.-]	2.0	2.0	KEGG	1.0		1.0	very high
K21274	KEGG	hexs-a; hexaprenyl diphosphate synthase small subunit [EC:2.5.1.83]	2.0	2.0	KEGG	1.0		1.0	very high
K21226	KEGG	kedN4; acyl-CoA N-acyltransferase	2.0	2.0	KEGG	1.0		1.0	very high
K21215	KEGG	ncsC5; N-methyltransferase [EC:2.1.1.-]	2.0	2.0	KEGG	1.0		1.0	very high
K21160	KEGG	sgcE2, ncsE2, kedE2; enediyne biosynthesis protein E2	2.0	2.0	KEGG	1.0		1.0	very high
K21161	KEGG	sgcE3, ncsE3, kedE3; enediyne biosynthesis protein E3	2.0	2.0	KEGG	1.0		1.0	very high
K21165	KEGG	sgcE8, ncsE8, kedE8; enediyne biosynthesis protein E8	2.0	2.0	KEGG	1.0		1.0	very high
K21167	KEGG	sgcE11, ncsE11, kedE11; enediyne biosynthesis protein E11	2.0	2.0	KEGG	1.0		1.0	very high
K19268	KEGG	glmE, mutE, mamB; methylaspartate mutase epsilon subunit [EC:5.4.99.1]	2.0	2.0	KEGG	1.0		1.0	very high
K20626	KEGG	lcdA; lactoyl-CoA dehydratase subunit alpha [EC:4.2.1.54]	2.0	2.0	KEGG	1.0		1.0	very high
K20113	KEGG	gatB; galactose PTS system EIIB component [EC:2.7.1.204]	2.0	2.0	KEGG	1.0		1.0	very high
K23889	KEGG	ROQD; roquefortine prenyltransferase [EC:2.5.1.-]	2.0	2.0	KEGG	1.0		1.0	very high
K23458	KEGG	PHO5_11_12; repressible acid phosphatase [EC:3.1.3.2]	2.0	2.0	KEGG	1.0		1.0	very high
K28537	KEGG	CYP722C; 5-deoxystrigol synthase	2.0	2.0	KEGG	1.0		1.0	very high
K28538	KEGG	CYP728B35; sorgomol synthase	2.0	2.0	KEGG	1.0		1.0	very high
K28637	KEGG	smoA; sulfoquinovose monooxygenase component [EC:1.5.1.42]	2.0	2.0	KEGG	1.0		1.0	very high
K28354	KEGG	CYP81AN15; ecgonone synthase [EC:1.14.14.194]	2.0	2.0	KEGG	1.0		1.0	very high
K28469	KEGG	NALF, FAM155; NALCN channel auxiliary factor	2.0	2.0	KEGG	1.0		1.0	very high
K28472	KEGG	HSD17B14; D-threo-aldose 1-dehydrogenase [EC:1.1.1.122]	2.0	2.0	KEGG	1.0		1.0	very high
K28726	KEGG	porA; pyruvate synthase (flavodoxin) subunit A [EC:1.2.8.1]	2.0	2.0	KEGG	1.0		1.0	very high
K28727	KEGG	porB; pyruvate synthase (flavodoxin) subunit B [EC:1.2.8.1]	2.0	2.0	KEGG	1.0		1.0	very high
K28728	KEGG	porC; pyruvate synthase (flavodoxin) subunit C [EC:1.2.8.1]	2.0	2.0	KEGG	1.0		1.0	very high
K28729	KEGG	porD; pyruvate synthase (flavodoxin) subunit D [EC:1.2.8.1]	2.0	2.0	KEGG	1.0		1.0	very high
K18279	KEGG	FTMPT3; verruculogen prenyltransferase [EC:2.5.1.107]	2.0	2.0	KEGG	1.0		1.0	very high
K12919	KEGG	P450III, CYP69A; cytochrome P450 monooxygenase 3	2.0	2.0	KEGG	1.0	0.0	1.0	very high
K05380	KEGG	cpeE; phycoerythrin-associated linker protein	2.0	2.0	KEGG	1.0	0.0	1.0	very high
K05379	KEGG	cpeD, mpeD; phycoerythrin-associated linker protein	2.0	2.0	KEGG	1.0	0.0	1.0	very high
K05378	KEGG	cpeC, mpeC; phycoerythrin-associated linker protein	2.0	2.0	KEGG	1.0	0.0	1.0	very high
K05772	KEGG	tupA, vupA; tungstate transport system substrate-binding protein	2.0	2.0	KEGG	1.0	0.0	1.0	very high
K02290	KEGG	cpcG; phycobilisome rod-core linker protein	2.0	2.0	KEGG	1.0	0.0	1.0	very high
K02095	KEGG	apcD; allophycocyanin-B	2.0	2.0	KEGG	1.0	0.0	1.0	very high
K02286	KEGG	cpcC; phycocyanin-associated rod linker protein	2.0	2.0	KEGG	1.0	0.0	1.0	very high
K02096	KEGG	apcE; phycobilisome core-membrane linker protein	2.0	2.0	KEGG	1.0	0.0	1.0	very high
K21187	KEGG	sgcA6; glycosyltransferase [EC:2.4.1.-]	2.0	2.0	KEGG	1.0	0.0	1.0	very high
K02692	KEGG	psaD; photosystem I subunit II	2.0	2.0	KEGG	1.0	0.0	1.0	very high
K02630	KEGG	pecC; phycoerythrocyanin-associated rod linker protein	2.0	2.0	KEGG	1.0	0.0	1.0	very high
K21194	KEGG	mdpA6; glycosyltransferase [EC:2.4.1.-]	2.0	2.0	KEGG	1.0	0.0	1.0	very high
K02698	KEGG	psaK; photosystem I subunit X	2.0	2.0	KEGG	1.0	0.0	1.0	very high
K02697	KEGG	psaJ; photosystem I subunit IX	2.0	2.0	KEGG	1.0	0.0	1.0	very high
K02694	KEGG	psaF; photosystem I subunit III	2.0	2.0	KEGG	1.0	0.0	1.0	very high
K02693	KEGG	psaE; photosystem I subunit IV	2.0	2.0	KEGG	1.0	0.0	1.0	very high
K01753	KEGG	dsdA; D-serine dehydratase [EC:4.3.1.18]	2.0	2.0	KEGG	1.0	0.0	1.0	very high
K25287	KEGG	desE; iron-desferrioxamine transport system substrate-binding protein	2.0	2.0	KEGG	1.0	0.0	1.0	very high
K10794	KEGG	prdB; D-proline reductase (dithiol) PrdB [EC:1.21.4.1]	2.0	2.0	KEGG	1.0	0.0	1.0	very high
K04793	KEGG	mbtG; mycobactin lysine-N-oxygenase	2.0	2.0	KEGG	1.0	0.0	1.0	very high
K27072	KEGG	hadB; meromycolic acid (3R)-3-hydroxyacyl-[acyl-carrier protein] dehydratase HadB [EC:4.2.1.-]	2.0	2.0	KEGG	1.0	0.0	1.0	very high
K14600	KEGG	dbfA2; dibenzofuran dioxygenase subunit beta [EC:1.14.12.-]	2.0	2.0	KEGG	1.0	0.0	1.0	very high
K16448	KEGG	mtfA; methylation protein MtfA	2.0	2.0	KEGG	1.0	0.0	1.0	very high
K16404	KEGG	sorR; reductase	2.0	2.0	KEGG	1.0	0.0	1.0	very high
K21230	KEGG	kedS10; glycosyltransferase [EC:2.4.1.-]	2.0	2.0	KEGG	1.0	0.0	1.0	very high
K02586	KEGG	nifD; nitrogenase molybdenum-iron protein alpha chain [EC:1.18.6.1]	2.0	2.0	KEGG	1.0	0.0	1.0	very high
K00185	KEGG	dmsC; dimethyl sulfoxide reductase membrane subunit	2.0	2.0	KEGG	1.0	0.0	1.0	very high
K15960	KEGG	mtmGIV; glycosyltransferase [EC:2.4.1.-]	2.0	2.0	KEGG	1.0	0.0	1.0	very high
K15961	KEGG	mtmGIII; glycosyltransferase [EC:2.4.1.-]	2.0	2.0	KEGG	1.0	0.0	1.0	very high
K15315	KEGG	sgcE10, mdpE10, ncsE10, kedE10, calE7, pksE10; enediyne core biosynthesis thioesterase	2.0	2.0	KEGG	1.0	0.0	1.0	very high
K02591	KEGG	nifK; nitrogenase molybdenum-iron protein beta chain [EC:1.18.6.1]	2.0	2.0	KEGG	1.0	0.0	1.0	very high
K03638	KEGG	moaB; molybdopterin adenylyltransferase [EC:2.7.7.75]	2.0	2.0	KEGG	1.0	0.0	1.0	very high
K03637	KEGG	moaC, CNX3; cyclic pyranopterin monophosphate synthase [EC:4.6.1.17]	2.0	2.0	KEGG	1.0	0.0	1.0	very high
K03635	KEGG	MOCS2B, moaE; molybdopterin synthase catalytic subunit [EC:2.8.1.12]	2.0	2.0	KEGG	1.0	0.0	1.0	very high
K03831	KEGG	mogA; molybdopterin adenylyltransferase [EC:2.7.7.75]	2.0	2.0	KEGG	1.0	0.0	1.0	very high
K19506	KEGG	gfrA; fructoselysine/glucoselysine PTS system EIIA component [EC:2.7.1.-]	2.0	2.0	KEGG	1.0	0.0	1.0	very high
K19508	KEGG	gfrC; fructoselysine/glucoselysine PTS system EIIC component	2.0	2.0	KEGG	1.0	0.0	1.0	very high
K20114	KEGG	gatC; galactose PTS system EIIC component	2.0	2.0	KEGG	1.0	0.0	1.0	very high
K14130	KEGG	FGAPT2; tryptophan 4-dimethylallyltransferase [EC:2.5.1.34]	2.0	2.0	KEGG	1.0		1.0	very high
K14132	KEGG	FTMPT1; tryprostatin B synthase [EC:2.5.1.106]	2.0	2.0	KEGG	1.0		1.0	very high
K14626	KEGG	actVIA; actinorhodin biosynthesis protein ActVIA	2.0	2.0	KEGG	1.0		1.0	very high
K14628	KEGG	actVI2; enoyl reductase	2.0	2.0	KEGG	1.0		1.0	very high
K14632	KEGG	actVA6; C-6 monooxygenase	2.0	2.0	KEGG	1.0		1.0	very high
K14134	KEGG	FTMPT2; 12alpha,13alpha-dihydroxyfumitremorgin C prenyltransferase [EC:2.5.1.110]	2.0	2.0	KEGG	1.0		1.0	very high
K14135	KEGG	FGAPT1; fumigaclavine A dimethylallyltransferase [EC:2.5.1.100]	2.0	2.0	KEGG	1.0		1.0	very high
K14329	KEGG	ACT; agmatine coumaroyltransferase [EC:2.3.1.64 2.3.1.-]	2.0	2.0	KEGG	1.0		1.0	very high
K14332	KEGG	psaO; photosystem I subunit PsaO	2.0	2.0	KEGG	1.0		1.0	very high
K12745	KEGG	cefF; deacetoxycephalosporin-C hydroxylase [EC:1.14.11.26]	2.0	2.0	KEGG	1.0		1.0	very high
K12707	KEGG	novQ, cloQ; 4-hydroxyphenylpyruvate 3-dimethylallyltransferase [EC:2.5.1.111]	2.0	2.0	KEGG	1.0		1.0	very high
K11155	KEGG	DGAT1; diacylglycerol O-acyltransferase 1 [EC:2.3.1.20 2.3.1.75 2.3.1.76]	2.0	2.0	KEGG	1.0		1.0	very high
K11204	KEGG	GCLC; glutamate--cysteine ligase catalytic subunit [EC:6.3.2.2]	2.0	2.0	KEGG	1.0		1.0	very high
K12241	KEGG	pchG; pyochelin biosynthesis protein PchG	2.0	2.0	KEGG	1.0		1.0	very high
K13248	KEGG	PHOSPHO2; pyridoxal phosphate phosphatase PHOSPHO2 [EC:3.1.3.74]	2.0	2.0	KEGG	1.0		1.0	very high
K13264	KEGG	IF7MAT; isoflavone 7-O-glucoside-6''-O-malonyltransferase [EC:2.3.1.115]	2.0	2.0	KEGG	1.0		1.0	very high
K16916	KEGG	yydJ; putative peptide transport system permease protein	2.0	2.0	KEGG	1.0		1.0	very high
K18011	KEGG	kamE; beta-lysine 5,6-aminomutase beta subunit [EC:5.4.3.3]	2.0	2.0	KEGG	1.0		1.0	very high
K15767	KEGG	absAb; 2-aminobenzenesulfonate 2,3-dioxygenase subunit beta [EC:1.14.12.14]	2.0	2.0	KEGG	1.0		1.0	very high
K15793	KEGG	K15793; acyclic sesquiterpene synthase [EC:4.2.3.49 4.2.3.47 3.1.7.6]	2.0	2.0	KEGG	1.0		1.0	very high
K15884	KEGG	snoaE, aknE1; bifunctional aromatase (cyclase/dehydratase) [EC:4.2.1.-]	2.0	2.0	KEGG	1.0		1.0	very high
K15926	KEGG	jadI; cyclase	2.0	2.0	KEGG	1.0		1.0	very high
K15943	KEGG	snoaL, dnrD, dauD, aknH; nogalonic acid methyl ester cyclase / aklanonic acid methyl ester cyclase [EC:5.5.1.26 5.5.1.23]	2.0	2.0	KEGG	1.0		1.0	very high
K15968	KEGG	tcmI; tetracenomycin F2 cyclase [EC:4.2.1.154]	2.0	2.0	KEGG	1.0		1.0	very high
K15969	KEGG	tcmH; tetracenomycin F1 monooxygenase [EC:1.13.12.21]	2.0	2.0	KEGG	1.0		1.0	very high
K15812	KEGG	CPQ; cucurbitadienol synthase [EC:5.4.99.33]	2.0	2.0	KEGG	1.0		1.0	very high
K15813	KEGG	LUP4; beta-amyrin synthase [EC:5.4.99.39]	2.0	2.0	KEGG	1.0		1.0	very high
K15817	KEGG	DDS; dammarenediol II synthase [EC:4.2.1.125]	2.0	2.0	KEGG	1.0		1.0	very high
K10951	KEGG	SLC12A2, NKCC1; solute carrier family 12 (sodium/potassium/chloride transporter), member 2	2.0	2.0	KEGG	1.0		1.0	very high
K10945	KEGG	pmoB-amoB; methane/ammonia monooxygenase subunit B	2.0	2.0	KEGG	1.0		1.0	very high
K02196	KEGG	ccmD; heme exporter protein D	2.0	2.0	KEGG	1.0		1.0	very high
K02628	KEGG	pecA; phycoerythrocyanin alpha chain	2.0	2.0	KEGG	1.0		1.0	very high
K02285	KEGG	cpcB; phycocyanin beta chain	2.0	2.0	KEGG	1.0		1.0	very high
K02287	KEGG	cpcD; phycocyanin-associated, rod	2.0	2.0	KEGG	1.0		1.0	very high
K02009	KEGG	cbiN; cobalt/nickel transport protein	2.0	2.0	KEGG	1.0		1.0	very high
K02092	KEGG	apcA; allophycocyanin alpha subunit	2.0	2.0	KEGG	1.0		1.0	very high
K02093	KEGG	apcB; allophycocyanin beta subunit	2.0	2.0	KEGG	1.0		1.0	very high
K02094	KEGG	apcC; phycobilisome core linker protein	2.0	2.0	KEGG	1.0		1.0	very high
K02097	KEGG	apcF; phycobilisome core component	2.0	2.0	KEGG	1.0		1.0	very high
K02634	KEGG	petA; apocytochrome f	2.0	2.0	KEGG	1.0		1.0	very high
K02640	KEGG	petG; cytochrome b6-f complex subunit 5	2.0	2.0	KEGG	1.0		1.0	very high
K03541	KEGG	psbR; photosystem II 10kDa protein	2.0	2.0	KEGG	1.0		1.0	very high
K03689	KEGG	petN; cytochrome b6-f complex subunit 8	2.0	2.0	KEGG	1.0		1.0	very high
K02724	KEGG	psbZ; photosystem II PsbZ protein	2.0	2.0	KEGG	1.0		1.0	very high
K02723	KEGG	psbY; photosystem II PsbY protein	2.0	2.0	KEGG	1.0		1.0	very high
K02722	KEGG	psbX; photosystem II PsbX protein	2.0	2.0	KEGG	1.0		1.0	very high
K02721	KEGG	psbW; photosystem II PsbW protein	2.0	2.0	KEGG	1.0		1.0	very high
K02642	KEGG	petL; cytochrome b6-f complex subunit 6	2.0	2.0	KEGG	1.0		1.0	very high
K02643	KEGG	petM; cytochrome b6-f complex subunit 7	2.0	2.0	KEGG	1.0		1.0	very high
K02695	KEGG	psaH; photosystem I subunit VI	2.0	2.0	KEGG	1.0		1.0	very high
K02696	KEGG	psaI; photosystem I subunit VIII	2.0	2.0	KEGG	1.0		1.0	very high
K02699	KEGG	psaL; photosystem I subunit XI	2.0	2.0	KEGG	1.0		1.0	very high
K02700	KEGG	psaM; photosystem I subunit XII	2.0	2.0	KEGG	1.0		1.0	very high
K02701	KEGG	psaN; photosystem I subunit PsaN	2.0	2.0	KEGG	1.0		1.0	very high
K02702	KEGG	psaX; photosystem I 4.8kDa protein	2.0	2.0	KEGG	1.0		1.0	very high
K02704	KEGG	psbB; photosystem II CP47 chlorophyll apoprotein	2.0	2.0	KEGG	1.0		1.0	very high
