id	db	name	filter_essential	filter_glucan	filter_lipid	filter_methyl	filter_nucleotide
PF10658.15	Pfam	Protein of unknown function (DUF2484)	True	False	False	False	False
PF10665.15	Pfam	Minor capsid protein	True	False	False	False	False
PF10666.16	Pfam	Phage tail assembly chaperone protein Gp14 ()A118	True	False	False	False	False
PF10667.16	Pfam	Protein of unknown function (DUF2486)	True	False	False	False	False
PF10668.15	Pfam	Phage terminase small subunit	True	False	False	False	False
PF10670.16	Pfam	Domain of unknown function (DUF4198)	True	False	False	False	False
PF10672.16	Pfam	S-adenosylmethionine-dependent methyltransferase	True	False	False	False	False
PF10673.15	Pfam	Protein of unknown function (DUF2487)	True	False	False	False	False
PF10675.15	Pfam	Protein of unknown function (DUF2489)	True	False	False	False	False
PF10677.16	Pfam	Protein of unknown function (DUF2490)	True	False	False	False	False
PF10678.15	Pfam	Protein of unknown function (DUF2492)	True	False	False	False	False
PF10679.16	Pfam	Protein of unknown function (DUF2491)	True	False	False	False	False
PF10689.15	Pfam	Protein of unknown function (DUF2496)	True	False	False	False	False
PF10691.15	Pfam	Protein of unknown function (DUF2497)	True	False	False	False	False
PF10692.15	Pfam	Protein of unknown function (DUF2498)	True	False	False	False	False
PF10693.15	Pfam	Protein of unknown function (DUF2499)	True	False	False	False	False
PF10694.15	Pfam	Protein of unknown function (DUF2500)	True	False	False	False	False
PF10696.15	Pfam	Protein of unknown function (DUF2501)	True	False	False	False	False
PF10697.14	Pfam	Protein of unknown function (DUF2502)	True	False	False	False	False
PF10698.16	Pfam	Protein of unknown function (DUF2505)	True	False	False	False	False
PF10702.15	Pfam	Protein of unknown function (DUF2507)	True	False	False	False	False
PF10704.15	Pfam	Protein of unknown function (DUF2508)	True	False	False	False	False
PF10708.15	Pfam	Protein of unknown function (DUF2510)	True	False	False	False	False
PF10710.15	Pfam	Protein of unknown function (DUF2512)	True	False	False	False	False
PF10713.15	Pfam	Protein of unknown function (DUF2509)	True	False	False	False	False
PF10715.17	Pfam	T4-page Endoribonuclease RegB	True	False	False	False	False
PF10720.15	Pfam	Protein of unknown function (DUF2515)	True	False	False	False	False
PF10721.15	Pfam	Protein of unknown function (DUF2514)	True	False	False	False	False
PF10724.15	Pfam	Protein of unknown function (DUF2516)	True	False	False	False	False
PF10725.15	Pfam	Protein of unknown function (DUF2517)	True	False	False	False	False
PF10728.15	Pfam	Domain of unknown function (DUF2520)	True	False	False	False	False
PF10730.15	Pfam	Protein of unknown function (DUF2521)	True	False	False	False	False
PF10732.15	Pfam	Protein of unknown function (DUF2524)	True	False	False	False	False
PF10733.16	Pfam	Protein of unknown function (DUF2525)	True	False	False	False	False
PF10734.15	Pfam	Protein of unknown function (DUF2523)	True	False	False	False	False
PF10735.16	Pfam	Protein of unknown function (DUF2526)	True	False	False	False	False
PF10736.16	Pfam	Protein of unknown function (DUF2627)	True	False	False	False	False
PF10739.16	Pfam	Protein of unknown function (DUF2550)	True	False	False	False	False
PF10740.16	Pfam	Domain of unknown function (DUF2529)	True	False	False	False	False
PF10742.15	Pfam	Protein of unknown function (DUF2555)	True	False	False	False	False
PF10745.15	Pfam	Protein of unknown function (DUF2530)	True	False	False	False	False
PF10749.15	Pfam	Protein of unknown function (DUF2534)	True	False	False	False	False
PF10750.15	Pfam	Protein of unknown function (DUF2536)	True	False	False	False	False
PF10751.15	Pfam	Protein of unknown function (DUF2535)	True	False	False	False	False
PF10752.15	Pfam	Protein of unknown function (DUF2533)	True	False	False	False	False
PF10754.16	Pfam	Protein of unknown function (DUF2569)	True	False	False	False	False
PF10755.15	Pfam	Protein of unknown function (DUF2585)	True	False	False	False	False
PF10761.16	Pfam	Protein of unknown function (DUF2590)	True	False	False	False	False
PF10762.15	Pfam	Protein of unknown function (DUF2583)	True	False	False	False	False
PF10763.16	Pfam	Domain of unknown function (DUF2584)	True	False	False	False	False
PF10769.15	Pfam	Protein of unknown function (DUF2594)	True	False	False	False	False
PF10774.16	Pfam	Domain of unknown function (DUF4226)	True	False	False	False	False
PF10776.15	Pfam	Protein of unknown function (DUF2600)	True	False	False	False	False
PF10783.15	Pfam	Protein of unknown function (DUF2599)	True	False	False	False	False
PF10788.16	Pfam	Protein of unknown function (DUF2603)	True	False	False	False	False
PF10790.16	Pfam	Protein of Unknown function (DUF2604)	True	False	False	False	False
PF10792.15	Pfam	Protein of unknown function (DUF2605)	True	False	False	False	False
PF10794.16	Pfam	Protein of unknown function (DUF2606)	True	False	False	False	False
PF10795.15	Pfam	Protein of unknown function (DUF2607)	True	False	False	False	False
PF10797.15	Pfam	Protein of unknown function	True	False	False	False	False
PF10800.13	Pfam	Protein of unknown function (DUF2528)	True	False	False	False	False
PF10801.14	Pfam	Protein of unknown function (DUF2537)	True	False	False	False	False
PF10802.15	Pfam	Protein of unknown function (DUF2540)	True	False	False	False	False
PF10804.14	Pfam	Protein of unknown function (DUF2538)	True	False	False	False	False
PF10807.16	Pfam	Domain of unknown function (DUF2541)	True	False	False	False	False
PF10808.14	Pfam	Protein of unknown function (DUF2542)	True	False	False	False	False
PF10809.15	Pfam	Protein of unknown function (DUF2732)	True	False	False	False	False
PF10810.14	Pfam	Protein of unknown function (DUF2545)	True	False	False	False	False
PF10811.14	Pfam	Protein of unknown function (DUF2532)	True	False	False	False	False
PF10812.13	Pfam	Protein of unknown function (DUF2561)	True	False	False	False	False
PF10816.14	Pfam	Domain of unknown function (DUF2760)	True	False	False	False	False
PF10817.16	Pfam	Protein of unknown function (DUF2563)	True	False	False	False	False
PF10819.14	Pfam	Protein of unknown function (DUF2564)	True	False	False	False	False
PF10820.15	Pfam	Protein of unknown function (DUF2543)	True	False	False	False	False
PF10821.14	Pfam	Protein of unknown function (DUF2567)	True	False	False	False	False
PF10823.14	Pfam	Protein of unknown function (DUF2568)	True	False	False	False	False
PF10825.14	Pfam	Protein of unknown function (DUF2752)	True	False	False	False	False
PF10826.15	Pfam	Protein of unknown function (DUF2551)	True	False	False	False	False
PF10827.15	Pfam	Protein of unknown function (DUF2552)	True	False	False	False	False
PF10828.15	Pfam	Protein of unknown function (DUF2570)	True	False	False	False	False
PF10829.15	Pfam	Protein of unknown function (DUF2554)	True	False	False	False	False
PF10830.14	Pfam	Protein of unknown function (DUF2553)	True	False	False	False	False
PF10831.15	Pfam	Protein of unknown function (DUF2556)	True	False	False	False	False
PF10833.15	Pfam	Protein of unknown function (DUF2572)	True	False	False	False	False
PF10834.15	Pfam	Protein of unknown function (DUF2560)	True	False	False	False	False
PF10835.14	Pfam	Protein of unknown function (DUF2573)	True	False	False	False	False
PF10836.13	Pfam	Protein of unknown function (DUF2574)	True	False	False	False	False
PF10838.15	Pfam	Protein of unknown function (DUF2677)	True	False	False	False	False
PF10839.14	Pfam	Protein of unknown function (DUF2647)	True	False	False	False	False
PF10840.15	Pfam	Protein of unknown function (DUF2645)	True	False	False	False	False
PF10841.14	Pfam	Protein of unknown function (DUF2644)	True	False	False	False	False
PF10842.15	Pfam	Domain of unknown function (DUF2642)	True	False	False	False	False
PF10844.14	Pfam	Protein of unknown function (DUF2577)	True	False	False	False	False
PF10845.15	Pfam	Protein of unknown function (DUF2576)	True	False	False	False	False
PF10846.14	Pfam	Protein of unknown function (DUF2722)	True	False	False	False	False
PF10847.15	Pfam	Protein of unknown function (DUF2656)	True	False	False	False	False
PF10849.13	Pfam	Protein of unknown function (DUF2654)	True	False	False	False	False
PF10850.14	Pfam	Protein of unknown function (DUF2653)	True	False	False	False	False
PF10851.14	Pfam	Protein of unknown function (DUF2652)	True	False	False	False	False
PF10852.15	Pfam	Protein of unknown function (DUF2651)	True	False	False	False	False
PF10853.14	Pfam	Protein of unknown function (DUF2650)	True	False	False	False	False
PF10854.14	Pfam	Protein of unknown function (DUF2649)	True	False	False	False	False
PF10856.14	Pfam	Protein of unknown function (DUF2678)	True	False	False	False	False
PF10857.14	Pfam	Protein of unknown function (DUF2701)	True	False	False	False	False
PF10858.15	Pfam	Protein of unknown function (DUF2659)	True	False	False	False	False
PF10859.13	Pfam	Protein of unknown function (DUF2660)	True	False	False	False	False
PF10860.13	Pfam	Protein of unknown function (DUF2661)	True	False	False	False	False
PF10861.14	Pfam	Protein of Unknown function (DUF2784)	True	False	False	False	False
PF10864.14	Pfam	Protein of unknown function (DUF2663)	True	False	False	False	False
PF10865.15	Pfam	Domain of unknown function (DUF2703)	True	False	False	False	False
PF10866.13	Pfam	Protein of unknown function (DUF2704)	True	False	False	False	False
PF10867.14	Pfam	Protein of unknown function (DUF2664)	True	False	False	False	False
PF10869.14	Pfam	Domain of unknown function (DUF2666)	True	False	False	False	False
PF10870.15	Pfam	Protein of unknown function (DUF2729)	True	False	False	False	False
PF10871.14	Pfam	Protein of unknown function (DUF2748)	True	False	False	False	False
PF10872.15	Pfam	Protein of unknown function (DUF2740)	True	False	False	False	False
PF10874.13	Pfam	Protein of unknown function (DUF2746)	True	False	False	False	False
PF10875.14	Pfam	Protein of unknown function (DUF2670)	True	False	False	False	False
PF10876.15	Pfam	Phage tail assembly chaperone protein, TAC	True	False	False	False	False
PF10877.14	Pfam	Protein of unknown function (DUF2671)	True	False	False	False	False
PF10878.15	Pfam	Protein of unknown function (DUF2672)	True	False	False	False	False
PF10879.15	Pfam	Protein of unknown function (DUF2674)	True	False	False	False	False
PF10880.13	Pfam	Protein of unknown function (DUF2673)	True	False	False	False	False
PF10881.15	Pfam	Protein of unknown function (DUF2726)	True	False	False	False	False
PF10883.14	Pfam	Protein of unknown function (DUF2681)	True	False	False	False	False
PF10884.15	Pfam	Protein of unknown function (DUF2683)	True	False	False	False	False
PF10886.15	Pfam	Protein of unknown function (DUF2685)	True	False	False	False	False
PF10887.14	Pfam	Protein of unknown function (DUF2686)	True	False	False	False	False
PF10888.15	Pfam	Protein of unknown function (DUF2742)	True	False	False	False	False
PF10891.14	Pfam	Protein of unknown function (DUF2719)	True	False	False	False	False
PF10892.13	Pfam	Protein of unknown function (DUF2688)	True	False	False	False	False
PF10894.14	Pfam	Protein of unknown function (DUF2689)	True	False	False	False	False
PF10895.16	Pfam	Domain of unknown function (DUF2715)	True	False	False	False	False
PF10896.14	Pfam	Protein of unknown function (DUF2714)	True	False	False	False	False
PF10897.14	Pfam	Protein of unknown function (DUF2713)	True	False	False	False	False
PF10898.14	Pfam	Protein of unknown function (DUF2716)	True	False	False	False	False
PF10901.14	Pfam	Protein of unknown function (DUF2690)	True	False	False	False	False
PF10903.15	Pfam	Protein of unknown function (DUF2691)	True	False	False	False	False
PF10904.14	Pfam	Protein of unknown function (DUF2694)	True	False	False	False	False
PF10905.14	Pfam	Protein of unknown function (DUF2695)	True	False	False	False	False
PF10907.15	Pfam	Protein of unknown function (DUF2749)	True	False	False	False	False
PF10909.14	Pfam	Protein of unknown function (DUF2682)	True	False	False	False	False
PF10913.14	Pfam	Protein of unknown function (DUF2706)	True	False	False	False	False
PF10915.14	Pfam	Protein of unknown function (DUF2709)	True	False	False	False	False
PF10916.15	Pfam	Protein of unknown function (DUF2712)	True	False	False	False	False
PF10918.14	Pfam	Protein of unknown function (DUF2718)	True	False	False	False	False
PF10920.16	Pfam	Protein of unknown function (DUF2705)	True	False	False	False	False
PF10921.15	Pfam	Protein of unknown function (DUF2710)	True	False	False	False	False
PF10924.14	Pfam	Protein of unknown function (DUF2711)	True	False	False	False	False
PF10925.14	Pfam	Protein of unknown function (DUF2680)	True	False	False	False	False
PF10926.15	Pfam	Protein of unknown function (DUF2800)	True	False	False	False	False
PF10927.14	Pfam	Protein of unknown function (DUF2738)	True	False	False	False	False
PF10928.14	Pfam	Protein of unknown function (DUF2810)	True	False	False	False	False
PF10929.14	Pfam	Protein of unknown function (DUF2811)	True	False	False	False	False
PF10930.14	Pfam	Protein of unknown function (DUF2737)	True	False	False	False	False
PF10931.14	Pfam	Protein of unknown function (DUF2735)	True	False	False	False	False
PF10932.14	Pfam	Protein of unknown function (DUF2783)	True	False	False	False	False
PF10933.15	Pfam	Protein of unknown function (DUF2827)	True	False	False	False	False
PF10934.15	Pfam	Contractile injection system sheath initiator	True	False	False	False	False
PF10935.14	Pfam	Protein of unknown function (DUF2637)	True	False	False	False	False
PF10936.16	Pfam	Protein of unknown function DUF2617	True	False	False	False	False
PF10939.14	Pfam	Protein of unknown function (DUF2631)	True	False	False	False	False
PF10941.14	Pfam	Protein of unknown function DUF2620	True	False	False	False	False
PF10942.14	Pfam	Protein of unknown function (DUF2619)	True	False	False	False	False
PF10943.14	Pfam	Protein of unknown function (DUF2632)	True	False	False	False	False
PF10944.14	Pfam	Protein of unknown function (DUF2630)	True	False	False	False	False
PF10946.14	Pfam	Protein of unknown function DUF2625	True	False	False	False	False
PF10947.14	Pfam	Protein of unknown function (DUF2628)	True	False	False	False	False
PF10948.14	Pfam	Protein of unknown function (DUF2635)	True	False	False	False	False
PF10949.14	Pfam	Protein of unknown function (DUF2777)	True	False	False	False	False
PF10951.15	Pfam	Protein of unknown function (DUF2776)	True	False	False	False	False
PF10952.16	Pfam	Protein of unknown function (DUF2753)	True	False	False	False	False
PF10953.14	Pfam	Protein of unknown function (DUF2754)	True	False	False	False	False
PF10954.13	Pfam	Protein of unknown function (DUF2755)	True	False	False	False	False
PF10956.14	Pfam	Protein of unknown function (DUF2756)	True	False	False	False	False
PF10958.14	Pfam	Protein of unknown function (DUF2759)	True	False	False	False	False
PF10959.14	Pfam	Protein of unknown function (DUF2761)	True	False	False	False	False
PF10962.14	Pfam	Protein of unknown function (DUF2764)	True	False	False	False	False
PF10963.15	Pfam	Phage tail assembly chaperone	True	False	False	False	False
PF10964.15	Pfam	Protein of unknown function (DUF2766)	True	False	False	False	False
PF10965.14	Pfam	Protein of unknown function (DUF2767)	True	False	False	False	False
PF10966.14	Pfam	Protein of unknown function (DUF2768)	True	False	False	False	False
PF10967.15	Pfam	Protein of unknown function (DUF2769)	True	False	False	False	False
PF10968.15	Pfam	Protein of unknown function (DUF2770)	True	False	False	False	False
PF10969.14	Pfam	Protein of unknown function (DUF2771)	True	False	False	False	False
PF10971.13	Pfam	Protein of unknown function (DUF2773)	True	False	False	False	False
PF10973.14	Pfam	Protein of unknown function (DUF2799)	True	False	False	False	False
PF10974.16	Pfam	Domain of unknown function (DUF2804)	True	False	False	False	False
PF10975.15	Pfam	Protein of unknown function (DUF2802)	True	False	False	False	False
PF10976.14	Pfam	Protein of unknown function (DUF2790)	True	False	False	False	False
PF10977.14	Pfam	Protein of unknown function (DUF2797)	True	False	False	False	False
PF10978.14	Pfam	Protein of unknown function (DUF2785)	True	False	False	False	False
PF10979.14	Pfam	Protein of unknown function (DUF2786)	True	False	False	False	False
PF10980.14	Pfam	Protein of unknown function (DUF2787)	True	False	False	False	False
PF10981.14	Pfam	Protein of unknown function (DUF2788)	True	False	False	False	False
PF10982.14	Pfam	Protein of unknown function (DUF2789)	True	False	False	False	False
PF10983.14	Pfam	Protein of unknown function (DUF2793)	True	False	False	False	False
PF10984.14	Pfam	Protein of unknown function (DUF2794)	True	False	False	False	False
PF10985.14	Pfam	Protein of unknown function (DUF2805)	True	False	False	False	False
PF10987.14	Pfam	Protein of unknown function (DUF2806)	True	False	False	False	False
PF10989.14	Pfam	Protein of unknown function (DUF2808)	True	False	False	False	False
PF10990.14	Pfam	Protein of unknown function (DUF2809)	True	False	False	False	False
PF10993.14	Pfam	Protein of unknown function (DUF2818)	True	False	False	False	False
PF10994.14	Pfam	Protein of unknown function (DUF2817)	True	False	False	False	False
PF10998.15	Pfam	Protein of unknown function (DUF2838)	True	False	False	False	False
PF10999.14	Pfam	Protein of unknown function (DUF2839)	True	False	False	False	False
PF11000.14	Pfam	Protein of unknown function (DUF2840)	True	False	False	False	False
PF11003.14	Pfam	Protein of unknown function (DUF2842)	True	False	False	False	False
PF11005.14	Pfam	Protein of unknown function (DUF2844)	True	False	False	False	False
PF11006.14	Pfam	Protein of unknown function (DUF2845)	True	False	False	False	False
PF11008.15	Pfam	Protein of unknown function (DUF2846)	True	False	False	False	False
PF11010.14	Pfam	Protein of unknown function (DUF2848)	True	False	False	False	False
PF11011.14	Pfam	Protein of unknown function (DUF2849)	True	False	False	False	False
PF11012.15	Pfam	Protein of unknown function (DUF2850)	True	False	False	False	False
PF11013.14	Pfam	Protein of unknown function (DUF2851)	True	False	False	False	False
PF11014.14	Pfam	Protein of unknown function (DUF2852)	True	False	False	False	False
PF11015.14	Pfam	Protein of unknown function (DUF2853)	True	False	False	False	False
PF11016.14	Pfam	Protein of unknown function (DUF2854)	True	False	False	False	False
PF11017.15	Pfam	Protein of unknown function (DUF2855)	True	False	False	False	False
PF11019.15	Pfam	Protein of unknown function (DUF2608)	True	False	False	False	False
PF11020.16	Pfam	Domain of unknown function (DUF2610)	True	False	False	False	False
PF11021.14	Pfam	Protein of unknown function (DUF2613)	True	False	False	False	False
PF11026.14	Pfam	Protein of unknown function (DUF2721)	True	False	False	False	False
PF11027.14	Pfam	Protein of unknown function (DUF2615)	True	False	False	False	False
PF11030.14	Pfam	Nucleocapsid protein N	True	False	False	False	False
PF11039.13	Pfam	Protein of unknown function (DUF2824)	True	False	False	False	False
PF11041.14	Pfam	Bacteriophage baseplate wedge 1 protein	True	False	False	False	False
PF11042.14	Pfam	Protein of unknown function (DUF2750)	True	False	False	False	False
PF11053.13	Pfam	Terminase DNA packaging enzyme	True	False	False	False	False
PF11059.15	Pfam	Protein of unknown function (DUF2860)	True	False	False	False	False
PF11060.15	Pfam	Protein of unknown function (DUF2861)	True	False	False	False	False
PF11062.14	Pfam	Protein of unknown function (DUF2863)	True	False	False	False	False
PF11064.14	Pfam	Protein of unknown function (DUF2865)	True	False	False	False	False
PF11065.14	Pfam	Protein of unknown function (DUF2866)	True	False	False	False	False
PF11066.15	Pfam	Protein of unknown function (DUF2867)	True	False	False	False	False
PF11067.14	Pfam	Protein of unknown function (DUF2868)	True	False	False	False	False
PF11070.14	Pfam	Protein of unknown function (DUF2871)	True	False	False	False	False
PF11072.14	Pfam	Protein of unknown function (DUF2859)	True	False	False	False	False
PF11074.15	Pfam	Domain of unknown function (DUF2779)	True	False	False	False	False
PF11075.14	Pfam	Protein of unknown function VcgC/VcgE (DUF2780)	True	False	False	False	False
PF11077.15	Pfam	Protein of unknown function (DUF2616)	True	False	False	False	False
PF11079.14	Pfam	Bacterial protein YqhG of unknown function	True	False	False	False	False
PF11080.14	Pfam	Endoribonuclease GhoS	True	False	False	False	False
PF11082.13	Pfam	Protein of unknown function (DUF2880)	True	False	False	False	False
PF11084.14	Pfam	Protein of unknown function (DUF2621)	True	False	False	False	False
PF11086.14	Pfam	Protein of unknown function (DUF2878)	True	False	False	False	False
PF11097.14	Pfam	Protein of unknown function (DUF2883)	True	False	False	False	False
PF11101.14	Pfam	Protein of unknown function (DUF2884)	True	False	False	False	False
PF11103.15	Pfam	Protein of unknown function (DUF2887)	True	False	False	False	False
PF11110.13	Pfam	Baseplate hub distal subunit	True	False	False	False	False
PF11114.14	Pfam	Minor capsid protein	True	False	False	False	False
PF11115.15	Pfam	Protein of unknown function (DUF2623)	True	False	False	False	False
PF11116.14	Pfam	Protein of unknown function (DUF2624)	True	False	False	False	False
PF11117.14	Pfam	Protein of unknown function (DUF2626)	True	False	False	False	False
PF11118.14	Pfam	Protein of unknown function (DUF2627)	True	False	False	False	False
PF11119.14	Pfam	Protein of unknown function (DUF2633)	True	False	False	False	False
PF11121.14	Pfam	Protein of unknown function (DUF2639)	True	False	False	False	False
PF11128.14	Pfam	Plant viral coat protein nucleocapsid	True	False	False	False	False
PF11135.14	Pfam	Protein of unknown function (DUF2888)	True	False	False	False	False
PF11136.14	Pfam	Protein of unknown function (DUF2889)	True	False	False	False	False
PF11137.14	Pfam	Protein of unknown function (DUF2909)	True	False	False	False	False
PF11138.14	Pfam	Protein of unknown function (DUF2911)	True	False	False	False	False
PF11140.14	Pfam	Protein of unknown function (DUF2913)	True	False	False	False	False
PF11141.14	Pfam	Protein of unknown function (DUF2914)	True	False	False	False	False
PF11142.14	Pfam	Protein of unknown function (DUF2917)	True	False	False	False	False
PF11143.14	Pfam	Protein of unknown function (DUF2919)	True	False	False	False	False
PF11144.15	Pfam	Protein of unknown function (DUF2920)	True	False	False	False	False
PF11146.14	Pfam	Protein of unknown function (DUF2905)	True	False	False	False	False
PF11148.15	Pfam	Protein of unknown function (DUF2922)	True	False	False	False	False
PF11149.14	Pfam	Protein of unknown function (DUF2924)	True	False	False	False	False
PF11150.14	Pfam	Protein of unknown function (DUF2927)	True	False	False	False	False
PF11151.14	Pfam	Protein of unknown function (DUF2929)	True	False	False	False	False
PF11153.14	Pfam	Protein of unknown function (DUF2931)	True	False	False	False	False
PF11154.14	Pfam	Protein of unknown function (DUF2934)	True	False	False	False	False
PF11155.14	Pfam	Domain of unknown function (DUF2935)	True	False	False	False	False
PF11157.14	Pfam	Protein of unknown function (DUF2937)	True	False	False	False	False
PF11158.14	Pfam	Protein of unknown function (DUF2938)	True	False	False	False	False
PF11159.14	Pfam	Protein of unknown function (DUF2939)	True	False	False	False	False
PF11161.14	Pfam	Protein of unknown function (DUF2946)	True	False	False	False	False
PF11162.14	Pfam	Protein of unknown function (DUF2946)	True	False	False	False	False
PF11163.14	Pfam	Protein of unknown function (DUF2947)	True	False	False	False	False
PF11164.14	Pfam	Protein of unknown function (DUF2948)	True	False	False	False	False
PF11165.14	Pfam	Protein of unknown function (DUF2949)	True	False	False	False	False
PF11166.13	Pfam	Protein of unknown function (DUF2951)	True	False	False	False	False
PF11167.14	Pfam	Protein of unknown function (DUF2953)	True	False	False	False	False
PF11168.15	Pfam	Protein of unknown function (DUF2955)	True	False	False	False	False
PF11169.14	Pfam	Protein of unknown function (DUF2956)	True	False	False	False	False
PF11170.15	Pfam	Protein of unknown function (DUF2957)	True	False	False	False	False
PF11171.14	Pfam	Protein of unknown function (DUF2958)	True	False	False	False	False
PF11172.14	Pfam	Protein of unknown function (DUF2959)	True	False	False	False	False
PF11173.14	Pfam	Protein of unknown function (DUF2960)	True	False	False	False	False
PF11174.14	Pfam	Protein of unknown function (DUF2970)	True	False	False	False	False
PF11177.15	Pfam	Protein of unknown function (DUF2964)	True	False	False	False	False
PF11178.14	Pfam	Protein of unknown function (DUF2963)	True	False	False	False	False
PF11179.13	Pfam	Protein of unknown function (DUF2967)	True	False	False	False	False
PF11180.14	Pfam	Protein of unknown function (DUF2968)	True	False	False	False	False
PF11184.14	Pfam	Protein of unknown function (DUF2969)	True	False	False	False	False
PF11185.14	Pfam	Protein of unknown function (DUF2971)	True	False	False	False	False
PF11186.14	Pfam	Protein of unknown function (DUF2972)	True	False	False	False	False
PF11188.14	Pfam	Protein of unknown function (DUF2975)	True	False	False	False	False
PF11189.14	Pfam	Protein of unknown function (DUF2973)	True	False	False	False	False
PF11190.14	Pfam	Protein of unknown function (DUF2976)	True	False	False	False	False
PF11191.14	Pfam	Protein of unknown function (DUF2782)	True	False	False	False	False
PF11192.14	Pfam	Protein of unknown function (DUF2977)	True	False	False	False	False
PF11193.14	Pfam	Protein of unknown function (DUF2812)	True	False	False	False	False
PF11196.14	Pfam	Protein of unknown function DUF2834	True	False	False	False	False
PF11197.14	Pfam	Protein of unknown function (DUF2835)	True	False	False	False	False
PF11198.14	Pfam	Protein of unknown function (DUF2857)	True	False	False	False	False
PF11199.14	Pfam	Protein of unknown function (DUF2891)	True	False	False	False	False
PF11200.14	Pfam	Protein of unknown function (DUF2981)	True	False	False	False	False
PF11201.14	Pfam	Protein of unknown function (DUF2982)	True	False	False	False	False
PF11204.14	Pfam	Protein of unknown function (DUF2985)	True	False	False	False	False
PF11205.14	Pfam	Protein of unknown function (DUF2987)	True	False	False	False	False
PF11207.14	Pfam	Protein of unknown function (DUF2989)	True	False	False	False	False
PF11208.14	Pfam	Protein of unknown function (DUF2992)	True	False	False	False	False
PF11210.14	Pfam	Protein of unknown function (DUF2996)	True	False	False	False	False
PF11211.14	Pfam	Protein of unknown function (DUF2997)	True	False	False	False	False
PF11212.15	Pfam	Protein of unknown function (DUF2999)	True	False	False	False	False
PF11213.14	Pfam	Protein of unknown function (DUF3006)	True	False	False	False	False
PF11215.14	Pfam	Protein of unknown function (DUF3010)	True	False	False	False	False
PF11216.14	Pfam	Protein of unknown function (DUF3012)	True	False	False	False	False
PF11217.14	Pfam	Protein of unknown function (DUF3013)	True	False	False	False	False
PF11218.14	Pfam	Protein of unknown function (DUF3011)	True	False	False	False	False
PF11219.14	Pfam	Protein of unknown function (DUF3014)	True	False	False	False	False
PF11220.14	Pfam	Protein of unknown function (DUF3015)	True	False	False	False	False
PF11222.14	Pfam	Protein of unknown function (DUF3017)	True	False	False	False	False
PF11224.14	Pfam	Protein of unknown function (DUF3023)	True	False	False	False	False
PF11225.15	Pfam	Domain of unknown function (DUF3024)	True	False	False	False	False
PF11226.15	Pfam	Protein of unknown function (DUF3022)	True	False	False	False	False
PF11227.14	Pfam	Protein of unknown function (DUF3025)	True	False	False	False	False
PF11228.14	Pfam	Protein of unknown function (DUF3027)	True	False	False	False	False
PF11231.15	Pfam	Protein of unknown function (DUF3034)	True	False	False	False	False
PF11233.14	Pfam	Protein of unknown function (DUF3035)	True	False	False	False	False
PF11236.14	Pfam	Protein of unknown function (DUF3037)	True	False	False	False	False
PF11237.14	Pfam	Protein of unknown function (DUF3038)	True	False	False	False	False
PF11238.14	Pfam	Protein of unknown function (DUF3039)	True	False	False	False	False
PF11239.14	Pfam	Protein of unknown function (DUF3040)	True	False	False	False	False
PF11240.14	Pfam	Protein of unknown function (DUF3042)	True	False	False	False	False
PF11241.14	Pfam	Protein of unknown function (DUF3043)	True	False	False	False	False
PF11242.15	Pfam	Protein of unknown function (DUF2774)	True	False	False	False	False
PF11243.14	Pfam	Protein of unknown function (DUF3045)	True	False	False	False	False
PF11245.14	Pfam	Protein of unknown function (DUF2544)	True	False	False	False	False
PF11248.14	Pfam	Protein of unknown function (DUF3046)	True	False	False	False	False
PF11249.14	Pfam	Protein of unknown function (DUF3047)	True	False	False	False	False
PF11252.14	Pfam	Protein of unknown function (DUF3051)	True	False	False	False	False
PF11253.14	Pfam	Protein of unknown function (DUF3052)	True	False	False	False	False
PF11254.14	Pfam	Protein of unknown function (DUF3053)	True	False	False	False	False
PF11255.14	Pfam	Protein of unknown function (DUF3054)	True	False	False	False	False
PF11258.14	Pfam	Protein of unknown function (DUF3048) N-terminal domain	True	False	False	False	False
PF11259.14	Pfam	Protein of unknown function (DUF3060)	True	False	False	False	False
PF11267.14	Pfam	Domain of unknown function (DUF3067)	True	False	False	False	False
PF11268.14	Pfam	Protein of unknown function (DUF3071)	True	False	False	False	False
PF11269.15	Pfam	Protein of unknown function (DUF3069)	True	False	False	False	False
PF11272.14	Pfam	Protein of unknown function (DUF3072)	True	False	False	False	False
PF11273.14	Pfam	Protein of unknown function (DUF3073)	True	False	False	False	False
PF11274.15	Pfam	Protein of unknown function (DUF3074)	True	False	False	False	False
PF11275.14	Pfam	Protein of unknown function (DUF3077)	True	False	False	False	False
PF11276.15	Pfam	Protein of unknown function (DUF3078)	True	False	False	False	False
PF11278.14	Pfam	Protein of unknown function (DUF3079)	True	False	False	False	False
PF11279.14	Pfam	Protein of unknown function (DUF3080)	True	False	False	False	False
PF11280.15	Pfam	Protein of unknown function (DUF3081)	True	False	False	False	False
PF11281.15	Pfam	Protein of unknown function (DUF3083)	True	False	False	False	False
PF11282.14	Pfam	Protein of unknown function (DUF3082)	True	False	False	False	False
PF11283.14	Pfam	Protein of unknown function (DUF3084)	True	False	False	False	False
PF11284.14	Pfam	Protein of unknown function (DUF3085)	True	False	False	False	False
PF11285.14	Pfam	Protein of unknown function (DUF3086)	True	False	False	False	False
PF11286.14	Pfam	Protein of unknown function (DUF3087)	True	False	False	False	False
