id	db	name	filter_essential	filter_glucan	filter_lipid	filter_methyl	filter_nucleotide
HMMsoil19929	FOAM	URE; urease [EC:3.5.1.5]	False	False	False	False	True
HMMsoil1993	FOAM	Antibiotic ABC transporter [mD:m00248]	True	False	False	False	False
HMMsoil19939	FOAM	trpB; tryptophan synthase beta chain [EC:4.2.1.20]; TRP; tryptophan synthase [EC:4.2.1.20]; trpA; tryptophan synthase alpha chain [EC:4.2.1.20]; trpF; phosphoribosylanthranilate isomerase [EC:5.3.1.24]	False	False	False	False	True
HMMsoil19942	FOAM	NTH; endonuclease III [EC:4.2.99.18]	True	False	False	False	False
HMMsoil19946	FOAM	carB, CPA2; carbamoyl-phosphate synthase large subunit [EC:6.3.5.5]	False	False	False	False	True
HMMsoil19954	FOAM	bacA; undecaprenyl-diphosphatase [EC:3.6.1.27]	True	True	False	False	False
HMMsoil19954	FOAM	bacA; undecaprenyl-diphosphatase [EC:3.6.1.27]	True	True	False	False	False
HMMsoil19956	FOAM	amiABC; N-acetylmuramoyl-L-alanine amidase [EC:3.5.1.28]	True	False	False	False	False
HMMsoil19965	FOAM	treC; trehalose-6-phosphate hydrolase [EC:3.2.1.93]	True	False	False	False	False
HMMsoil1997	FOAM	bgaB, lacA; beta-galactosidase [EC:3.2.1.23]; lacZ; beta-galactosidase [EC:3.2.1.23]; GLB1, ELNR1; beta-galactosidase [EC:3.2.1.23]	True	True	False	False	False
HMMsoil19971	FOAM	lpxA; UDP-N-acetylglucosamine acyltransferase [EC:2.3.1.129]	False	True	True	False	True
HMMsoil19971	FOAM	lpxA; UDP-N-acetylglucosamine acyltransferase [EC:2.3.1.129]	False	True	True	False	True
HMMsoil19975	FOAM	purF, PPAT; amidophosphoribosyltransferase [EC:2.4.2.14]	True	False	False	False	True
HMMsoil19978	FOAM	patA; aminotransferase [EC:2.6.1.-]	False	True	False	False	True
HMMsoil19978	FOAM	patA; aminotransferase [EC:2.6.1.-]	False	True	False	False	True
HMMsoil20	FOAM	wbtD; galacturonosyltransferase WbtD [EC:2.4.1.-]	True	True	False	False	False
HMMsoil20018	FOAM	NTH; endonuclease III [EC:4.2.99.18]	True	False	False	False	False
HMMsoil20024	FOAM	lpxA; UDP-N-acetylglucosamine acyltransferase [EC:2.3.1.129]	False	True	True	False	True
HMMsoil20024	FOAM	lpxA; UDP-N-acetylglucosamine acyltransferase [EC:2.3.1.129]	False	True	True	False	True
HMMsoil20031	FOAM	rbsA; ribose transport system ATP-binding protein [EC:7.5.2.7]; ABC.SS.A; simple sugar transport system ATP-binding protein [EC:7.5.2.-]	False	False	False	False	True
HMMsoil20032	FOAM	pgmB; beta-phosphoglucomutase [EC:5.4.2.6]	False	True	False	False	False
HMMsoil20036	FOAM	lpxL, htrB; Kdo2-lipid IVA lauroyltransferase/acyltransferase [EC:2.3.1.241] [EC:2.3.1.-]	False	True	True	False	False
HMMsoil20036	FOAM	lpxL, htrB; Kdo2-lipid IVA lauroyltransferase/acyltransferase [EC:2.3.1.241] [EC:2.3.1.-]	False	True	True	False	False
HMMsoil2004	FOAM	trpGD; anthranilate synthase/phosphoribosyltransferase [EC:4.1.3.27] [EC:2.4.2.18]	True	True	False	False	True
HMMsoil20054	FOAM	sacC, levB; levanase [EC:3.2.1.65]	True	True	False	False	False
HMMsoil20062	FOAM	waaB, rfaB; UDP-D-galactose:(glucosyl)LPS alpha-1,6-D-galactosyltransferase [EC:2.4.1.-]	True	True	True	False	True
HMMsoil20062	FOAM	waaB, rfaB; UDP-D-galactose:(glucosyl)LPS alpha-1,6-D-galactosyltransferase [EC:2.4.1.-]	True	True	True	False	True
HMMsoil20074	FOAM	cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8] [EC:1.8.4.10]	False	False	False	False	True
HMMsoil2008	FOAM	TRP1; anthranilate synthase / indole-3-glycerol phosphate synthase / phosphoribosylanthranilate isomerase [EC:4.1.3.27] [EC:4.1.1.48] [EC:5.3.1.24]; trpG; anthranilate synthase component II [EC:4.1.3.27]; TRP3; anthranilate synthase / indole-3-glycerol phosphate synthase [EC:4.1.3.27] [EC:4.1.1.48]	False	False	False	False	True
HMMsoil20083	FOAM	carA, CPA1; carbamoyl-phosphate synthase small subunit [EC:6.3.5.5]	False	False	False	False	True
HMMsoil20090	FOAM	mttB; trimethylamine---corrinoid protein Co-methyltransferase [EC:2.1.1.250]	False	False	False	True	False
HMMsoil201	FOAM	AMY, amyA, malS; alpha-amylase [EC:3.2.1.1]	True	True	False	False	False
HMMsoil20102	FOAM	bglX; beta-glucosidase [EC:3.2.1.21]	True	True	False	False	False
HMMsoil20112	FOAM	Antibiotic ABC transporter [mD:m00248]	True	False	False	False	False
HMMsoil20133	FOAM	ABC-2.LPSE.A; lipopolysaccharide transport system ATP-binding protein	False	False	True	False	False
HMMsoil20134	FOAM	lpxL, htrB; Kdo2-lipid IVA lauroyltransferase/acyltransferase [EC:2.3.1.241] [EC:2.3.1.-]	False	True	True	False	False
HMMsoil20134	FOAM	lpxL, htrB; Kdo2-lipid IVA lauroyltransferase/acyltransferase [EC:2.3.1.241] [EC:2.3.1.-]	False	True	True	False	False
HMMsoil20137	FOAM	E2.4.1.183; alpha-1,3-glucan synthase [EC:2.4.1.183]	True	True	False	False	False
HMMsoil20138	FOAM	AMY, amyA, malS; alpha-amylase [EC:3.2.1.1]	True	True	False	False	False
HMMsoil20139	FOAM	E1.2.1.88; 1-pyrroline-5-carboxylate dehydrogenase [EC:1.2.1.88]; putA; RHH-type transcriptional regulator, proline utilization regulon repressor / proline dehydrogenase / delta 1-pyrroline-5-carboxylate dehydrogenase [EC:1.5.5.2] [EC:1.2.1.88]	True	False	False	False	False
HMMsoil20141	FOAM	Antibiotic ABC transporter [mD:m00248]	True	False	False	False	False
HMMsoil20142	FOAM	Antibiotic ABC transporter [mD:m00248]	True	False	False	False	False
HMMsoil20145	FOAM	pulA; pullulanase [EC:3.2.1.41]	True	True	False	False	False
HMMsoil20151	FOAM	treZ, glgZ; maltooligosyltrehalose trehalohydrolase [EC:3.2.1.141]	True	True	False	False	False
HMMsoil20152	FOAM	pgm; phosphoglucomutase [EC:5.4.2.2]; manB; phosphomannomutase [EC:5.4.2.8]	False	True	False	False	True
HMMsoil20152	FOAM	pgm; phosphoglucomutase [EC:5.4.2.2]; manB; phosphomannomutase [EC:5.4.2.8]	False	True	False	False	True
HMMsoil20173	FOAM	Antibiotic ABC transporter [mD:m00248]	True	False	False	False	False
HMMsoil20180	FOAM	STAR1, fetA; UDP-glucose/iron transport system ATP-binding protein	False	False	False	False	True
HMMsoil20190	FOAM	ENPP1_3, CD203; ectonucleotide pyrophosphatase/phosphodiesterase family member 1/3 [EC:3.1.4.1] [EC:3.6.1.9]	False	False	False	False	True
HMMsoil20191	FOAM	Antibiotic ABC transporter [mD:m00248]	True	False	False	False	False
HMMsoil20192	FOAM	Antibiotic ABC transporter [mD:m00248]	True	False	False	False	False
HMMsoil20193	FOAM	Antibiotic ABC transporter [mD:m00248]	True	False	False	False	False
HMMsoil20194	FOAM	yfbR; 5'-deoxynucleotidase [EC:3.1.3.89]	False	False	False	False	True
HMMsoil20195	FOAM	cofH; 5-amino-6-(D-ribitylamino)uracil---L-tyrosine 4-hydroxyphenyl transferase [EC:2.5.1.147]	False	False	False	False	True
HMMsoil20196	FOAM	Antibiotic ABC transporter [mD:m00248]	True	False	False	False	False
HMMsoil20198	FOAM	carB, CPA2; carbamoyl-phosphate synthase large subunit [EC:6.3.5.5]	False	False	False	False	True
HMMsoil202	FOAM	IFIH1, MDA5; interferon-induced helicase C domain-containing protein 1 [EC:3.6.4.13]	True	False	False	False	False
HMMsoil20202	FOAM	NTH; endonuclease III [EC:4.2.99.18]	True	False	False	False	False
HMMsoil20207	FOAM	manY; mannose PTS system EIIC component	False	True	False	False	False
HMMsoil20215	FOAM	PFAS, purL; phosphoribosylformylglycinamidine synthase [EC:6.3.5.3]	False	False	False	False	True
HMMsoil20216	FOAM	relA; GTP pyrophosphokinase [EC:2.7.6.5]	False	False	False	False	True
HMMsoil20219	FOAM	E3.1.3.5; 5'-nucleotidase [EC:3.1.3.5]	False	False	False	False	True
HMMsoil20220	FOAM	cpdB; 2',3'-cyclic-nucleotide 2'-phosphodiesterase / 3'-nucleotidase [EC:3.1.4.16] [EC:3.1.3.6]	False	False	False	False	True
HMMsoil20230	FOAM	mtnA; methylthioribose-1-phosphate isomerase [EC:5.3.1.23]	False	False	False	False	True
HMMsoil20235	FOAM	lpxD; UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase [EC:2.3.1.191]; glmU; bifunctional UDP-N-acetylglucosamine pyrophosphorylase / glucosamine-1-phosphate N-acetyltransferase [EC:2.7.7.23] [EC:2.3.1.157]	False	True	True	False	True
HMMsoil20243	FOAM	rbsC; ribose transport system permease protein	False	False	False	False	True
HMMsoil20255	FOAM	RIPK2; receptor-interacting serine/threonine-protein kinase 2 [EC:2.7.11.1]; RIPK3; receptor-interacting serine/threonine-protein kinase 3 [EC:2.7.11.1]; RIPK4; receptor-interacting serine/threonine-protein kinase 4 [EC:2.7.11.1]	True	False	False	False	False
HMMsoil20266	FOAM	malZ; alpha-glucosidase [EC:3.2.1.20]	True	False	False	False	False
HMMsoil20271	FOAM	trxB, TRR; thioredoxin reductase (NADPH) [EC:1.8.1.9]	False	False	False	False	True
HMMsoil20276	FOAM	NTH; endonuclease III [EC:4.2.99.18]	True	False	False	False	False
HMMsoil20283	FOAM	manB; phosphomannomutase [EC:5.4.2.8]	False	True	False	False	True
HMMsoil20283	FOAM	manB; phosphomannomutase [EC:5.4.2.8]	False	True	False	False	True
HMMsoil20291	FOAM	E2.7.1.4, scrK; fructokinase [EC:2.7.1.4]	False	True	False	False	False
HMMsoil203	FOAM	IMA, malL; oligo-1,6-glucosidase [EC:3.2.1.10]	True	True	False	False	False
HMMsoil20326	FOAM	cysE; serine O-acetyltransferase [EC:2.3.1.30]	False	True	False	False	False
HMMsoil20340	FOAM	hprT, hpt, HPRT1; hypoxanthine phosphoribosyltransferase [EC:2.4.2.8]	True	False	False	False	True
HMMsoil20343	FOAM	mutY; A/G-specific adenine glycosylase [EC:3.2.2.31]	True	False	False	False	True
HMMsoil20346	FOAM	SUS; sucrose synthase [EC:2.4.1.13]	True	True	False	False	False
HMMsoil20349	FOAM	cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8] [EC:1.8.4.10]	False	False	False	False	True
HMMsoil20355	FOAM	rumA; 23S rRNA (uracil1939-C5)-methyltransferase [EC:2.1.1.190]	True	False	False	True	True
HMMsoil20358	FOAM	E3.2.1.21; beta-glucosidase [EC:3.2.1.21]; bglX; beta-glucosidase [EC:3.2.1.21]	True	True	False	False	False
HMMsoil2038	FOAM	codA; cytosine/creatinine deaminase [EC:3.5.4.1] [EC:3.5.4.21]	False	False	False	False	True
HMMsoil20385	FOAM	ubiE; demethylmenaquinone methyltransferase / 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase [EC:2.1.1.163] [EC:2.1.1.201]	False	False	False	True	False
HMMsoil20388	FOAM	lacZ; beta-galactosidase [EC:3.2.1.23]	True	True	False	False	False
HMMsoil20389	FOAM	pyrE; orotate phosphoribosyltransferase [EC:2.4.2.10]	True	False	False	False	True
HMMsoil20396	FOAM	Antibiotic ABC transporter [mD:m00248]	True	False	False	False	False
HMMsoil20399	FOAM	manB; phosphomannomutase [EC:5.4.2.8]	False	True	False	False	True
HMMsoil20399	FOAM	manB; phosphomannomutase [EC:5.4.2.8]	False	True	False	False	True
HMMsoil20402	FOAM	E2.4.1.4; amylosucrase [EC:2.4.1.4]	True	True	False	False	False
HMMsoil20404	FOAM	E3.2.1.8, xynA; endo-1,4-beta-xylanase [EC:3.2.1.8]	True	True	False	False	False
HMMsoil20409	FOAM	IMA, malL; oligo-1,6-glucosidase [EC:3.2.1.10]	True	True	False	False	False
HMMsoil20413	FOAM	NTH; endonuclease III [EC:4.2.99.18]	True	False	False	False	False
HMMsoil20420	FOAM	Antibiotic ABC transporter [mD:m00248]	True	False	False	False	False
HMMsoil2044	FOAM	UPB1, pydC; beta-ureidopropionase [EC:3.5.1.6]	False	False	False	False	True
HMMsoil20442	FOAM	rumA; 23S rRNA (uracil1939-C5)-methyltransferase [EC:2.1.1.190]	True	False	False	True	True
HMMsoil20445	FOAM	ABC-2.LPSE.A; lipopolysaccharide transport system ATP-binding protein	False	False	True	False	False
HMMsoil20450	FOAM	lptB; lipopolysaccharide export system ATP-binding protein [EC:7.5.2.5]	False	False	True	False	False
HMMsoil20452	FOAM	malZ; alpha-glucosidase [EC:3.2.1.20]	True	False	False	False	False
HMMsoil20458	FOAM	rbsA; ribose transport system ATP-binding protein [EC:7.5.2.7]	False	False	False	False	True
HMMsoil2046	FOAM	purF, PPAT; amidophosphoribosyltransferase [EC:2.4.2.14]	True	False	False	False	True
HMMsoil20462	FOAM	dnaE; DNA polymerase III subunit alpha [EC:2.7.7.7]	True	False	False	False	True
HMMsoil20462	FOAM	dnaE; DNA polymerase III subunit alpha [EC:2.7.7.7]	True	False	False	False	True
HMMsoil20463	FOAM	surE; 5'-nucleotidase [EC:3.1.3.5]	False	False	False	False	True
HMMsoil20470	FOAM	pyrH; uridylate kinase [EC:2.7.4.22]	False	False	False	False	True
HMMsoil20477	FOAM	cca; tRNA nucleotidyltransferase (CCA-adding enzyme) [EC:2.7.7.72] [EC:3.1.3.-] [EC:3.1.4.-]	True	True	False	False	True
HMMsoil2048	FOAM	ygeS, xdhA; xanthine dehydrogenase molybdenum-binding subunit [EC:1.17.1.4]	False	False	False	False	True
HMMsoil20480	FOAM	emrB; MFS transporter, DHA2 family, multidrug resistance protein	True	False	False	False	False
HMMsoil20482	FOAM	apaH; bis(5'-nucleosyl)-tetraphosphatase (symmetrical) [EC:3.6.1.41]	False	False	False	False	True
HMMsoil20486	FOAM	E4.6.1.1; adenylate cyclase [EC:4.6.1.1]; ADCY10; adenylate cyclase 10 [EC:4.6.1.1]	False	False	False	False	True
HMMsoil20503	FOAM	murD; UDP-N-acetylmuramoylalanine--D-glutamate ligase [EC:6.3.2.9]	True	True	False	False	True
HMMsoil20503	FOAM	murD; UDP-N-acetylmuramoylalanine--D-glutamate ligase [EC:6.3.2.9]	True	True	False	False	True
HMMsoil20504	FOAM	amiABC; N-acetylmuramoyl-L-alanine amidase [EC:3.5.1.28]	True	False	False	False	False
HMMsoil20506	FOAM	ABC-2.LPSE.A; lipopolysaccharide transport system ATP-binding protein	False	False	True	False	False
HMMsoil20507	FOAM	lpxD; UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase [EC:2.3.1.191]	False	True	True	False	True
HMMsoil20507	FOAM	lpxD; UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase [EC:2.3.1.191]	False	True	True	False	True
HMMsoil20508	FOAM	dacC, dacA, dacD; serine-type D-Ala-D-Ala carboxypeptidase (penicillin-binding protein 5/6) [EC:3.4.16.4]	True	True	False	False	False
HMMsoil20508	FOAM	dacC, dacA, dacD; serine-type D-Ala-D-Ala carboxypeptidase (penicillin-binding protein 5/6) [EC:3.4.16.4]	True	True	False	False	False
HMMsoil20517	FOAM	rhlE; ATP-dependent RNA helicase RhlE [EC:3.6.4.13]	True	False	False	False	False
HMMsoil20528	FOAM	relA; GTP pyrophosphokinase [EC:2.7.6.5]	False	False	False	False	True
HMMsoil2053	FOAM	E4.6.1.1; adenylate cyclase [EC:4.6.1.1]; ADCY10; adenylate cyclase 10 [EC:4.6.1.1]	False	False	False	False	True
HMMsoil20539	FOAM	NAT10, KRE33; N-acetyltransferase 10 [EC:2.3.1.-]; tmcA; tRNA(Met) cytidine acetyltransferase [EC:2.3.1.193]	True	True	False	False	True
HMMsoil2054	FOAM	relA; GTP pyrophosphokinase [EC:2.7.6.5]	False	False	False	False	True
HMMsoil20541	FOAM	bglX; beta-glucosidase [EC:3.2.1.21]	True	True	False	False	False
HMMsoil2055	FOAM	xdhC; xanthine dehydrogenase accessory factor	False	False	False	False	True
HMMsoil20550	FOAM	lpxA; UDP-N-acetylglucosamine acyltransferase [EC:2.3.1.129]	False	True	True	False	True
HMMsoil20550	FOAM	lpxA; UDP-N-acetylglucosamine acyltransferase [EC:2.3.1.129]	False	True	True	False	True
HMMsoil20554	FOAM	PDE1; calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase [EC:3.1.4.17]	False	False	False	False	True
HMMsoil20557	FOAM	malZ; alpha-glucosidase [EC:3.2.1.20]	True	False	False	False	False
HMMsoil20558	FOAM	dhaL; phosphoenolpyruvate---glycerone phosphotransferase subunit DhaL [EC:2.7.1.121]	False	True	False	False	False
HMMsoil20566	FOAM	cqsS; two-component system, CAI-1 autoinducer sensor kinase/phosphatase CqsS [EC:2.7.13.3] [EC:3.1.3.-]	False	True	False	False	False
HMMsoil20578	FOAM	murE; UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase [EC:6.3.2.13]	True	True	False	False	True
HMMsoil20578	FOAM	murE; UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase [EC:6.3.2.13]	True	True	False	False	True
HMMsoil2058	FOAM	relA; GTP pyrophosphokinase [EC:2.7.6.5]	False	False	False	False	True
HMMsoil20582	FOAM	glmS, GFPT; glutamine---fructose-6-phosphate transaminase (isomerizing) [EC:2.6.1.16]	False	True	False	False	False
HMMsoil20584	FOAM	FANCM; fanconi anemia group M protein	True	False	False	False	False
HMMsoil206	FOAM	IMA, malL; oligo-1,6-glucosidase [EC:3.2.1.10]	True	True	False	False	False
HMMsoil20600	FOAM	manA, MPI; mannose-6-phosphate isomerase [EC:5.3.1.8]; manC, cpsB; mannose-1-phosphate guanylyltransferase [EC:2.7.7.13]; GMPP; mannose-1-phosphate guanylyltransferase [EC:2.7.7.13]	False	True	False	False	True
HMMsoil20613	FOAM	ogt, MGMT; methylated-DNA-[protein]-cysteine S-methyltransferase [EC:2.1.1.63]	True	False	False	True	False
HMMsoil20619	FOAM	E3.2.1.86B, bglA; 6-phospho-beta-glucosidase [EC:3.2.1.86]	True	True	False	False	False
HMMsoil20623	FOAM	AMY, amyA, malS; alpha-amylase [EC:3.2.1.1]	True	True	False	False	False
HMMsoil20624	FOAM	RPA14; DNA-directed RNA polymerase I subunit RPA14	True	False	False	False	True
HMMsoil20624	FOAM	RPA14; DNA-directed RNA polymerase I subunit RPA14	True	False	False	False	True
HMMsoil20625	FOAM	wbyK; mannosyltransferase [EC:2.4.1.-]	True	True	False	False	False
HMMsoil20638	FOAM	hemK, prmC, HEMK; release factor glutamine methyltransferase [EC:2.1.1.297]	False	False	False	True	False
HMMsoil20642	FOAM	RPB8, POLR2H; DNA-directed RNA polymerases I, II, and III subunit RPABC3	True	False	False	False	True
HMMsoil20644	FOAM	rfbF, rhlC; rhamnosyltransferase [EC:2.4.1.-]	True	True	False	False	False
HMMsoil20646	FOAM	E3.2.1.4; endoglucanase [EC:3.2.1.4]	True	True	False	False	False
HMMsoil20648	FOAM	amyM; maltogenic alpha-amylase [EC:3.2.1.133]	True	True	False	False	False
HMMsoil20650	FOAM	POMT, pmt; dolichyl-phosphate-mannose-protein mannosyltransferase [EC:2.4.1.109]	True	True	False	False	False
HMMsoil20651	FOAM	GMPP; mannose-1-phosphate guanylyltransferase [EC:2.7.7.13]	False	True	False	False	True
HMMsoil20651	FOAM	GMPP; mannose-1-phosphate guanylyltransferase [EC:2.7.7.13]	False	True	False	False	True
HMMsoil20670	FOAM	lpxA; UDP-N-acetylglucosamine acyltransferase [EC:2.3.1.129]	False	True	True	False	True
HMMsoil20670	FOAM	lpxA; UDP-N-acetylglucosamine acyltransferase [EC:2.3.1.129]	False	True	True	False	True
HMMsoil20672	FOAM	Antibiotic ABC transporter [mD:m00248]	True	False	False	False	False
HMMsoil20673	FOAM	MAN2C1; alpha-mannosidase [EC:3.2.1.24]	True	True	False	False	False
HMMsoil20675	FOAM	glgA; starch synthase [EC:2.4.1.21]	True	True	False	False	False
HMMsoil20678	FOAM	E3.2.1.4; endoglucanase [EC:3.2.1.4]	True	True	False	False	False
HMMsoil20680	FOAM	cysE; serine O-acetyltransferase [EC:2.3.1.30]	False	True	False	False	False
HMMsoil20684	FOAM	rbsC; ribose transport system permease protein	False	False	False	False	True
HMMsoil20693	FOAM	murI; glutamate racemase [EC:5.1.1.3]	True	False	False	False	False
HMMsoil20694	FOAM	Antibiotic ABC transporter [mD:m00248]	True	False	False	False	False
HMMsoil20698	FOAM	deoC, DERA; deoxyribose-phosphate aldolase [EC:4.1.2.4]	False	False	False	False	True
HMMsoil2070	FOAM	Antibiotic ABC transporter [mD:m00248]	True	False	False	False	False
HMMsoil20717	FOAM	NUDT2; bis(5'-nucleosidyl)-tetraphosphatase [EC:3.6.1.17]	False	False	False	False	True
HMMsoil20719	FOAM	ygeU, xdhC; xanthine dehydrogenase iron-sulfur-binding subunit	False	False	False	False	True
HMMsoil2072	FOAM	E4.6.1.1; adenylate cyclase [EC:4.6.1.1]	False	False	False	False	True
HMMsoil20722	FOAM	E3.5.4.3, guaD; guanine deaminase [EC:3.5.4.3]	False	False	False	False	True
HMMsoil20728	FOAM	Purine metabolism	False	False	False	False	True
HMMsoil20731	FOAM	E2.7.1.20, ADK; adenosine kinase [EC:2.7.1.20]	False	False	False	False	True
HMMsoil20732	FOAM	cpdP; 3',5'-cyclic-nucleotide phosphodiesterase [EC:3.1.4.17]	False	False	False	False	True
HMMsoil20734	FOAM	E4.6.1.2; guanylate cyclase, other [EC:4.6.1.2]	False	False	False	False	True
HMMsoil20739	FOAM	E3.2.1.4; endoglucanase [EC:3.2.1.4]	True	True	False	False	False
HMMsoil20742	FOAM	lptB; lipopolysaccharide export system ATP-binding protein [EC:7.5.2.5]	False	False	True	False	False
HMMsoil20744	FOAM	spoT; GTP diphosphokinase / guanosine-3',5'-bis(diphosphate) 3'-diphosphatase [EC:2.7.6.5] [EC:3.1.7.2]	False	False	False	False	True
HMMsoil20746	FOAM	bchR; bacteriochlorophyllide d C-12(1)-methyltransferase [EC:2.1.1.331]	False	False	False	True	False
HMMsoil20747	FOAM	codA; cytosine/creatinine deaminase [EC:3.5.4.1] [EC:3.5.4.21]	False	False	False	False	True
HMMsoil20754	FOAM	vanY; zinc D-Ala-D-Ala carboxypeptidase [EC:3.4.17.14]; E3.4.16.4; D-alanyl-D-alanine carboxypeptidase [EC:3.4.16.4]	True	True	False	False	False
HMMsoil20756	FOAM	ygeS, xdhA; xanthine dehydrogenase molybdenum-binding subunit [EC:1.17.1.4]	False	False	False	False	True
HMMsoil20757	FOAM	E4.6.1.1; adenylate cyclase [EC:4.6.1.1]	False	False	False	False	True
HMMsoil20765	FOAM	Antibiotic ABC transporter [mD:m00248]	True	False	False	False	False
HMMsoil20780	FOAM	rbsC; ribose transport system permease protein	False	False	False	False	True
HMMsoil20786	FOAM	ogt, MGMT; methylated-DNA-[protein]-cysteine S-methyltransferase [EC:2.1.1.63]	True	False	False	True	False
HMMsoil20791	FOAM	nodI; lipooligosaccharide transport system ATP-binding protein	False	False	True	False	False
HMMsoil20794	FOAM	ABC-2.LPSE.P; lipopolysaccharide transport system permease protein	False	False	True	False	False
HMMsoil20799	FOAM	nudK; GDP-mannose pyrophosphatase NudK [EC:3.6.1.-]	False	True	False	False	True
HMMsoil20803	FOAM	cqsS; two-component system, CAI-1 autoinducer sensor kinase/phosphatase CqsS [EC:2.7.13.3] [EC:3.1.3.-]	False	True	False	False	False
HMMsoil2081	FOAM	bglX; beta-glucosidase [EC:3.2.1.21]	True	True	False	False	False
HMMsoil20813	FOAM	GMPP; mannose-1-phosphate guanylyltransferase [EC:2.7.7.13]	False	True	False	False	True
HMMsoil20813	FOAM	GMPP; mannose-1-phosphate guanylyltransferase [EC:2.7.7.13]	False	True	False	False	True
HMMsoil20822	FOAM	murI; glutamate racemase [EC:5.1.1.3]	True	False	False	False	False
HMMsoil20823	FOAM	DDX18, HAS1; ATP-dependent RNA helicase DDX18/HAS1 [EC:3.6.4.13]	True	False	False	False	False
HMMsoil2084	FOAM	cpdB; 2',3'-cyclic-nucleotide 2'-phosphodiesterase / 3'-nucleotidase [EC:3.1.4.16] [EC:3.1.3.6]; yfkN; 2',3'-cyclic-nucleotide 2'-phosphodiesterase / 3'-nucleotidase / 5'-nucleotidase [EC:3.1.4.16] [EC:3.1.3.6] [EC:3.1.3.5]	False	False	False	False	True
HMMsoil20850	FOAM	malQ; 4-alpha-glucanotransferase [EC:2.4.1.25]; AGL; glycogen debranching enzyme [EC:2.4.1.25] [EC:3.2.1.33]	True	True	False	False	False
HMMsoil20852	FOAM	kinE; two-component system, sporulation sensor kinase E [EC:2.7.13.3]	True	False	False	False	False
HMMsoil20859	FOAM	cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8] [EC:1.8.4.10]	False	False	False	False	True
HMMsoil20861	FOAM	OGG1; N-glycosylase/DNA lyase [EC:3.2.2.-] [EC:4.2.99.18]	True	False	False	False	False
HMMsoil20867	FOAM	cysNC; bifunctional enzyme CysN/CysC [EC:2.7.7.4] [EC:2.7.1.25]; cysC; adenylylsulfate kinase [EC:2.7.1.25]; cysN; sulfate adenylyltransferase subunit 1 [EC:2.7.7.4]	False	False	False	False	True
HMMsoil20871	FOAM	lacZ; beta-galactosidase [EC:3.2.1.23]	True	True	False	False	False
HMMsoil20873	FOAM	waaK, rfaK; UDP-N-acetylglucosamine:(glucosyl)LPS alpha-1,2-N-acetylglucosaminyltransferase [EC:2.4.1.56]; waaD; UDP-glucose:(glucosyl)LPS alpha-1,2-glucosyltransferase [EC:2.4.1.-]	True	True	False	False	True
HMMsoil20877	FOAM	AMY, amyA, malS; alpha-amylase [EC:3.2.1.1]	True	True	False	False	False
HMMsoil20878	FOAM	malZ; alpha-glucosidase [EC:3.2.1.20]	True	False	False	False	False
HMMsoil20880	FOAM	IMA, malL; oligo-1,6-glucosidase [EC:3.2.1.10]	True	True	False	False	False
HMMsoil20887	FOAM	abfA; alpha-L-arabinofuranosidase [EC:3.2.1.55]	True	True	False	False	False
HMMsoil20889	FOAM	E3.4.16.4; D-alanyl-D-alanine carboxypeptidase [EC:3.4.16.4]	True	True	False	False	False
HMMsoil20894	FOAM	E3.2.1.4; endoglucanase [EC:3.2.1.4]	True	True	False	False	False
HMMsoil20898	FOAM	cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8] [EC:1.8.4.10]	False	False	False	False	True
HMMsoil20899	FOAM	cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8] [EC:1.8.4.10]	False	False	False	False	True
HMMsoil209	FOAM	treS; maltose alpha-D-glucosyltransferase / alpha-amylase [EC:5.4.99.16] [EC:3.2.1.1]	True	False	False	False	False
HMMsoil20906	FOAM	E3.4.16.4; D-alanyl-D-alanine carboxypeptidase [EC:3.4.16.4]	True	True	False	False	False
HMMsoil20909	FOAM	glk; glucokinase [EC:2.7.1.2]	False	True	False	False	False
HMMsoil20912	FOAM	rbsC; ribose transport system permease protein	False	False	False	False	True
HMMsoil20917	FOAM	manB; phosphomannomutase [EC:5.4.2.8]	False	True	False	False	True
HMMsoil20917	FOAM	manB; phosphomannomutase [EC:5.4.2.8]	False	True	False	False	True
HMMsoil20918	FOAM	adaA; AraC family transcriptional regulator, regulatory protein of adaptative response / methylphosphotriester-DNA alkyltransferase methyltransferase [EC:2.1.1.-]	True	False	False	True	False
HMMsoil20925	FOAM	STAR1, fetA; UDP-glucose/iron transport system ATP-binding protein	False	False	False	False	True
HMMsoil20932	FOAM	cysE; serine O-acetyltransferase [EC:2.3.1.30]	False	True	False	False	False
