id	db	name
K23751	KEGG	TRIOBP; TRIO and F-actin-binding protein
K23752	KEGG	cmlA; 4-amino-L-phenylalanyl-[CmlP-peptidyl-carrier-protein] 3-hydroxylase [EC:1.14.99.65]
K23753	KEGG	ppk2, pap; AMP-polyphosphate phosphotransferase [EC:2.7.4.33]
K23754	KEGG	EDS; eudesmane-5,11-diol synthase [EC:4.2.3.197]
K23755	KEGG	SCO2; protein SCO2
K23756	KEGG	ACSM1, LAE; medium-chain acyl-CoA ligase / lipoate-activating enzyme [EC:6.2.1.2]
K23757	KEGG	HRNR, FLG3, S100A18; hornerin
K23758	KEGG	S100A1; protein S100-A1
K23759	KEGG	S100A2; protein S100-A2
K23760	KEGG	S100A3, S100E; protein S100-A3
K23761	KEGG	S100A4; protein S100-A4
K23762	KEGG	S100A5, S100D; protein S100-A5
K23763	KEGG	lipL2, lplA2; lipoyl-AMP:Nepsilon-lysine lipoyltransferase / lipoyl(octanoyl) transferase [EC:2.3.1.181]
K23764	KEGG	S100A6; protein S100-A6
K23765	KEGG	S100A11_13, S100C; protein S100-A11/13
K23766	KEGG	S100A12; protein S100-A12
K23767	KEGG	S100A14; protein S100-A14
K23768	KEGG	S100A16, S100F; protein S100-A16
K23769	KEGG	TCHHL1, S100A17; trichohyalin-like protein 1
K23770	KEGG	S100B; protein S100-B
K23771	KEGG	S100P; protein S100-P
K23772	KEGG	S100Z; protein S100-Z
K23773	KEGG	hdfR; LysR family transcriptional regulator, flagellar master operon regulator
K23774	KEGG	ccpN; DeoR family transcriptional regulator, catabolite repression regulator
K23775	KEGG	ohrR; MarR family transcriptional regulator, organic hydroperoxide resistance regulator
K23776	KEGG	tnrA; MerR family transcriptional regulator, global nitrogen regulator
K23777	KEGG	cecR; TetR/AcrR family transcriptional regulator, regulator of cefoperazone and chloramphenicol sensitivity
K23778	KEGG	rcdA; TetR/AcrR family transcriptional regulator, regulator of biofilm formation and stress response
K23779	KEGG	sutR; XRE family transcriptional regulator, regulator of sulfur utilization
K23780	KEGG	GAB3; GRB2-associated-binding protein 3
K23781	KEGG	ADAP, CENTA; Arf-GAP with dual PH domain-containing protein
K23782	KEGG	AFAP1L; actin filament associated protein 1-like
K23783	KEGG	CNKSR1, CNK1; connector enhancer of kinase suppressor of Ras 1
K23784	KEGG	CNKSR3, CNK3; connector enhancer of kinase suppressor of Ras 3
K23785	KEGG	RCK2, CLK1; serine/threonine-protein kinase RCK2 [EC:2.7.11.1]
K23786	KEGG	exoA; 5'-3' exonuclease [EC:3.1.11.-]
K23787	KEGG	DMA1_2; E3 ubiquitin-protein ligase DMA1/2 [EC:2.3.2.27]
K23788	KEGG	TUL1, FLY1_2; transmembrane E3 ubiquitin-protein ligase [EC:2.3.2.27]
K23789	KEGG	RNF145; E3 ubiquitin-protein ligase RNF145 [EC:2.3.2.27]
K23790	KEGG	GSTP; glutathione S-transferase P [EC:2.5.1.18]
K23791	KEGG	PHETA; sesquipedalian
K23792	KEGG	MPRIP; myosin phosphatase Rho-interacting protein
K23793	KEGG	PHLDA; pleckstrin homology-like domain family A
K23794	KEGG	PHLDB; pleckstrin homology-like domain family B
K23795	KEGG	IPCEF1; interactor protein for cytohesin exchange factors 1
K23796	KEGG	PLEKHA1_2; pleckstrin homology domain-containing family A member 1/2
K23797	KEGG	PLEKHA4_5_6_7; pleckstrin homology domain-containing family A member 4/5/6/7
K23798	KEGG	ARHGEF39; Rho guanine nucleotide exchange factor 39
K23799	KEGG	YRA2; RNA annealing protein YRA2
K23800	KEGG	XXYLT1; xylosyl alpha-1,3-xylosyltransferase [EC:2.4.2.62]
K23801	KEGG	PCID2, THP1; nuclear mRNA export protein PCID2/THP1
K23802	KEGG	LENG8, THP3; SAC3 family protein LENG8/THP3
K23803	KEGG	YY1AP1; YY1-associated protein 1
K23804	KEGG	GON4L; GON-4-like protein
K23805	KEGG	CYP71A16; marneral oxidase [EC:1.14.-.-]
K23806	KEGG	CYP71BE5; alpha-guaiene 2-oxidase
K23807	KEGG	CYP71D353; cytochrome P450 family 71 subfamily D353
K23808	KEGG	CYP72A67; cytochrome P450 family 72 subfamily A67 [EC:1.14.13.-]
K23809	KEGG	CYP72A68; cytochrome P450 family 72 subfamily A68 [EC:1.14.14.-]
K23810	KEGG	CYP76F14; (E)-8-carboxylinalool synthase [EC:1.14.14.-]
K23811	KEGG	CYP147G1; fatty acid omega-hydroxylase [EC:1.14.-.-]
K23812	KEGG	CYP150A5; cytochrome P450 family 150 subfamily A5 [EC:1.14.-.-]
K23813	KEGG	CYP521A1; cytochrome P450 family 521 subfamily A1 [EC:1.14.-.-]
K23814	KEGG	CYP705A; cytochrome P450 family 705 subfamily A [EC:1.14.-.-]
K23815	KEGG	CFHR1_2_3; complement factor H-related protein 1/2/3
K23816	KEGG	CFHR4; complement factor H-related protein 4
K23817	KEGG	CFHR5; complement factor H-related protein 5
K23818	KEGG	SRPX; sushi repeat-containing protein SRPX
K23819	KEGG	SUSD1; sushi domain-containing protein 1
K23820	KEGG	SUSD2; sushi domain-containing protein 2
K23821	KEGG	SUSD3; sushi domain-containing protein 3
K23822	KEGG	SUSD4; sushi domain-containing protein 4
K23823	KEGG	SUSD5; sushi domain-containing protein 5
K23824	KEGG	SUSD6; sushi domain-containing protein 6
K23825	KEGG	K23825; F420H(2)-dependent biliverdin reductase [EC:1.3.98.-]
K23826	KEGG	TIFA; TRAF-interacting protein with FHA domain-containing protein A
K23827	KEGG	ospI; glutamine deamidase
K23828	KEGG	ipaH1.4_2.5; E3 ubiquitin-protein ligase IpaH1.4/2.5 [EC:2.3.2.27]
K23829	KEGG	TNIP1, ABIN1; TNFAIP3-interacting protein 1
K23830	KEGG	ipaH4.5; E3 ubiquitin-protein ligase IpaH4.5 [EC:2.3.2.27]
K23831	KEGG	ipaH0722; E3 ubiquitin-protein ligase IpaH0722 [EC:2.3.2.27]
K23832	KEGG	ipaJ; cysteine protease IpaJ [EC:3.4.22.-]
K23833	KEGG	ospC; secreted effector OspC
K23834	KEGG	ipaH7.8; E3 ubiquitin-protein ligase IpaH7.8 [EC:2.3.2.27]
K23835	KEGG	TIFB; TRAF-interacting protein with FHA domain-containing protein B
K23836	KEGG	TNIP3, ABIN3; TNFAIP3-interacting protein 3
K23837	KEGG	CIB2; calcium and integrin-binding protein 2
K23838	KEGG	CIB3; calcium and integrin-binding protein 3
K23839	KEGG	CIB4; calcium and integrin-binding protein 4
K23840	KEGG	GlcAT-P; beta-1,3-glucuronyltransferase P [EC:2.4.1.135 2.4.1.-]
K23841	KEGG	CLRN; clarin
K23842	KEGG	lpdA; NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]
K23843	KEGG	MICU3; calcium uptake protein 3, mitochondrial
K23844	KEGG	NSMF; NMDA receptor synaptonuclear signaling and neuronal migration factor
K23845	KEGG	KIFBP; KIF-binding protein
K23846	KEGG	HPCA; neuron-specific calcium-binding protein hippocalcin
K23847	KEGG	HPCAL1; hippocalcin-like protein 1
K23848	KEGG	HPCAL4; hippocalcin-like protein 4
K23849	KEGG	CABP7_8, CALN2_1; calcium-binding protein 7/8
K23850	KEGG	CRNN; cornulin
K23851	KEGG	EFCAB6; EF-hand calcium-binding domain-containing protein 6
K23852	KEGG	EFCAB7; EF-hand calcium-binding domain-containing protein 7
K23853	KEGG	EFCAB11; EF-hand calcium-binding domain-containing protein 11
K23854	KEGG	NECAB; N-terminal EF-hand calcium-binding protein
K23855	KEGG	KCNIP; Kv channel-interacting protein
K23856	KEGG	GPX; peroxiredoxin [EC:1.11.1.24]
K23857	KEGG	PLEKHB; pleckstrin homology domain-containing family B
K23858	KEGG	PLEKHF; pleckstrin homology domain-containing family F
K23859	KEGG	PLEKHG1_2_3; pleckstrin homology domain-containing family G member 1/2/3
K23860	KEGG	PLEKHG4; pleckstrin homology domain-containing family G member 4
K23861	KEGG	PLEKHG6; pleckstrin homology domain-containing family G member 6
K23862	KEGG	NEPS2; (+)-cis,trans-nepetalactol synthase [EC:5.5.1.34]
K23863	KEGG	OSTM1; osteopetrosis-associated transmembrane protein 1 (chloride channel 7 beta subunit)
K23864	KEGG	PNKD; paroxysmal nonkinesiogenic dyskinesia protein
K23865	KEGG	MYB30; transcription factor MYB30
K23866	KEGG	hopD2; effector protein HopD2 [EC:3.1.3.48]
K23867	KEGG	ECM1; extracellular matrix protein 1
K23868	KEGG	FAM92; protein FAM92
K23869	KEGG	GALS; galactan beta-1,4-galactosyltransferase [EC:2.4.1.-]
K23870	KEGG	QUA2, TSD2; putative pectin methyltransferase [EC:2.1.1.-]
K23871	KEGG	CGR; putative pectin methylesterase [EC:2.1.1.-]
K23872	KEGG	QUA3; putative homogalacturonan methyltransferase [EC:2.1.1.-]
K23873	KEGG	sodD; sodorifen synthase [EC:4.2.3.205]
K23874	KEGG	cmlD, papB; 4-amino-4-deoxychorismate mutase [EC:5.4.99.67]
K23875	KEGG	tmlU; marinolic acid---CoA ligase [EC:6.2.1.60]
K23876	KEGG	hgdC, fldI, hadI, lcdC; (R)-2-hydroxyacyl-CoA dehydratese activating ATPase [EC:5.6.1.9]
K23877	KEGG	AXY4, AXY4L; xyloglucan O-acetyltransferase
K23878	KEGG	AAGAB; alpha- and gamma-adaptin-binding protein p34
K23879	KEGG	GRN; progranulin
K23880	KEGG	RETREG; reticulophagy regulator
K23881	KEGG	TECPR2; tectonin beta-propeller repeat-containing protein 2
K23882	KEGG	CISD2; CDGSH iron-sulfur domain-containing protein 2
K23883	KEGG	EPG5; ectopic P granules protein 5
K23884	KEGG	WAC; WW domain-containing adapter protein with coiled-coil
K23885	KEGG	CISD1; CDGSH iron-sulfur domain-containing protein 1
K23886	KEGG	CISD3; CDGSH iron-sulfur domain-containing protein 3
K23887	KEGG	UAPA_C; uric acid-xanthine permease
K23888	KEGG	ROQA; histidyltryptophyldiketopiperazine synthetase [EC:6.3.2.-]
K23889	KEGG	ROQD; roquefortine prenyltransferase [EC:2.5.1.-]
K23890	KEGG	ROQM; mycotoxins biosynthesis FAD-dependent monooxygenase [EC:1.14.14.-]
K23891	KEGG	ROQN; glandicoline B O-methyltransferase [EC:2.1.1.-]
K23892	KEGG	ROQO; mycotoxins biosynthesis cytochrome P450 monooxygenase RoqO [EC:1.14.14.-]
K23893	KEGG	LHFPL; LHFPL tetraspan subfamily member protein
K23894	KEGG	MFSD2A; sodium-dependent lysophosphatidylcholine symporter 1
K23895	KEGG	MFSD2B; major facilitator superfamily domain-containing protein 2B
K23896	KEGG	PRRT1; proline-rich transmembrane protein 1
K23897	KEGG	PRRT2; proline-rich transmembrane protein 2
K23898	KEGG	RCN1; reticulocalbin-1
K23899	KEGG	RCN2; reticulocalbin-2
K23900	KEGG	RCN3; reticulocalbin-3
K23901	KEGG	CALU; calumenin
K23902	KEGG	PDCD6; programmed cell death protein 6
K23903	KEGG	SYNDIG1; synapse differentiation-inducing gene protein 1
K23904	KEGG	TMEM91; transmembrane protein 91
K23905	KEGG	PEF1; peflin
K23906	KEGG	SYNDIG1L; synapse differentiation-inducing gene protein 1-like
K23907	KEGG	TMIE; transmembrane inner ear expressed protein
K23908	KEGG	CALB2; calretinin
K23909	KEGG	CAPS; calcyphosin
K23910	KEGG	TFR2; transferrin receptor protein 2
K23911	KEGG	RBP3; retinol-binding protein 3
K23912	KEGG	FSTL1; follistatin-related protein 1
K23913	KEGG	FSTL3; follistatin-related protein 3
K23914	KEGG	FSTL4; follistatin-related protein 4
K23915	KEGG	FSTL5; follistatin-related protein 5
K23916	KEGG	nifL; nitrogen fixation regulatory protein
K23917	KEGG	POF1B; protein POF1B
K23918	KEGG	NEXN; nexilin
K23919	KEGG	NAV3; neuron navigator 3
K23920	KEGG	FGF14, FHF4; fibroblast growth factor 14
K23921	KEGG	EFHD1; EF-hand domain-containing family member D1
K23922	KEGG	EFHD2; EF-hand domain-containing family member D2
K23923	KEGG	GCA; grancalcin
K23924	KEGG	SRI; sorcin
K23925	KEGG	OCM; oncomodulin
K23926	KEGG	PVALB; parvalbumin alpha
K23927	KEGG	RPTN; repeatin
K23928	KEGG	SCGN; secretagogin
K23929	KEGG	EFHB; EF-hand domain-containing family member B
K23930	KEGG	FAM83; protein FAM83
K23931	KEGG	FAM83H; protein FAM83H
K23932	KEGG	SPTBN2; spectrin beta, non-erythrocytic 2
K23933	KEGG	ATXN8OS; ATXN8 opposite strand lncRNA
K23934	KEGG	AHNAK; neuroblast differentiation-associated protein AHNAK
K23935	KEGG	ACBD3; golgi resident protein GCP60
K23936	KEGG	sopD2; secreted effector protein SopD2
K23937	KEGG	STX10; syntaxin 10
K23938	KEGG	FHOD1; FH1/FH2 domain-containing protein 1
K23939	KEGG	FHOD3, FHOS2; FH1/FH2 domain-containing protein 3
K23940	KEGG	KPNA1; importin subunit alpha-5
K23941	KEGG	pipA, gogA, gtgA; PipA/GogA/GtgA family effector protease
K23942	KEGG	gogB; Gifsy-1 prophage leucine-rich repeat protein
K23943	KEGG	sseK3; type III secretion system effector arginine glycosyltransferase
K23944	KEGG	sseK1; type III secretion system effector arginine glycosyltransferase
K23945	KEGG	sseK2; type III secretion system effector
K23946	KEGG	slrP; E3 ubiquitin-protein ligase SlrP [EC:2.3.2.27]
K23947	KEGG	DAO; 2-oxoglutarate-dependent dioxygenase [EC:1.14.11.-]
K23948	KEGG	E1.6.5.9; NADH:quinone reductase (non-electrogenic) [EC:1.6.5.9]
K23949	KEGG	SAMD9, SAMD9L; sterile alpha motif domain-contaning protein 9
K23950	KEGG	MAGEL2; MAGE-like protein 2
K23951	KEGG	DYM; dymeclin
K23952	KEGG	VMA21; vacuolar ATPase assembly integral membrane protein VMA21
K23953	KEGG	PCO; plant cysteine oxidase [EC:1.13.11.-]
K23954	KEGG	FRMPD1; FERM and PDZ domain-containing protein 1
K23955	KEGG	FRMPD2; FERM and PDZ domain-containing protein 2
K23956	KEGG	FRMPD4; FERM and PDZ domain-containing protein 4
K23957	KEGG	FMNL; formic-like protein
K23958	KEGG	INF2; inverted formin-2
K23959	KEGG	FRMPD3; FERM and PDZ domain-containing protein 3
K23960	KEGG	METTL14; mRNA m6A methyltransferase non-catalytic subunit
K23961	KEGG	EPB41L1_2_3; band 4.1-like protein 1/2/3
K23962	KEGG	EPB41L4A, NBL4; band 4.1-like protein 4A
K23963	KEGG	EPB41L5; band 4.1-like protein 5
K23964	KEGG	CCNQ, FAM58A; cyclin-Q
K23965	KEGG	RSPH3; radial spoke head protein 3
K23966	KEGG	CCNL; cyclin L
K23967	KEGG	SLC12A5, KCC2; solute carrier family 12 (potassium/chloride transporter), member 5
K23968	KEGG	AmiISY; 8-oxogeranial reductase [EC:1.3.1.123]
K23969	KEGG	FRMD3_5; FERM domain-containing protein 3/5
K23970	KEGG	FRMD4; FERM domain-containing protein 4
K23971	KEGG	FRMD7; FERM domain-containing protein 7
K23972	KEGG	FRMD8; FERM domain-containing protein 8
K23973	KEGG	sodC; pre-sodorifen synthase [EC:2.1.1.363]
K23974	KEGG	gtfJ; mutansucrase [EC:2.4.1.372]
K23975	KEGG	E2.8.1.16; L-aspartate semialdehyde sulfurtransferase [EC:2.8.1.16]
K23976	KEGG	K23976; L-aspartate semialdehyde sulfurtransferase ferredoxin
K23977	KEGG	GTK; L-glutamine---4-(methylsulfanyl)-2-oxobutanoate aminotransferase [EC:2.6.1.117]
K23978	KEGG	IAH1; isoamyl acetate esterase [EC:3.1.1.112]
K23979	KEGG	MNL1; endoplasmic reticulum Man8GlcNAc2 1,2-alpha-mannosidase [EC:3.2.1.210]
K23980	KEGG	tpdA; cysteinylglycine-S-conjugate dipeptidase [EC:3.4.13.23]
K23981	KEGG	E2.4.1.373; alpha-(1->2) branching sucrase [EC:2.4.1.373]
K23982	KEGG	MTP1_2; beta-1,2-mannooligosaccharide synthase [EC:2.4.1.374]
K23983	KEGG	amiN; amicoumacin kinase [EC:2.7.1.230]
K23984	KEGG	amiO; amicoumacin phosphatase [EC:3.1.3.107]
K23985	KEGG	pilOP; type IV pilus assembly protein PilOP
K23986	KEGG	flaCE; archaeal flagellar protein FlaCE
K23987	KEGG	rfbCD, rmlCD; dTDP-4-dehydrorhamnose 3,5-epimerase/reductase [EC:5.1.3.13 1.1.1.133]
K23988	KEGG	arsR-arsC; ArsR family transcriptional regulator, arsenate/arsenite/antimonite-responsive transcriptional repressor / arsenate reductase (thioredoxin) [EC:1.20.4.4]
K23989	KEGG	lytD, lytB; mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase [EC:3.2.1.96]
K23990	KEGG	NEPS1; nepetalactol dehydrogenase / (+)-cis,trans-nepetalactol synthase [EC:1.1.1.419 5.5.1.34]
K23991	KEGG	ptsA, fryA; multiphosphoryl transfer protein [EC:2.7.3.9 2.7.1.-]
K23992	KEGG	K23992; 1L-myo-inositol 1-phosphate cytidylyltransferase / CDP-L-myo-inositol myo-inositolphosphotransferase [EC:2.7.7.74 2.7.8.34]
K23993	KEGG	fruB; multiphosphoryl transfer protein [EC:2.7.3.9 2.7.1.202]
K23994	KEGG	SLC9B1_2; solute carrier family 9B (sodium/hydrogen exchanger), member 1/2
K23995	KEGG	xoxF; lanthanide-dependent methanol dehydrogenase [EC:1.1.2.10]
K23996	KEGG	phnY; methylphosphonate hydroxylase [EC:1.14.11.71]
K23997	KEGG	nnr; ADP-dependent NAD(P)H-hydrate dehydratase / NAD(P)H-hydrate epimerase [EC:4.2.1.136 5.1.99.6]
K23998	KEGG	PPOX; pyridoxal 5'-phosphate synthase / NAD(P)H-hydrate epimerase [EC:1.4.3.5 5.1.99.6]
K23999	KEGG	fom1; phosphoenolpyruvate phosphomutase / 2-hydroxyethylphosphonate cytidylyltransferase [EC:5.4.2.9 2.7.7.104]
K24000	KEGG	fomD; HPP-CMP hydrolase [EC:3.6.1.-]
K24001	KEGG	cyrI; 7-deoxycylindrospermopsin hydroxylase [EC:1.14.11.70]
K24002	KEGG	cmlC, papC; 4-amino-4-deoxyprephenate dehydrogenase [EC:1.3.1.121]
K24003	KEGG	stc2, hpbB; stachydrine N-demethylase [EC:1.14.13.247]
K24004	KEGG	stc4, hpbC; stachydrine N-demethylase, reductase component
K24005	KEGG	stc3; stachydrine N-demethylase, flavoprotein component
K24006	KEGG	PAM; peptidylglycine monooxygenase / peptidylamidoglycolate lyase [EC:1.14.17.3 4.3.2.5]
K24007	KEGG	soxD; cytochrome aa3-type oxidase subunit SoxD
K24008	KEGG	soxC; cytochrome aa3-type oxidase subunit III
K24009	KEGG	soxB; cytochrome aa3-type oxidase subunit I [EC:7.1.1.4]
K24010	KEGG	soxA; cytochrome aa3-type oxidase subunit II [EC:7.1.1.4]
K24011	KEGG	soxM; cytochrome aa3-type oxidase subunit I/III [EC:7.1.1.4]
K24012	KEGG	acdAB; acetate---CoA ligase (ADP-forming) [EC:6.2.1.13]
K24013	KEGG	TMEM38, TRIC; trimeric intracellular cation channel
K24014	KEGG	UNC79; protein unc-79
K24015	KEGG	UNC80; protein unc-80
K24016	KEGG	acdA; 3-(aryl)acrylate reductase [EC:1.3.8.15]
K24017	KEGG	priA; phosphoribosyl isomerase A [EC:5.3.1.16 5.3.1.24]
K24018	KEGG	K24018; cyclohexadieny/prephenate dehydrogenase / 3-phosphoshikimate 1-carboxyvinyltransferase [EC:1.3.1.43 1.3.1.12 2.5.1.19]
K24019	KEGG	FCGRT; IgG receptor FcRn large subunit p51
K24020	KEGG	PLEKHH; pleckstrin homology domain-containing family H
K24021	KEGG	PLEKHJ; pleckstrin homology domain-containing family J
K24022	KEGG	PLEKHO; pleckstrin homology domain-containing family O
K24023	KEGG	RALGPS; Ras-specific guanine nucleotide-releasing factor RalGPS
K24024	KEGG	RTKN; rhotekin
K24025	KEGG	STAP1; signal-transducing adaptor protein 1
K24026	KEGG	STAP2; signal-transducing adaptor protein 2
K24027	KEGG	VEPH1, MELT; protein melted
K24028	KEGG	DMR6, DLO; salicylic acid 3-hydroxylase [EC:1.14.11.-]
K24029	KEGG	OGFOD1, TPA1; prolyl 3-hydroxylase /prolyl 3,4-dihydroxylase [EC:1.14.11.-]
K24030	KEGG	ZMYND10; zinc finger MYND domain-containing protein 10
K24031	KEGG	TMPO; lamina-associated polypeptide 2
K24032	KEGG	SH3PXD2; SH3 and PX domain-containing protein 2
K24033	KEGG	pafBC; proteasome accessory factor BC
K24034	KEGG	SPE3-LYS9; spermidine synthase / saccharopine dehydrogenase (NADP+, L-glutamate-forming) [EC:2.5.1.16 1.5.1.10]
K24035	KEGG	APBA3, 11L2; amyloid beta A4 precursor protein-binding family A member 3
K24036	KEGG	DOK3; docking protein 3
K24037	KEGG	DOK4_5_6, IRS5_6; docking protein 4/5/6
K24038	KEGG	DOK7; docking protein 7
K24039	KEGG	FRS3; fibroblast growth factor receptor substrate 3
K24040	KEGG	ecfTA; energy-coupling factor transport system permease/ATP-binding protein [EC:7.-.-.-]
K24041	KEGG	yxeI; penicillin V amidase [EC:3.5.1.11]
K24042	KEGG	yitJ; methionine synthase / methylenetetrahydrofolate reductase (NADH) [EC:2.1.1.13 1.5.1.54]
K24043	KEGG	TMSB15; thymosin beta 15
K24044	KEGG	RGPD; RANBP2-like and GRIP domain-containing protein
K24045	KEGG	JMY; junction-mediating and -regulatory protein
K24046	KEGG	COBLL1; cordon-bleu protein-like 1
K24047	KEGG	ESPN; espin
K24048	KEGG	MPP2; MAGUK p55 subfamily member 2
K24049	KEGG	MPP3; MAGUK p55 subfamily member 3
K24050	KEGG	DLG5; discs large protein 5
K24051	KEGG	SPRTN; SprT-like domain-contaning protein Spartan
K24052	KEGG	RBM20; RNA-binding protein 20
K24053	KEGG	GRASP; general receptor for phosphoinositides 1-associated scaffold protein
K24054	KEGG	GOPC; golgi-associated PDZ and coiled-coil motif-containing protein
K24055	KEGG	LRRC7; leucine-rich repeat-containing protein 7
K24056	KEGG	PDZD4; PDZ domain-containing protein 4
K24057	KEGG	PDZK1, PDZD1; DZ domain-containing protein 1
K24058	KEGG	PDZD2; PDZ domain-containing protein 2
K24059	KEGG	PDZD3; PDZ domain-containing protein 3
K24060	KEGG	PDZD8; PDZ domain-containing protein 8
K24061	KEGG	PDZD11; PDZ domain-containing protein 11
K24062	KEGG	PICK1; PRKCA-binding protein
K24063	KEGG	SNTA; alpha-syntrophin
K24064	KEGG	SNTB; beta-syntrophin
K24065	KEGG	SNTG; gamma-syntrophin
K24066	KEGG	SYNPO2; synaptopodin-2
K24067	KEGG	TAX1BP3; Tax1-binding protein 3
K24068	KEGG	MEGF10_11; multiple epidermal growth factor-like domains protein 10/11
K24069	KEGG	PITPNM; membrane-associated phosphatidylinositol transfer protein
K24070	KEGG	PARP1; poly [ADP-ribose] polymerase 1 [EC:2.4.2.30]
K24071	KEGG	gsmt-sdmt; glycine/sarcosine/dimethylglycine N-methyltransferase [EC:2.1.1.156 2.1.1.157]
K24072	KEGG	xpf; positive control factor
K24073	KEGG	cnrH; RNA polymerase sigma factor CnrH
K24074	KEGG	PGRP-LE; peptidoglycan recognition protein LE
K24075	KEGG	PGRP-LC; peptidoglycan recognition protein LC
K24076	KEGG	PGRP-LB; peptidoglycan-recognition protein LB [EC:3.5.1.28]
K24077	KEGG	PGRP-LF; peptidoglycan-recognition protein LF
K24078	KEGG	cnrR, cnrX; nickel and cobalt resistance protein CnrR
K24079	KEGG	cnrY; nickel and cobalt resistance protein CnrY
K24080	KEGG	LEMD2; LEM domain-contaning protein 2
K24081	KEGG	ZMYND15; zinc finger MYND domain-containing protein 15
K24082	KEGG	pgrR; LysR family transcriptional regulator, regulator of peptidoglycan recycling
K24083	KEGG	ABHD13; abhydrolase domain-containing protein 13 [EC:3.-.-.-]
K24084	KEGG	aidA; quorum-quenching protein AidA
K24085	KEGG	estD; esterase [EC:3.1.1.1]
K24086	KEGG	EIF4H; translation initiation factor 4H
K24087	KEGG	rpnB; recombination-promoting nuclease RpnB [EC:3.1.21.-]
K24088	KEGG	rpnC; recombination-promoting nuclease RpnC [EC:3.1.21.-]
K24089	KEGG	rpnD; recombination-promoting nuclease RpnD [EC:3.1.21.-]
K24090	KEGG	rpnE; recombination-promoting nuclease RpnE
K24091	KEGG	OBI1; ORC ubiquitin ligase 1 [EC:2.3.2.27]
K24092	KEGG	PGRP-LA; peptidoglycan recognition protein LA
K24093	KEGG	PGRP-LD; peptidoglycan recognition protein LD
K24094	KEGG	HS1BP3; HCLS1-binding protein 3
K24095	KEGG	NISCH; nischarin
K24096	KEGG	PGRP-SB; peptidoglycan recognition protein SB [EC:3.5.1.28]
K24097	KEGG	PGRP-SD; peptidoglycan recognition protein SD
K24098	KEGG	LMO1_3; rhombotin-1/3
K24099	KEGG	LMO4; LIM domain transcription factor LMO4
K24100	KEGG	E3.2.1.213; galactan exo-1,6-beta-galactobiohydrolase (non-reducing end) [EC:3.2.1.213]
K24101	KEGG	vabF; L-arginine---[L-arginyl-carrier protein] ligase [EC:6.2.1.63]
K24102	KEGG	folCP; dihydrofolate synthase / dihydropteroate synthase [EC:6.3.2.12 2.5.1.15]
K24103	KEGG	UGT3A; UDP-glycosyltransferase [EC:2.4.1.-]
K24104	KEGG	GPN; GPN-loop GTPase
K24105	KEGG	mglA; mutual gliding-motility protein MglA
K24106	KEGG	N; SARS coronavirus nucleocapsid protein
K24107	KEGG	GEX; MFS transporter, SIT family, glutathione exchanger
K24108	KEGG	asbA; spermidine-citrate ligase [EC:6.3.2.-]
K24109	KEGG	asbB; 3,4-dihydroxybenzoyl-citryl-spermidine/N-citryl-spermidine--spermidine ligase [EC:6.3.2.-]
K24110	KEGG	asbC; 3,4-dihydroxybenzoate---[aryl-carrier protein] ligase [EC:6.2.1.62]
K24111	KEGG	asbD; aryl carrier protein AsbD
K24112	KEGG	asbE; petrobactin synthase [EC:2.-.-.-]
K24113	KEGG	PCL6_7; PHO85 cyclin-6/7
K24114	KEGG	PCL8_10; PHO85 cyclin-8/10
K24115	KEGG	RANBP17; Ran-binding protein 17
K24116	KEGG	scmK; N-acetyl-S-(2-succino)cysteine monooxygenase [EC:1.14.-.-]
K24117	KEGG	scmL; S-(2-succino)cysteine N-acetyltransferase [EC:2.3.1.-]
K24118	KEGG	atsB, chuR, aslB; serine-type anaerobic sulfatase-maturating enzyme [EC:1.1.98.7]
K24119	KEGG	ahpC; NADH-dependent peroxiredoxin subunit C [EC:1.11.1.26]
K24120	KEGG	ahpE; mycoredoxin-dependent peroxiredoxin [EC:1.11.1.29]
K24121	KEGG	MPO1; 2-hydroxy fatty acid dioxygenase [EC:1.14.18.12]
K24122	KEGG	ctmAB; limonene dehydrogenase [EC:1.17.99.8]
K24123	KEGG	ARMC2; armadillo repeat-containing protein 2
K24124	KEGG	ARMC3; armadillo repeat-containing protein 3
K24125	KEGG	ODAD2, ARMC4; outer dynein arm-docking complex subunit 2
K24126	KEGG	ahpC; lipoyl-dependent peroxiredoxin subunit C [EC:1.11.1.28]
K24127	KEGG	MAGE; melanoma-associated antigen
K24128	KEGG	NEL1; GTPase-activating protein NEL1
K24129	KEGG	K24129; glutaredoxin-dependent peroxiredoxin [EC:1.11.1.25]
K24130	KEGG	K24130; glutaredoxin-dependent peroxiredoxin [EC:1.11.1.25]
K24131	KEGG	prsW; protease PrsW [EC:3.4.-.-]
K24132	KEGG	Sp7; serine protease 7 [EC:3.4.21.-]
K24133	KEGG	Sb; serine proteinase stubble [EC:3.4.21.-]
K24134	KEGG	ZUP1, ZUFSP; zinc finger-containing ubiquitin peptidase 1 [EC:3.4.19.12]
K24135	KEGG	MORC; MORC family CW-type zinc finger protein
K24136	KEGG	pgdX; glutathione-dependent peroxiredoxin [EC:1.11.1.27]
K24137	KEGG	PRX1; glutaredoxin/glutathione-dependent peroxiredoxin [EC:1.11.1.25 1.11.1.27]
