id,db,name
HMMsoil24688,FOAM,proV; glycine betaine/proline transport system ATP-binding protein EC:7.6.2.9
HMMsoil24691,FOAM,pycB; pyruvate carboxylase subunit B EC:6.4.1.1
HMMsoil24692,FOAM,"IMA, malL; oligo-1,6-glucosidase EC:3.2.1.10"
HMMsoil24693,FOAM,fwdH; 4Fe-4S ferredoxin
HMMsoil24695,FOAM,"ACSS1_2, acs; acetyl-CoA synthetase EC:6.2.1.1"
HMMsoil24696,FOAM,"adhP; alcohol dehydrogenase, propanol-preferring EC:1.1.1.1"
HMMsoil24698,FOAM,"pleC; two-component system, cell cycle sensor histidine kinase PleC EC:2.7.13.3"
HMMsoil24699,FOAM,malZ; alpha-glucosidase EC:3.2.1.20
HMMsoil24700,FOAM,"K02484; two-component system, OmpR family, sensor kinase EC:2.7.13.3"
HMMsoil24546,FOAM,fruB; fructose PTS system EIIA component EC:2.7.1.202
HMMsoil24547,FOAM,livG; branched-chain amino acid transport system ATP-binding protein
HMMsoil24548,FOAM,
HMMsoil24549,FOAM,metN; D-methionine transport system ATP-binding protein
HMMsoil24550,FOAM,opuBD; osmoprotectant transport system permease protein
HMMsoil24551,FOAM,natA; sodium transport system ATP-binding protein EC:7.2.2.4
HMMsoil24553,FOAM,"ACADM, acd; acyl-CoA dehydrogenase EC:1.3.8.7"
HMMsoil24554,FOAM,ABC.ZM.S; zinc/manganese transport system substrate-binding protein
HMMsoil24557,FOAM,ABC.SN.A; NitT/TauT family transport system ATP-binding protein
HMMsoil24560,FOAM,ALDH; aldehyde dehydrogenase (NAD+) EC:1.2.1.3
HMMsoil24561,FOAM,"E3.2.1.8, xynA; endo-1,4-beta-xylanase EC:3.2.1.8"
HMMsoil24562,FOAM,
HMMsoil24565,FOAM,gabD; succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase EC:1.2.1.16 1.2.1.79 1.2.1.20
HMMsoil24567,FOAM,lptB; lipopolysaccharide export system ATP-binding protein EC:7.5.2.5
HMMsoil24568,FOAM,DDO; D-aspartate oxidase EC:1.4.3.1
HMMsoil24704,FOAM,hdrA2; heterodisulfide reductase subunit A2 EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6
HMMsoil24705,FOAM,"AMY, amyA, malS; alpha-amylase EC:3.2.1.1"
HMMsoil24706,FOAM,"fdoG, fdhF, fdwA; formate dehydrogenase major subunit EC:1.17.1.9"
HMMsoil24708,FOAM,E4.2.99.18; DNA-(apurinic or apyrimidinic site) lyase EC:4.2.99.18
HMMsoil24709,FOAM,FDH; formate dehydrogenase EC:1.17.1.9
HMMsoil24710,FOAM,"fdoG, fdhF, fdwA; formate dehydrogenase major subunit EC:1.17.1.9"
HMMsoil24712,FOAM,"E3.2.1.86B, bglA; 6-phospho-beta-glucosidase EC:3.2.1.86"
HMMsoil24713,FOAM,kdgK; 2-dehydro-3-deoxygluconokinase EC:2.7.1.45
HMMsoil24714,FOAM,hdrA2; heterodisulfide reductase subunit A2 EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6
HMMsoil24715,FOAM,"DLD, lpd, pdhD; dihydrolipoamide dehydrogenase EC:1.8.1.4"
HMMsoil24717,FOAM,"korD, oorD; 2-oxoglutarate ferredoxin oxidoreductase subunit delta EC:1.2.7.3"
HMMsoil24719,FOAM,"CBH1; cellulose 1,4-beta-cellobiosidase EC:3.2.1.91"
HMMsoil24621,FOAM,CHEK2; serine/threonine-protein kinase CHEK2 EC:2.7.11.1
HMMsoil24622,FOAM,cysI; sulfite reductase (NADPH) hemoprotein beta-component EC:1.8.1.2
HMMsoil24624,FOAM,
HMMsoil24625,FOAM,E2.7.11.-; protein-serine/threonine kinase EC:2.7.11.-
HMMsoil24626,FOAM,"fdoG, fdhF, fdwA; formate dehydrogenase major subunit EC:1.17.1.9"
HMMsoil24627,FOAM,"tctE; two-component system, OmpR family, sensor histidine kinase TctE EC:2.7.13.3"
HMMsoil24629,FOAM,"trxB, TRR; thioredoxin reductase (NADPH) EC:1.8.1.9"
HMMsoil24631,FOAM,puuE; 4-aminobutyrate aminotransferase EC:2.6.1.19
HMMsoil24635,FOAM,cysI; sulfite reductase (NADPH) hemoprotein beta-component EC:1.8.1.2
HMMsoil24636,FOAM,frhG; coenzyme F420 hydrogenase subunit gamma EC:1.12.98.1
HMMsoil24637,FOAM,wbyK; mannosyltransferase EC:2.4.1.-
HMMsoil24638,FOAM,"K02486; two-component system, sensor kinase EC:2.7.13.3"
HMMsoil24758,FOAM,
HMMsoil24759,FOAM,"sotB; MFS transporter, DHA1 family, L-arabinose/isopropyl-beta-D-thiogalactopyranoside export protein"
HMMsoil24762,FOAM,ABC.CD.A; putative ABC transport system ATP-binding protein
HMMsoil24764,FOAM,ABC.CD.A; putative ABC transport system ATP-binding protein
HMMsoil24805,FOAM,"MAO, aofH; monoamine oxidase EC:1.4.3.4"
HMMsoil24806,FOAM,patA; aminotransferase EC:2.6.1.-
HMMsoil24807,FOAM,thrA; bifunctional aspartokinase / homoserine dehydrogenase 1 EC:2.7.2.4 1.1.1.3
HMMsoil24809,FOAM,opuC; osmoprotectant transport system substrate-binding protein
HMMsoil24811,FOAM,cbiO; cobalt/nickel transport system ATP-binding protein
HMMsoil24814,FOAM,GAOA; galactose oxidase EC:1.1.3.9
HMMsoil24815,FOAM,ABC.SN.A; NitT/TauT family transport system ATP-binding protein
HMMsoil24816,FOAM,"barA, gacS, varS; two-component system, NarL family, sensor histidine kinase BarA EC:2.7.13.3"
HMMsoil24817,FOAM,ddpD; peptide/nickel transport system ATP-binding protein
HMMsoil24818,FOAM,"SLC16A4; MFS transporter, MCT family, solute carrier family 16 (monocarboxylic acid transporters), member 4"
HMMsoil24819,FOAM,ABC.MS.P1; multiple sugar transport system permease protein
HMMsoil24820,FOAM,ABC.MS.P; multiple sugar transport system permease protein
HMMsoil24822,FOAM,opuBD; osmoprotectant transport system permease protein
HMMsoil24825,FOAM,pimA; phosphatidyl-myo-inositol alpha-mannosyltransferase EC:2.4.1.345
HMMsoil24828,FOAM,"ACADS, bcd; butyryl-CoA dehydrogenase EC:1.3.8.1"
HMMsoil24829,FOAM,mraY; phospho-N-acetylmuramoyl-pentapeptide-transferase EC:2.7.8.13
HMMsoil24830,FOAM,"murE; UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase EC:6.3.2.13"
HMMsoil24832,FOAM,"soxA; sarcosine oxidase, subunit alpha EC:1.5.3.1"
HMMsoil24834,FOAM,FAHD1; acylpyruvate hydrolase EC:3.7.1.5
HMMsoil24835,FOAM,znuC; zinc transport system ATP-binding protein EC:7.2.2.20
HMMsoil24837,FOAM,"desK; two-component system, NarL family, sensor histidine kinase DesK EC:2.7.13.3"
HMMsoil24838,FOAM,"paaF, echA; enoyl-CoA hydratase EC:4.2.1.17"
HMMsoil24839,FOAM,gltD; glutamate synthase (NADPH) small chain EC:1.4.1.13
HMMsoil24841,FOAM,"evgS, bvgS; two-component system, NarL family, sensor histidine kinase EvgS EC:2.7.13.3"
HMMsoil24844,FOAM,"sasA; two-component system, OmpR family, clock-associated histidine kinase SasA EC:2.7.13.3"
HMMsoil24846,FOAM,E2.7.11.1; non-specific serine/threonine protein kinase EC:2.7.11.1
HMMsoil24847,FOAM,lysA; diaminopimelate decarboxylase EC:4.1.1.20
HMMsoil24849,FOAM,"ada-alkA; AraC family transcriptional regulator, regulatory protein of adaptative response / DNA-3-methyladenine glycosylase II EC:3.2.2.21"
HMMsoil24850,FOAM,"MTR4, SKIV2L2; ATP-dependent RNA helicase DOB1 EC:3.6.4.13"
HMMsoil24852,FOAM,"paaF, echA; enoyl-CoA hydratase EC:4.2.1.17"
HMMsoil24855,FOAM,lysA; diaminopimelate decarboxylase EC:4.1.1.20
HMMsoil24856,FOAM,"guaA, GMPS; GMP synthase (glutamine-hydrolysing) EC:6.3.5.2"
HMMsoil24857,FOAM,"kdpD; two-component system, OmpR family, sensor histidine kinase KdpD EC:2.7.13.3"
HMMsoil24722,FOAM,aroD; 3-dehydroquinate dehydratase I EC:4.2.1.10
HMMsoil24724,FOAM,livG; branched-chain amino acid transport system ATP-binding protein
HMMsoil24725,FOAM,ABC.MN.A; manganese/iron transport system ATP-binding protein
HMMsoil24726,FOAM,ynjD; putative thiamine transport system ATP-binding protein
HMMsoil24727,FOAM,ddpF; peptide/nickel transport system ATP-binding protein
HMMsoil24728,FOAM,nudI; nucleoside triphosphatase EC:3.6.1.-
HMMsoil24729,FOAM,wcaH; colanic acid biosynthesis protein WcaH EC:3.6.1.-
HMMsoil24733,FOAM,ddpD; peptide/nickel transport system ATP-binding protein
HMMsoil24734,FOAM,lpxA; UDP-N-acetylglucosamine acyltransferase EC:2.3.1.129
HMMsoil24735,FOAM,potG; putrescine transport system ATP-binding protein EC:7.6.2.16
HMMsoil24737,FOAM,
HMMsoil24738,FOAM,hisC; histidinol-phosphate aminotransferase EC:2.6.1.9
HMMsoil24739,FOAM,ABC.MS.P1; multiple sugar transport system permease protein
HMMsoil24741,FOAM,ABC-2.A; ABC-2 type transport system ATP-binding protein
HMMsoil24744,FOAM,ABC-2.A; ABC-2 type transport system ATP-binding protein
HMMsoil24745,FOAM,"flgS; two-component system, NtrC family, sensor kinase EC:2.7.13.3"
HMMsoil24746,FOAM,hdrA2; heterodisulfide reductase subunit A2 EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6
HMMsoil24749,FOAM,ABC.CD.A; putative ABC transport system ATP-binding protein
HMMsoil24750,FOAM,"PDHA, pdhA; pyruvate dehydrogenase E1 component alpha subunit EC:1.2.4.1"
HMMsoil24752,FOAM,hutG; formiminoglutamase EC:3.5.3.8
HMMsoil24753,FOAM,
HMMsoil24754,FOAM,"fdoG, fdhF, fdwA; formate dehydrogenase major subunit EC:1.17.1.9"
HMMsoil24755,FOAM,ddpF; peptide/nickel transport system ATP-binding protein
HMMsoil24756,FOAM,
HMMsoil24757,FOAM,"E2.3.1.54, pflD; formate C-acetyltransferase EC:2.3.1.54"
HMMsoil24890,FOAM,STK33; serine/threonine kinase 33 EC:2.7.11.1
HMMsoil24891,FOAM,"betA, CHDH; choline dehydrogenase EC:1.1.99.1"
HMMsoil24892,FOAM,"E2.2.1.6L, ilvB, ilvG, ilvI; acetolactate synthase I/II/III large subunit EC:2.2.1.6"
HMMsoil24894,FOAM,relA; GTP pyrophosphokinase EC:2.7.6.5
HMMsoil24895,FOAM,hcaD; 3-phenylpropionate/trans-cinnamate dioxygenase ferredoxin reductase component EC:1.18.1.3
HMMsoil24896,FOAM,"flgS; two-component system, NtrC family, sensor kinase EC:2.7.13.3"
HMMsoil24898,FOAM,"hyaA, hybO; hydrogenase small subunit EC:1.12.99.6"
HMMsoil24900,FOAM,vorA; 2-oxoisovalerate ferredoxin oxidoreductase alpha subunit EC:1.2.7.7
HMMsoil24902,FOAM,"hyaA, hybO; hydrogenase small subunit EC:1.12.99.6"
HMMsoil24908,FOAM,"E3.2.1.85, lacG; 6-phospho-beta-galactosidase EC:3.2.1.85"
HMMsoil24910,FOAM,"DLST, sucB; 2-oxoglutarate dehydrogenase E2 component (dihydrolipoamide succinyltransferase) EC:2.3.1.61"
HMMsoil24911,FOAM,hcaD; 3-phenylpropionate/trans-cinnamate dioxygenase ferredoxin reductase component EC:1.18.1.3
HMMsoil24914,FOAM,nirB; nitrite reductase (NADH) large subunit EC:1.7.1.15
HMMsoil24916,FOAM,"hyaB, hybC; hydrogenase large subunit EC:1.12.99.6"
HMMsoil24918,FOAM,"E4.2.1.2B, fumC, FH; fumarate hydratase, class II EC:4.2.1.2"
HMMsoil24919,FOAM,yjaB; putative acetyltransferase EC:2.3.1.-
HMMsoil24920,FOAM,"fdoG, fdhF, fdwA; formate dehydrogenase major subunit EC:1.17.1.9"
HMMsoil24923,FOAM,cysH; phosphoadenosine phosphosulfate reductase EC:1.8.4.8 1.8.4.10
HMMsoil24924,FOAM,"mtlA, cmtA; mannitol PTS system EIICBA or EIICB component EC:2.7.1.197"
HMMsoil24925,FOAM,relA; GTP pyrophosphokinase EC:2.7.6.5
HMMsoil24928,FOAM,
HMMsoil24929,FOAM,pknK; serine/threonine-protein kinase PknK EC:2.7.11.1
HMMsoil24931,FOAM,pycB; pyruvate carboxylase subunit B EC:6.4.1.1
HMMsoil24933,FOAM,E4.6.1.1; adenylate cyclase EC:4.6.1.1
HMMsoil24934,FOAM,"K08884; serine/threonine protein kinase, bacterial EC:2.7.11.1"
HMMsoil24766,FOAM,ABC.MN.A; manganese/iron transport system ATP-binding protein
HMMsoil24768,FOAM,ddpF; peptide/nickel transport system ATP-binding protein
HMMsoil24773,FOAM,ddpD; peptide/nickel transport system ATP-binding protein
HMMsoil24774,FOAM,lpxD; UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase EC:2.3.1.191
HMMsoil24775,FOAM,"ydjE; MFS transporter, putative metabolite:H+ symporter"
HMMsoil24776,FOAM,"GLUD1_2, gdhA; glutamate dehydrogenase (NAD(P)+) EC:1.4.1.3"
HMMsoil24777,FOAM,ddpF; peptide/nickel transport system ATP-binding protein
HMMsoil24778,FOAM,ABC.PA.A; polar amino acid transport system ATP-binding protein EC:7.4.2.1
HMMsoil24779,FOAM,"DLD, lpd, pdhD; dihydrolipoamide dehydrogenase EC:1.8.1.4"
HMMsoil24782,FOAM,ABC-2.A; ABC-2 type transport system ATP-binding protein
HMMsoil24783,FOAM,pycB; pyruvate carboxylase subunit B EC:6.4.1.1
HMMsoil24784,FOAM,ABC.FEV.A; iron complex transport system ATP-binding protein EC:7.2.2.-
HMMsoil24785,FOAM,adiA; arginine decarboxylase EC:4.1.1.19
HMMsoil24788,FOAM,manB; phosphomannomutase EC:5.4.2.8
HMMsoil24789,FOAM,DPM1; dolichol-phosphate mannosyltransferase EC:2.4.1.83
HMMsoil24790,FOAM,"mlaF, linL, mkl; phospholipid/cholesterol/gamma-HCH transport system ATP-binding protein"
HMMsoil24792,FOAM,livM; branched-chain amino acid transport system permease protein
HMMsoil24793,FOAM,ALDH; aldehyde dehydrogenase (NAD+) EC:1.2.1.3
HMMsoil24795,FOAM,
HMMsoil24796,FOAM,ABC.FEV.A; iron complex transport system ATP-binding protein EC:7.2.2.-
HMMsoil24799,FOAM,"betB, gbsA; betaine-aldehyde dehydrogenase EC:1.2.1.8"
HMMsoil24801,FOAM,"treZ, glgZ; maltooligosyltrehalose trehalohydrolase EC:3.2.1.141"
HMMsoil24803,FOAM,"DLD, lpd, pdhD; dihydrolipoamide dehydrogenase EC:1.8.1.4"
HMMsoil24964,FOAM,"ACADM, acd; acyl-CoA dehydrogenase EC:1.3.8.7"
HMMsoil24969,FOAM,E2.7.11.1; non-specific serine/threonine protein kinase EC:2.7.11.1
HMMsoil24971,FOAM,"treB, treP; trehalose PTS system EIIBC or EIIBCA component EC:2.7.1.201"
HMMsoil24972,FOAM,"GLUD1_2, gdhA; glutamate dehydrogenase (NAD(P)+) EC:1.4.1.3"
HMMsoil24973,FOAM,metI; D-methionine transport system permease protein
HMMsoil24974,FOAM,ddpF; peptide/nickel transport system ATP-binding protein
HMMsoil24975,FOAM,pimB; phosphatidyl-myo-inositol dimannoside synthase EC:2.4.1.346
HMMsoil24976,FOAM,lpxA; UDP-N-acetylglucosamine acyltransferase EC:2.3.1.129
HMMsoil24977,FOAM,ABC.SP.A; putative spermidine/putrescine transport system ATP-binding protein
HMMsoil24978,FOAM,
HMMsoil24981,FOAM,modC; molybdate transport system ATP-binding protein EC:7.3.2.5
HMMsoil24982,FOAM,"afuC, fbpC; iron(III) transport system ATP-binding protein EC:7.2.2.7"
HMMsoil24983,FOAM,ABC-2.P; ABC-2 type transport system permease protein
HMMsoil24986,FOAM,ABC.MS.P1; multiple sugar transport system permease protein
HMMsoil24987,FOAM,ABC.SN.A; NitT/TauT family transport system ATP-binding protein
HMMsoil24988,FOAM,
HMMsoil24990,FOAM,metN; D-methionine transport system ATP-binding protein
HMMsoil24991,FOAM,hxlA; 3-hexulose-6-phosphate synthase EC:4.1.2.43
HMMsoil24995,FOAM,trpCF; indole-3-glycerol phosphate synthase / phosphoribosylanthranilate isomerase EC:4.1.1.48 5.3.1.24
HMMsoil24997,FOAM,"PK, pyk; pyruvate kinase EC:2.7.1.40"
HMMsoil24999,FOAM,
HMMsoil25000,FOAM,ABC.FEV.A; iron complex transport system ATP-binding protein EC:7.2.2.-
HMMsoil25001,FOAM,ABC.FEV.A; iron complex transport system ATP-binding protein EC:7.2.2.-
HMMsoil25002,FOAM,ABC.PA.P; polar amino acid transport system permease protein
HMMsoil25005,FOAM,"malK, mtlK, thuK; multiple sugar transport system ATP-binding protein EC:7.5.2.-"
HMMsoil25008,FOAM,lysC; aspartate kinase EC:2.7.2.4
HMMsoil25010,FOAM,ABC.MN.A; manganese/iron transport system ATP-binding protein
HMMsoil25011,FOAM,ABC.MS.S; multiple sugar transport system substrate-binding protein
HMMsoil25012,FOAM,coxS; aerobic carbon-monoxide dehydrogenase small subunit EC:1.2.5.3
HMMsoil25013,FOAM,ABC-2.A; ABC-2 type transport system ATP-binding protein
HMMsoil25014,FOAM,livK; branched-chain amino acid transport system substrate-binding protein
HMMsoil25016,FOAM,ABC.CD.A; putative ABC transport system ATP-binding protein
HMMsoil25017,FOAM,eda; 2-dehydro-3-deoxyphosphogluconate aldolase / (4S)-4-hydroxy-2-oxoglutarate aldolase EC:4.1.2.14 4.1.3.42
HMMsoil25018,FOAM,ABC.SP.A; putative spermidine/putrescine transport system ATP-binding protein
HMMsoil25019,FOAM,sitB; manganese/iron transport system ATP-binding protein
HMMsoil24858,FOAM,"purB, ADSL; adenylosuccinate lyase EC:4.3.2.2"
HMMsoil24859,FOAM,"flgS; two-component system, NtrC family, sensor kinase EC:2.7.13.3"
HMMsoil24860,FOAM,pyrH; uridylate kinase EC:2.7.4.22
HMMsoil24861,FOAM,"trxB, TRR; thioredoxin reductase (NADPH) EC:1.8.1.9"
HMMsoil24862,FOAM,livM; branched-chain amino acid transport system permease protein
HMMsoil24863,FOAM,ABC-2.P; ABC-2 type transport system permease protein
HMMsoil24866,FOAM,"K08884; serine/threonine protein kinase, bacterial EC:2.7.11.1"
HMMsoil24868,FOAM,"hk1; two-component system, glycerol uptake and utilization sensor kinase EC:2.7.13.3"
HMMsoil24869,FOAM,nuoB; NADH-quinone oxidoreductase subunit B EC:7.1.1.2
HMMsoil24870,FOAM,"ntrY; two-component system, NtrC family, nitrogen regulation sensor histidine kinase NtrY EC:2.7.13.3"
HMMsoil24871,FOAM,ATP2C; P-type Ca2+ transporter type 2C EC:7.2.2.10
HMMsoil24874,FOAM,kdgK; 2-dehydro-3-deoxygluconokinase EC:2.7.1.45
HMMsoil24875,FOAM,glmU; bifunctional UDP-N-acetylglucosamine pyrophosphorylase / glucosamine-1-phosphate N-acetyltransferase EC:2.7.7.23 2.3.1.157
HMMsoil24876,FOAM,cysJ; sulfite reductase (NADPH) flavoprotein alpha-component EC:1.8.1.2
HMMsoil24877,FOAM,hcaD; 3-phenylpropionate/trans-cinnamate dioxygenase ferredoxin reductase component EC:1.18.1.3
HMMsoil24878,FOAM,ALDH; aldehyde dehydrogenase (NAD+) EC:1.2.1.3
HMMsoil24879,FOAM,hisC; histidinol-phosphate aminotransferase EC:2.6.1.9
HMMsoil24881,FOAM,ethA; monooxygenase EC:1.14.13.-
HMMsoil24882,FOAM,"proP; MFS transporter, MHS family, proline/betaine transporter"
HMMsoil24884,FOAM,
HMMsoil24886,FOAM,lpxD; UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase EC:2.3.1.191
HMMsoil24888,FOAM,NLK; nemo like kinase EC:2.7.11.24
HMMsoil24889,FOAM,"narX; two-component system, NarL family, nitrate/nitrite sensor histidine kinase NarX EC:2.7.13.3"
HMMsoil25056,FOAM,ABC.MS.P; multiple sugar transport system permease protein
HMMsoil25060,FOAM,"E3.2.1.8, xynA; endo-1,4-beta-xylanase EC:3.2.1.8"
HMMsoil25061,FOAM,ABC.PA.S; polar amino acid transport system substrate-binding protein
HMMsoil25062,FOAM,livK; branched-chain amino acid transport system substrate-binding protein
HMMsoil25063,FOAM,ddpD; peptide/nickel transport system ATP-binding protein
HMMsoil25064,FOAM,pulA; pullulanase EC:3.2.1.41
HMMsoil25066,FOAM,ABC-2.A; ABC-2 type transport system ATP-binding protein
HMMsoil25067,FOAM,rbsC; ribose transport system permease protein
HMMsoil25068,FOAM,eda; 2-dehydro-3-deoxyphosphogluconate aldolase / (4S)-4-hydroxy-2-oxoglutarate aldolase EC:4.1.2.14 4.1.3.42
HMMsoil25069,FOAM,"GLUD1_2, gdhA; glutamate dehydrogenase (NAD(P)+) EC:1.4.1.3"
HMMsoil25070,FOAM,znuC; zinc transport system ATP-binding protein EC:7.2.2.20
HMMsoil25072,FOAM,"ACADS, bcd; butyryl-CoA dehydrogenase EC:1.3.8.1"
HMMsoil25075,FOAM,ddpD; peptide/nickel transport system ATP-binding protein
HMMsoil25076,FOAM,"manA, MPI; mannose-6-phosphate isomerase EC:5.3.1.8"
HMMsoil25077,FOAM,csn; chitosanase EC:3.2.1.132
HMMsoil25080,FOAM,ABC.PA.P; polar amino acid transport system permease protein
HMMsoil25081,FOAM,ABC.ZM.P; zinc/manganese transport system permease protein
HMMsoil25082,FOAM,artQ; arginine transport system permease protein
HMMsoil25084,FOAM,
HMMsoil25086,FOAM,"SLC22A1, OCT1; MFS transporter, OCT family, solute carrier family 22 (organic cation transporter), member 1"
HMMsoil25088,FOAM,ABC.MS.P1; multiple sugar transport system permease protein
HMMsoil25090,FOAM,TAF9; transcription initiation factor TFIID subunit 9
HMMsoil25091,FOAM,"tmuM; 1,3,7-trimethyluric acid 5-monooxygenase EC:1.14.13.212"
HMMsoil25094,FOAM,CYP81F; indol-3-yl-methylglucosinolate hydroxylase EC:1.14.-.-
HMMsoil25095,FOAM,cysJ; sulfite reductase (NADPH) flavoprotein alpha-component EC:1.8.1.2
HMMsoil25097,FOAM,"LNAA, LNBA; L-tyrosine reductase EC:1.2.1.101"
HMMsoil25101,FOAM,
HMMsoil25102,FOAM,"E2.3.1.8, pta; phosphate acetyltransferase EC:2.3.1.8"
HMMsoil25104,FOAM,liuC; methylglutaconyl-CoA hydratase EC:4.2.1.18
HMMsoil25106,FOAM,PBS1; serine/threonine-protein kinase PBS1 EC:2.7.11.1
HMMsoil25108,FOAM,"kinE; two-component system, sporulation sensor kinase E EC:2.7.13.3"
HMMsoil25109,FOAM,alkA; DNA-3-methyladenine glycosylase II EC:3.2.2.21
HMMsoil25110,FOAM,"fdoG, fdhF, fdwA; formate dehydrogenase major subunit EC:1.17.1.9"
HMMsoil25111,FOAM,"fdoG, fdhF, fdwA; formate dehydrogenase major subunit EC:1.17.1.9"
HMMsoil25113,FOAM,"DUSP, MKP; dual specificity MAP kinase phosphatase EC:3.1.3.16 3.1.3.48"
HMMsoil24936,FOAM,hcaD; 3-phenylpropionate/trans-cinnamate dioxygenase ferredoxin reductase component EC:1.18.1.3
HMMsoil24938,FOAM,adhE; acetaldehyde dehydrogenase / alcohol dehydrogenase EC:1.2.1.10 1.1.1.1
HMMsoil24939,FOAM,"torS; two-component system, OmpR family, sensor histidine kinase TorS EC:2.7.13.3"
HMMsoil24940,FOAM,gabD; succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase EC:1.2.1.16 1.2.1.79 1.2.1.20
HMMsoil24941,FOAM,"flgS; two-component system, NtrC family, sensor kinase EC:2.7.13.3"
HMMsoil24942,FOAM,"flgS; two-component system, NtrC family, sensor kinase EC:2.7.13.3"
HMMsoil24944,FOAM,E2.7.11.1; non-specific serine/threonine protein kinase EC:2.7.11.1
HMMsoil24945,FOAM,spoIIAB; stage II sporulation protein AB (anti-sigma F factor) EC:2.7.11.1
HMMsoil24946,FOAM,"manC, cpsB; mannose-1-phosphate guanylyltransferase EC:2.7.7.13"
HMMsoil24948,FOAM,trpG; anthranilate synthase component II EC:4.1.3.27
HMMsoil24949,FOAM,"fdoG, fdhF, fdwA; formate dehydrogenase major subunit EC:1.17.1.9"
HMMsoil24950,FOAM,"fdoG, fdhF, fdwA; formate dehydrogenase major subunit EC:1.17.1.9"
HMMsoil24951,FOAM,"DLD, lpd, pdhD; dihydrolipoamide dehydrogenase EC:1.8.1.4"
HMMsoil24952,FOAM,"fdoH, fdsB; formate dehydrogenase iron-sulfur subunit"
HMMsoil24955,FOAM,"pps, ppsA; pyruvate, water dikinase EC:2.7.9.2"
HMMsoil24957,FOAM,"PDHB, pdhB; pyruvate dehydrogenase E1 component beta subunit EC:1.2.4.1"
HMMsoil24960,FOAM,ptsI; phosphoenolpyruvate-protein phosphotransferase (PTS system enzyme I) EC:2.7.3.9
HMMsoil24961,FOAM,"E2.7.1.4, scrK; fructokinase EC:2.7.1.4"
HMMsoil24962,FOAM,proV; glycine betaine/proline transport system ATP-binding protein EC:7.6.2.9
HMMsoil24963,FOAM,"DLD, lpd, pdhD; dihydrolipoamide dehydrogenase EC:1.8.1.4"
HMMsoil24965,FOAM,"cikA; two-component system, sensor histidine kinase and response regulator EC:2.7.13.3"
HMMsoil25143,FOAM,pyrD; dihydroorotate dehydrogenase (fumarate) EC:1.3.98.1
HMMsoil25144,FOAM,GMPP; mannose-1-phosphate guanylyltransferase EC:2.7.7.13
HMMsoil25145,FOAM,"fdoG, fdhF, fdwA; formate dehydrogenase major subunit EC:1.17.1.9"
HMMsoil25148,FOAM,hprA; glycerate dehydrogenase EC:1.1.1.29
HMMsoil25150,FOAM,cysI; sulfite reductase (NADPH) hemoprotein beta-component EC:1.8.1.2
HMMsoil25151,FOAM,pucG; (S)-ureidoglycine---glyoxylate transaminase EC:2.6.1.112
HMMsoil25152,FOAM,cysI; sulfite reductase (NADPH) hemoprotein beta-component EC:1.8.1.2
HMMsoil25154,FOAM,"E4.1.1.15, gadB, gadA, GAD; glutamate decarboxylase EC:4.1.1.15"
HMMsoil25156,FOAM,"ULK2, ATG1; serine/threonine-protein kinase ULK2 EC:2.7.11.1"
HMMsoil25159,FOAM,ABC.SP.A; putative spermidine/putrescine transport system ATP-binding protein
HMMsoil25160,FOAM,porD; pyruvate ferredoxin oxidoreductase delta subunit EC:1.2.7.1
HMMsoil25161,FOAM,ABC.MS.P1; multiple sugar transport system permease protein
HMMsoil25162,FOAM,"aapJ, bztA; general L-amino acid transport system substrate-binding protein"
HMMsoil25165,FOAM,"adhP; alcohol dehydrogenase, propanol-preferring EC:1.1.1.1"
HMMsoil25166,FOAM,gabD; succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase EC:1.2.1.16 1.2.1.79 1.2.1.20
HMMsoil25167,FOAM,"kinE; two-component system, sporulation sensor kinase E EC:2.7.13.3"
HMMsoil25168,FOAM,"vicK; two-component system, OmpR family, sensor histidine kinase VicK EC:2.7.13.3"
HMMsoil25169,FOAM,pgmB; beta-phosphoglucomutase EC:5.4.2.6
HMMsoil25170,FOAM,glmU; bifunctional UDP-N-acetylglucosamine pyrophosphorylase / glucosamine-1-phosphate N-acetyltransferase EC:2.7.7.23 2.3.1.157
HMMsoil25172,FOAM,NEK1_4_5; NIMA (never in mitosis gene a)-related kinase 1/4/5 EC:2.7.11.1
HMMsoil25174,FOAM,"ACAT, atoB; acetyl-CoA C-acetyltransferase EC:2.3.1.9"
HMMsoil25175,FOAM,"manC, cpsB; mannose-1-phosphate guanylyltransferase EC:2.7.7.13"
HMMsoil25176,FOAM,"lytS; two-component system, LytTR family, sensor histidine kinase LytS EC:2.7.13.3"
HMMsoil25178,FOAM,fwdG; 4Fe-4S ferredoxin
HMMsoil25179,FOAM,mrcA; penicillin-binding protein 1A EC:2.4.1.129 3.4.16.4
