id,db,name
phrog_18897,PHROG,
phrog_18898,PHROG,
phrog_20797,PHROG,
phrog_3751,PHROG,membrane protein
phrog_3466,PHROG,
phrog_4789,PHROG,
phrog_16536,PHROG,
phrog_4490,PHROG,
phrog_17292,PHROG,
phrog_15803,PHROG,lipoprotein
phrog_15804,PHROG,
phrog_15807,PHROG,
phrog_15229,PHROG,
phrog_17886,PHROG,
phrog_16251,PHROG,
phrog_16253,PHROG,
phrog_16258,PHROG,
phrog_17595,PHROG,
phrog_15812,PHROG,
phrog_15815,PHROG,
phrog_3772,PHROG,
phrog_15521,PHROG,
phrog_14202,PHROG,
phrog_15537,PHROG,
phrog_14216,PHROG,
phrog_15240,PHROG,
phrog_15834,PHROG,
phrog_16571,PHROG,
phrog_15259,PHROG,
phrog_13200,PHROG,
phrog_16874,PHROG,membrane protein
phrog_16875,PHROG,
phrog_15263,PHROG,
phrog_1734,PHROG,
phrog_13508,PHROG,
phrog_16590,PHROG,
phrog_15273,PHROG,
phrog_15284,PHROG,
phrog_15871,PHROG,
phrog_13235,PHROG,
phrog_15588,PHROG,
phrog_12501,PHROG,HTH DNA binding protein
phrog_12503,PHROG,
phrog_1763,PHROG,HTH DNA binding protein
phrog_14852,PHROG,
phrog_14858,PHROG,
phrog_13243,PHROG,
phrog_14564,PHROG,
phrog_14274,PHROG,
phrog_12809,PHROG,
phrog_13835,PHROG,
phrog_13544,PHROG,
phrog_14868,PHROG,
phrog_12227,PHROG,
phrog_12527,PHROG,excisionase
phrog_13849,PHROG,
phrog_12235,PHROG,
phrog_12237,PHROG,
phrog_14585,PHROG,
phrog_11508,PHROG,
phrog_14591,PHROG,
phrog_13865,PHROG,
phrog_13866,PHROG,
phrog_14897,PHROG,
phrog_12257,PHROG,
phrog_13280,PHROG,
phrog_11230,PHROG,
phrog_11238,PHROG,
phrog_12265,PHROG,
phrog_13293,PHROG,
phrog_38700,PHROG,
phrog_13593,PHROG,
phrog_10206,PHROG,
phrog_12571,PHROG,
phrog_12574,PHROG,
phrog_10500,PHROG,
phrog_10211,PHROG,
phrog_12877,PHROG,
phrog_12581,PHROG,membrane protein
phrog_37408,PHROG,
phrog_37409,PHROG,
phrog_37115,PHROG,
phrog_12591,PHROG,
phrog_11273,PHROG,
phrog_38443,PHROG,
phrog_10817,PHROG,
phrog_10520,PHROG,
phrog_12898,PHROG,
phrog_37422,PHROG,
phrog_37426,PHROG,
phrog_11287,PHROG,
phrog_38454,PHROG,
phrog_10240,PHROG,
phrog_36406,PHROG,
phrog_37729,PHROG,
phrog_37435,PHROG,
phrog_37437,PHROG,
phrog_37144,PHROG,
phrog_10836,PHROG,
phrog_38762,PHROG,
phrog_37449,PHROG,
phrog_10264,PHROG,
phrog_10565,PHROG,
phrog_36726,PHROG,
phrog_36439,PHROG,
phrog_37172,PHROG,
phrog_10570,PHROG,
phrog_36732,PHROG,
phrog_10284,PHROG,
phrog_36153,PHROG,
phrog_37187,PHROG,
phrog_35718,PHROG,
phrog_10587,PHROG,
phrog_34105,PHROG,
phrog_10290,PHROG,
phrog_37779,PHROG,
phrog_35720,PHROG,
phrog_37499,PHROG,
phrog_36763,PHROG,
phrog_37796,PHROG,
phrog_35165,PHROG,
phrog_34725,PHROG,
phrog_35751,PHROG,
phrog_35479,PHROG,
phrog_33400,PHROG,
phrog_33110,PHROG,
phrog_34160,PHROG,
phrog_34168,PHROG,
phrog_33417,PHROG,
phrog_33729,PHROG,
phrog_33438,PHROG,
phrog_34787,PHROG,
phrog_34496,PHROG,
phrog_34498,PHROG,
phrog_32716,PHROG,dual specificity phosphatase
phrog_33741,PHROG,
phrog_32422,PHROG,
phrog_32135,PHROG,
phrog_32723,PHROG,
phrog_33173,PHROG,
phrog_30102,PHROG,
phrog_29232,PHROG,
phrog_33777,PHROG,
phrog_33485,PHROG,
phrog_28210,PHROG,
phrog_31431,PHROG,
phrog_32754,PHROG,
phrog_28803,PHROG,
phrog_28807,PHROG,
phrog_30705,PHROG,
phrog_29545,PHROG,
phrog_31457,PHROG,
phrog_28822,PHROG,
phrog_27507,PHROG,
phrog_28530,PHROG,
phrog_29855,PHROG,
phrog_28537,PHROG,
phrog_29562,PHROG,
phrog_29270,PHROG,
phrog_32785,PHROG,
phrog_27801,PHROG,
phrog_27513,PHROG,
phrog_30442,PHROG,
phrog_29284,PHROG,
phrog_26203,PHROG,
phrog_27232,PHROG,
phrog_29588,PHROG,
phrog_28268,PHROG,
phrog_27823,PHROG,
phrog_27824,PHROG,ABC transporter
phrog_31781,PHROG,
phrog_30175,PHROG,
phrog_28861,PHROG,
phrog_26226,PHROG,
phrog_27255,PHROG,
phrog_28282,PHROG,
phrog_28283,PHROG,
phrog_30185,PHROG,
phrog_26527,PHROG,
phrog_27550,PHROG,
phrog_28299,PHROG,
phrog_28880,PHROG,
phrog_27562,PHROG,
phrog_26245,PHROG,
phrog_30495,PHROG,
phrog_26546,PHROG,
phrog_27573,PHROG,
phrog_9503,PHROG,
phrog_26268,PHROG,
phrog_9223,PHROG,
phrog_26858,PHROG,
phrog_25240,PHROG,
phrog_26563,PHROG,
phrog_25244,PHROG,
phrog_27597,PHROG,
phrog_8202,PHROG,
phrog_8204,PHROG,
phrog_9527,PHROG,
phrog_25541,PHROG,
phrog_27897,PHROG,
phrog_26578,PHROG,
phrog_8504,PHROG,
phrog_9826,PHROG,
phrog_9537,PHROG,
phrog_9247,PHROG,
phrog_25845,PHROG,
phrog_24219,PHROG,
phrog_26295,PHROG,
phrog_9544,PHROG,
phrog_24513,PHROG,
phrog_26595,PHROG,
phrog_26599,PHROG,
phrog_7204,PHROG,
phrog_9846,PHROG,
phrog_24813,PHROG,
phrog_8236,PHROG,
phrog_24522,PHROG,
phrog_24529,PHROG,
phrog_24238,PHROG,
phrog_24239,PHROG,
phrog_25579,PHROG,
phrog_24822,PHROG,
phrog_23212,PHROG,
phrog_23213,PHROG,
phrog_24535,PHROG,
phrog_9278,PHROG,
phrog_25876,PHROG,
phrog_8833,PHROG,
phrog_9862,PHROG,
phrog_22209,PHROG,
phrog_24552,PHROG,
phrog_24554,PHROG,
phrog_23234,PHROG,
phrog_24269,PHROG,
phrog_8851,PHROG,outer membrane protein
phrog_7538,PHROG,
phrog_9883,PHROG,
phrog_8567,PHROG,
phrog_23532,PHROG,
phrog_6200,PHROG,
phrog_22805,PHROG,
phrog_19002,PHROG,
phrog_7842,PHROG,
phrog_8876,PHROG,
phrog_8878,PHROG,
phrog_22817,PHROG,
phrog_7264,PHROG,
phrog_23844,PHROG,
phrog_21206,PHROG,
phrog_22820,PHROG,
phrog_22821,PHROG,
phrog_21501,PHROG,
phrog_7564,PHROG,
phrog_21504,PHROG,
phrog_23852,PHROG,
phrog_8596,PHROG,
phrog_24882,PHROG,
phrog_23270,PHROG,
phrog_6816,PHROG,
phrog_6527,PHROG,
phrog_21808,PHROG,
phrog_7570,PHROG,
phrog_21515,PHROG,
phrog_22838,PHROG,
phrog_19327,PHROG,
phrog_7285,PHROG,
phrog_5507,PHROG,
phrog_5215,PHROG,
phrog_19620,PHROG,
phrog_19625,PHROG,
phrog_19629,PHROG,
phrog_22844,PHROG,
phrog_19333,PHROG,
phrog_18019,PHROG,
phrog_22551,PHROG,
phrog_7296,PHROG,
phrog_22557,PHROG,
phrog_22263,PHROG,
phrog_23585,PHROG,
phrog_22267,PHROG,transcriptional regulator WhiB-like
phrog_5512,PHROG,
phrog_6835,PHROG,
phrog_19922,PHROG,
phrog_7883,PHROG,
phrog_21827,PHROG,membrane protein
phrog_19638,PHROG,
phrog_18021,PHROG,
phrog_21246,PHROG,
phrog_19055,PHROG,
phrog_18902,PHROG,
phrog_5521,PHROG,
phrog_18908,PHROG,
phrog_19934,PHROG,
phrog_7890,PHROG,
phrog_21831,PHROG,
phrog_17000,PHROG,
phrog_18030,PHROG,
phrog_22866,PHROG,
phrog_22575,PHROG,
phrog_18910,PHROG,
phrog_5532,PHROG,
phrog_18621,PHROG,
phrog_19948,PHROG,
phrog_6569,PHROG,
phrog_18044,PHROG,
phrog_22582,PHROG,
phrog_21264,PHROG,
phrog_22589,PHROG,
phrog_19077,PHROG,protease
phrog_6863,PHROG,
phrog_5543,PHROG,
phrog_5548,PHROG,
phrog_20823,PHROG,
phrog_19957,PHROG,
phrog_20244,PHROG,
phrog_19376,PHROG,
phrog_21569,PHROG,
phrog_19082,PHROG,DNA topoisomerase II
phrog_6871,PHROG,
phrog_6873,PHROG,
phrog_18938,PHROG,
phrog_17038,PHROG,
phrog_19382,PHROG,
phrog_20255,PHROG,
phrog_21284,PHROG,hydrolase
phrog_4530,PHROG,
phrog_17914,PHROG,
phrog_4533,PHROG,
phrog_4241,PHROG,
phrog_5270,PHROG,
phrog_21584,PHROG,
phrog_20264,PHROG,
phrog_4547,PHROG,
phrog_18665,PHROG,
phrog_20561,PHROG,
phrog_17050,PHROG,
phrog_18378,PHROG,
phrog_21593,PHROG,
phrog_18084,PHROG,
phrog_21599,PHROG,
phrog_4552,PHROG,
phrog_5580,PHROG,
phrog_4262,PHROG,
phrog_18967,PHROG,
phrog_18968,PHROG,
phrog_20571,PHROG,
phrog_21894,PHROG,
phrog_18381,PHROG,
phrog_17061,PHROG,
phrog_4855,PHROG,endolysin
phrog_17072,PHROG,
phrog_17078,PHROG,
phrog_16903,PHROG,methyltransferase
phrog_16618,PHROG,
phrog_16324,PHROG,
phrog_18693,PHROG,
phrog_20887,PHROG,
phrog_17089,PHROG,
phrog_3847,PHROG,
phrog_4876,PHROG,
phrog_15300,PHROG,
phrog_3260,PHROG,
phrog_4584,PHROG,carboxypeptidase
phrog_15017,PHROG,
phrog_15018,PHROG,
phrog_15602,PHROG,
phrog_3859,PHROG,
phrog_3569,PHROG,
phrog_15028,PHROG,
phrog_17687,PHROG,
phrog_16058,PHROG,
phrog_16937,PHROG,
phrog_17692,PHROG,
phrog_17699,PHROG,
phrog_16068,PHROG,
phrog_15621,PHROG,
phrog_15627,PHROG,cAMP-dependent Kef-type K+ transporter
phrog_2264,PHROG,
phrog_15331,PHROG,
phrog_14014,PHROG,
phrog_17992,PHROG,
phrog_16360,PHROG,
phrog_16368,PHROG,methyltransferase
phrog_1805,PHROG,
phrog_16077,PHROG,
phrog_15923,PHROG,
phrog_15630,PHROG,
phrog_15633,PHROG,
phrog_2569,PHROG,
phrog_16959,PHROG,
phrog_2279,PHROG,
phrog_16378,PHROG,
phrog_16962,PHROG,
phrog_2285,PHROG,
phrog_14037,PHROG,
phrog_15360,PHROG,
phrog_16682,PHROG,
phrog_14047,PHROG,
phrog_14633,PHROG,
phrog_16987,PHROG,
phrog_13027,PHROG,transcriptional regulator
phrog_13904,PHROG,
phrog_2892,PHROG,
phrog_2896,PHROG,
phrog_14646,PHROG,
phrog_14649,PHROG,
phrog_15092,PHROG,
phrog_15093,PHROG,
phrog_13919,PHROG,
phrog_14362,PHROG,
phrog_15683,PHROG,
phrog_12603,PHROG,
phrog_14955,PHROG,
phrog_12024,PHROG,
phrog_13055,PHROG,
phrog_12909,PHROG,membrane protein
phrog_13642,PHROG,
phrog_14967,PHROG,
phrog_11005,PHROG,
phrog_14678,PHROG,
phrog_13358,PHROG,
phrog_14679,PHROG,
phrog_13359,PHROG,
phrog_14091,PHROG,
phrog_14092,PHROG,
phrog_12913,PHROG,
phrog_11300,PHROG,
phrog_11301,PHROG,
phrog_11302,PHROG,
phrog_12624,PHROG,
phrog_13949,PHROG,
phrog_11010,PHROG,
phrog_13659,PHROG,
phrog_14680,PHROG,
phrog_14686,PHROG,
phrog_13070,PHROG,
phrog_14399,PHROG,
phrog_11319,PHROG,
phrog_12055,PHROG,
phrog_13086,PHROG,
phrog_11905,PHROG,
phrog_11909,PHROG,
phrog_11614,PHROG,
phrog_11615,PHROG,DNA binding protein
phrog_12938,PHROG,
phrog_13963,PHROG,
phrog_14993,PHROG,
phrog_12358,PHROG,
phrog_38200,PHROG,
phrog_13383,PHROG,
phrog_13096,PHROG,
phrog_11918,PHROG,
phrog_11620,PHROG,
phrog_12944,PHROG,
phrog_12658,PHROG,
phrog_13979,PHROG,
phrog_11634,PHROG,
phrog_12956,PHROG,
phrog_11934,PHROG,
phrog_12960,PHROG,
phrog_11645,PHROG,
phrog_12967,PHROG,
phrog_12673,PHROG,
phrog_13996,PHROG,
phrog_38236,PHROG,
phrog_11948,PHROG,
phrog_10314,PHROG,
phrog_12976,PHROG,
phrog_38821,PHROG,
phrog_12686,PHROG,
phrog_12689,PHROG,
phrog_11369,PHROG,
phrog_11076,PHROG,
phrog_37516,PHROG,
phrog_37222,PHROG,
phrog_11088,PHROG,
phrog_11961,PHROG,
phrog_37810,PHROG,
phrog_10043,PHROG,
phrog_11384,PHROG,
phrog_38550,PHROG,
phrog_37238,PHROG,
phrog_38261,PHROG,
phrog_36500,PHROG,
phrog_10053,PHROG,
phrog_10055,PHROG,
phrog_10640,PHROG,
phrog_10641,PHROG,
phrog_37835,PHROG,
phrog_11694,PHROG,
phrog_36220,PHROG,
phrog_10062,PHROG,
phrog_10941,PHROG,
phrog_36812,PHROG,
phrog_36232,PHROG,
phrog_38581,PHROG,
phrog_10958,PHROG,
phrog_35219,PHROG,
phrog_36246,PHROG,
phrog_37272,PHROG,
phrog_10672,PHROG,
phrog_36541,PHROG,
phrog_36542,PHROG,
phrog_36251,PHROG,
phrog_10094,PHROG,
phrog_35233,PHROG,
phrog_10694,PHROG,
phrog_35535,PHROG,
phrog_36272,PHROG,
phrog_37597,PHROG,
phrog_37598,PHROG,
phrog_35544,PHROG,
phrog_35548,PHROG,
phrog_36282,PHROG,
phrog_36885,PHROG,
phrog_34830,PHROG,
phrog_34250,PHROG,
phrog_36896,PHROG,
phrog_35283,PHROG,
phrog_34843,PHROG,
phrog_33510,PHROG,
phrog_34850,PHROG,
phrog_35886,PHROG,
phrog_35594,PHROG,
phrog_33811,PHROG,
phrog_32507,PHROG,
phrog_33240,PHROG,
phrog_34580,PHROG,
phrog_32511,PHROG,
phrog_32224,PHROG,
phrog_33263,PHROG,
phrog_32828,PHROG,
phrog_32834,PHROG,
phrog_29325,PHROG,
phrog_31815,PHROG,transcriptional regulator
phrog_31817,PHROG,
phrog_29333,PHROG,
phrog_29040,PHROG,
phrog_30212,PHROG,
phrog_29342,PHROG,
phrog_29346,PHROG,
phrog_29050,PHROG,
phrog_28610,PHROG,
phrog_33893,PHROG,
phrog_32289,PHROG,
phrog_29655,PHROG,
phrog_31262,PHROG,
phrog_28929,PHROG,
phrog_27318,PHROG,
phrog_32887,PHROG,
phrog_28052,PHROG,
phrog_27614,PHROG,
phrog_28938,PHROG,
phrog_27619,PHROG,
phrog_29090,PHROG,
phrog_29094,PHROG,
phrog_29097,PHROG,
phrog_30847,PHROG,
phrog_31586,PHROG,
phrog_28953,PHROG,
phrog_30851,PHROG,
phrog_27349,PHROG,
phrog_29693,PHROG,
phrog_30567,PHROG,
phrog_25007,PHROG,
phrog_27649,PHROG,
phrog_26913,PHROG,
phrog_27650,PHROG,
phrog_25011,PHROG,
phrog_28979,PHROG,
phrog_27360,PHROG,
phrog_9007,PHROG,
phrog_30886,PHROG,
phrog_28699,PHROG,
phrog_27080,PHROG,
phrog_9304,PHROG,
phrog_25324,PHROG,
phrog_28996,PHROG,
phrog_26063,PHROG,
phrog_27388,PHROG,
phrog_9311,PHROG,
phrog_9026,PHROG,
phrog_25628,PHROG,
phrog_27685,PHROG,
phrog_26078,PHROG,
phrog_9619,PHROG,
phrog_9030,PHROG,
phrog_9032,PHROG,
phrog_25349,PHROG,
phrog_27690,PHROG,
phrog_26371,PHROG,
phrog_9620,PHROG,
phrog_8304,PHROG,
phrog_25937,PHROG,
phrog_27996,PHROG,
phrog_26679,PHROG,
phrog_8605,PHROG,endolysin
phrog_9345,PHROG,
phrog_8029,PHROG,
phrog_24314,PHROG,
phrog_25654,PHROG,
phrog_8901,PHROG,
phrog_8616,PHROG,
phrog_24900,PHROG,
phrog_8325,PHROG,
phrog_9351,PHROG,
phrog_9354,PHROG,
phrog_9356,PHROG,
phrog_24617,PHROG,
phrog_24321,PHROG,
phrog_23001,PHROG,
phrog_9067,PHROG,
phrog_8620,PHROG,
phrog_8625,PHROG,
phrog_9948,PHROG,
phrog_7013,PHROG,
phrog_9656,PHROG,
phrog_8339,PHROG,
phrog_7019,PHROG,
phrog_9070,PHROG,
phrog_8926,PHROG,
phrog_7607,PHROG,
phrog_25092,PHROG,
phrog_25096,PHROG,
phrog_9956,PHROG,
phrog_7318,PHROG,
phrog_9669,PHROG,
phrog_9375,PHROG,
phrog_7619,PHROG,
phrog_8645,PHROG,
phrog_8646,PHROG,
phrog_9674,PHROG,
phrog_23614,PHROG,
phrog_24938,PHROG,
phrog_9099,PHROG,
phrog_24063,PHROG,
phrog_7919,PHROG,
phrog_7629,PHROG,
phrog_8655,PHROG,
phrog_23914,PHROG,
phrog_22300,PHROG,
phrog_8072,PHROG,
phrog_8076,PHROG,
phrog_23045,PHROG,
phrog_23049,PHROG,
phrog_7925,PHROG,
phrog_7343,PHROG,
phrog_23924,PHROG,
phrog_22316,PHROG,
phrog_24087,PHROG,
phrog_9991,PHROG,
phrog_22617,PHROG,
phrog_23640,PHROG,
phrog_21002,PHROG,
phrog_24969,PHROG,
phrog_23350,PHROG,
phrog_8093,PHROG,
phrog_8095,PHROG,
phrog_24093,PHROG,
phrog_24096,PHROG,
phrog_7650,PHROG,
phrog_22915,PHROG,membrane protein
phrog_6027,PHROG,
phrog_8685,PHROG,
phrog_21010,PHROG,
phrog_22042,PHROG,
phrog_22046,PHROG,
phrog_7956,PHROG,
phrog_6322,PHROG,
phrog_8981,PHROG,
phrog_22923,PHROG,
phrog_19416,PHROG,
phrog_21609,PHROG,
phrog_19417,PHROG,
phrog_24694,PHROG,
phrog_6629,PHROG,
phrog_21905,PHROG,
phrog_5013,PHROG,
phrog_7670,PHROG,
phrog_6337,PHROG,
phrog_19423,PHROG,
phrog_6046,PHROG,
phrog_18109,PHROG,
phrog_21030,PHROG,
phrog_22354,PHROG,
phrog_22067,PHROG,
phrog_6926,PHROG,
phrog_5606,PHROG,
phrog_6630,PHROG,
phrog_7977,PHROG,
phrog_7680,PHROG,
phrog_19728,PHROG,
phrog_7391,PHROG,
phrog_19142,PHROG,
phrog_7399,PHROG,
phrog_5611,PHROG,
phrog_5619,PHROG,
phrog_7985,PHROG,
phrog_4009,PHROG,
phrog_19730,PHROG,
phrog_19732,PHROG,
phrog_20606,PHROG,
phrog_20310,PHROG,
phrog_22959,PHROG,
phrog_18124,PHROG,
phrog_21639,PHROG,
phrog_22373,PHROG,
phrog_21054,PHROG,HNH endonuclease
phrog_17100,PHROG,
phrog_18424,PHROG,
phrog_18426,PHROG,
phrog_19451,PHROG,
phrog_20326,PHROG,
phrog_4607,PHROG,
phrog_4310,PHROG,
phrog_5639,PHROG,
phrog_6371,PHROG,
phrog_20333,PHROG,
phrog_20337,PHROG,
phrog_20043,PHROG,
phrog_19172,PHROG,
phrog_19173,PHROG,
phrog_21367,PHROG,
phrog_19177,PHROG,
phrog_5936,PHROG,
phrog_6964,PHROG,
phrog_3005,PHROG,
phrog_6385,PHROG,
phrog_18158,PHROG,
phrog_5944,PHROG,
phrog_21088,PHROG,
phrog_4332,PHROG,
phrog_5659,PHROG,
phrog_20064,PHROG,
phrog_4923,PHROG,
phrog_4929,PHROG,
phrog_4634,PHROG,
phrog_5957,PHROG,
phrog_3319,PHROG,
phrog_4341,PHROG,
phrog_6690,PHROG,
phrog_5372,PHROG,
phrog_18758,PHROG,
phrog_21974,PHROG,
phrog_5080,PHROG,
phrog_18462,PHROG,
phrog_18463,PHROG,
phrog_21681,PHROG,
phrog_19491,PHROG,
phrog_3613,PHROG,
phrog_4938,PHROG,
phrog_3320,PHROG,
phrog_5966,PHROG,
phrog_5967,PHROG,
phrog_5674,PHROG,
phrog_16100,PHROG,
phrog_17443,PHROG,
phrog_21692,PHROG,
phrog_21697,PHROG,
phrog_4948,PHROG,
phrog_5973,PHROG,
phrog_5688,PHROG,
phrog_5396,PHROG,
phrog_5398,PHROG,
phrog_18482,PHROG,
phrog_21996,PHROG,
phrog_4958,PHROG,
phrog_2026,PHROG,
phrog_16124,PHROG,
phrog_4082,PHROG,
phrog_20979,PHROG,
phrog_17467,PHROG,
phrog_20684,PHROG,
phrog_17173,PHROG,
phrog_3350,PHROG,
phrog_15109,PHROG,
phrog_3063,PHROG,
phrog_4385,PHROG,
phrog_16131,PHROG,
phrog_4388,PHROG,
phrog_17184,PHROG,
phrog_17187,PHROG,
phrog_4979,PHROG,
phrog_15403,PHROG,
phrog_2040,PHROG,enterotoxin CtxB
phrog_16431,PHROG,
phrog_2047,PHROG,
phrog_15116,PHROG,
phrog_3079,PHROG,
phrog_16146,PHROG,
phrog_16734,PHROG,
phrog_15414,PHROG,
phrog_3081,PHROG,
phrog_1306,PHROG,
phrog_3672,PHROG,
phrog_15130,PHROG,
phrog_3388,PHROG,
phrog_14110,PHROG,
phrog_14115,PHROG,
phrog_16170,PHROG,
phrog_16177,PHROG,
phrog_2956,PHROG,
phrog_14704,PHROG,
phrog_14706,PHROG,
phrog_3988,PHROG,
phrog_15446,PHROG,
phrog_16474,PHROG,
phrog_2966,PHROG,
phrog_2678,PHROG,
phrog_14426,PHROG,
phrog_13108,PHROG,
phrog_14131,PHROG,DNA binding protein
phrog_15759,PHROG,
phrog_13119,PHROG,
phrog_14146,PHROG,
phrog_2985,PHROG,
phrog_2988,PHROG,
phrog_13127,PHROG,
phrog_14150,PHROG,
phrog_13716,PHROG,
phrog_14744,PHROG,
phrog_12103,PHROG,
phrog_1669,PHROG,
phrog_14464,PHROG,membrane protein
phrog_15786,PHROG,
phrog_13736,PHROG,
phrog_13441,PHROG,
phrog_14764,PHROG,
phrog_13446,PHROG,
phrog_12128,PHROG,
phrog_15791,PHROG,
phrog_14180,PHROG,
phrog_13164,PHROG,ATPase
phrog_11403,PHROG,
phrog_14498,PHROG,
phrog_12734,PHROG,
phrog_12445,PHROG,
phrog_14790,PHROG,
phrog_13477,PHROG,
phrog_12158,PHROG,
phrog_13183,PHROG,
phrog_13189,PHROG,
phrog_11711,PHROG,
phrog_38303,PHROG,
phrog_13486,PHROG,
phrog_11723,PHROG,
phrog_11729,PHROG,
phrog_11434,PHROG,membrane protein
phrog_12460,PHROG,
phrog_11142,PHROG,
phrog_38609,PHROG,
phrog_13493,PHROG,
phrog_12173,PHROG,
phrog_13497,PHROG,
phrog_11150,PHROG,
phrog_11746,PHROG,
phrog_11169,PHROG,
phrog_38041,PHROG,
phrog_11752,PHROG,
phrog_11754,PHROG,
phrog_11755,PHROG,
phrog_11757,PHROG,
phrog_11179,PHROG,
phrog_38349,PHROG,
phrog_10134,PHROG,
phrog_12794,PHROG,
phrog_37918,PHROG,
phrog_11776,PHROG,
phrog_38368,PHROG,
phrog_38071,PHROG,
phrog_11498,PHROG,
phrog_37050,PHROG,
phrog_38088,PHROG,
phrog_10744,PHROG,
phrog_10453,PHROG,
phrog_35005,PHROG,
phrog_38380,PHROG,
phrog_38385,PHROG,
phrog_35011,PHROG,
phrog_10178,PHROG,
phrog_10179,PHROG,
phrog_37369,PHROG,
phrog_37070,PHROG,
phrog_10180,PHROG,
phrog_38693,PHROG,
phrog_38694,PHROG,
phrog_36054,PHROG,
phrog_37678,PHROG,
phrog_36067,PHROG,
phrog_37093,PHROG,transcriptional regulator
phrog_35338,PHROG,
phrog_34601,PHROG,
phrog_35632,PHROG,
phrog_35636,PHROG,
phrog_35349,PHROG,
phrog_35050,PHROG,
phrog_36372,PHROG,
phrog_35659,PHROG,
phrog_36983,PHROG,
phrog_35666,PHROG,
phrog_34943,PHROG,
phrog_34944,PHROG,
phrog_34946,PHROG,
phrog_34655,PHROG,
phrog_35978,PHROG,
phrog_35684,PHROG,
phrog_33902,PHROG,
phrog_34660,PHROG,
phrog_34662,PHROG,
phrog_35695,PHROG,
phrog_34088,PHROG,
phrog_33910,PHROG,
phrog_33911,PHROG,
phrog_33917,PHROG,
phrog_32018,PHROG,
phrog_34674,PHROG,
phrog_34092,PHROG,
phrog_34390,PHROG,
phrog_33930,PHROG,
phrog_33932,PHROG,
phrog_33640,PHROG,
phrog_29108,PHROG,
phrog_33060,PHROG,
phrog_32622,PHROG,DNA primase/helicase
phrog_34991,PHROG,
phrog_33953,PHROG,
phrog_32634,PHROG,
phrog_31025,PHROG,
phrog_33081,PHROG,
phrog_33084,PHROG,
phrog_31901,PHROG,
phrog_32930,PHROG,
phrog_33964,PHROG,
phrog_31325,PHROG,
phrog_33968,PHROG,
phrog_29139,PHROG,
phrog_33385,PHROG,
phrog_29145,PHROG,
phrog_28709,PHROG,
phrog_28418,PHROG,
phrog_30021,PHROG,
phrog_33690,PHROG,
phrog_31931,PHROG,
phrog_30614,PHROG,
phrog_27107,PHROG,
phrog_32964,PHROG,
phrog_28132,PHROG,
phrog_32967,PHROG,
phrog_32098,PHROG,
phrog_28721,PHROG,
phrog_30916,PHROG,
phrog_30624,PHROG,
phrog_30927,PHROG,
phrog_27120,PHROG,
phrog_28152,PHROG,
phrog_28154,PHROG,
phrog_29180,PHROG,
phrog_31081,PHROG,
phrog_27711,PHROG,
phrog_28450,PHROG,
phrog_29772,PHROG,
phrog_30648,PHROG,
phrog_27138,PHROG,
phrog_31095,PHROG,
phrog_26110,PHROG,
phrog_26111,PHROG,membrane protein
phrog_28759,PHROG,
phrog_30657,PHROG,
phrog_26413,PHROG,
phrog_27738,PHROG,
phrog_27447,PHROG,
phrog_28476,PHROG,
phrog_28187,PHROG,
phrog_26717,PHROG,
phrog_25100,PHROG,
phrog_25101,PHROG,
phrog_27451,PHROG,
phrog_27457,PHROG,
phrog_30671,PHROG,
phrog_31999,PHROG,
phrog_28489,PHROG,
phrog_26720,PHROG,
phrog_25402,PHROG,
phrog_25403,PHROG,
phrog_27750,PHROG,
phrog_26434,PHROG,esterase/lipase
phrog_25115,PHROG,
phrog_27461,PHROG,
phrog_27766,PHROG,
phrog_9405,PHROG,
phrog_25423,PHROG,
phrog_25134,PHROG,
phrog_26456,PHROG,
phrog_27778,PHROG,
phrog_9704,PHROG,
phrog_9705,PHROG,
phrog_9120,PHROG,
phrog_26755,PHROG,
phrog_27781,PHROG,
phrog_26463,PHROG,
phrog_25145,PHROG,
phrog_27491,PHROG,
phrog_9712,PHROG,
phrog_25445,PHROG,
phrog_8408,PHROG,
phrog_24110,PHROG,
phrog_25454,PHROG,
phrog_8701,PHROG,
phrog_9150,PHROG,
phrog_25758,PHROG,
phrog_25469,PHROG,
phrog_25173,PHROG,
phrog_24715,PHROG,
phrog_8142,PHROG,
phrog_8144,PHROG,
phrog_9466,PHROG,
phrog_23116,PHROG,
phrog_7412,PHROG,
phrog_8151,PHROG,
phrog_23410,PHROG,
phrog_23417,PHROG,
phrog_24739,PHROG,
phrog_9182,PHROG,
phrog_7714,PHROG,
phrog_7718,PHROG,
phrog_8749,PHROG,
phrog_9779,PHROG,
phrog_8754,PHROG,
phrog_7434,PHROG,
phrog_8755,PHROG,
phrog_7439,PHROG,
phrog_8176,PHROG,
phrog_24173,PHROG,
phrog_7738,PHROG,
phrog_6100,PHROG,
phrog_8182,PHROG,
phrog_22122,PHROG,
phrog_8186,PHROG,
phrog_7741,PHROG,
phrog_8775,PHROG,
phrog_22717,PHROG,
phrog_19205,PHROG,
phrog_7165,PHROG,
phrog_21106,PHROG,
phrog_22428,PHROG,
phrog_8195,PHROG,
phrog_22139,PHROG,
phrog_23169,PHROG,transcriptional regulator
phrog_6411,PHROG,
phrog_7754,PHROG,
phrog_19501,PHROG,
phrog_6120,PHROG,
phrog_19502,PHROG,
phrog_7461,PHROG,
phrog_21118,PHROG,
phrog_23177,PHROG,
